isin,company_shortname,year,role,salary,one_year_bonus,multi_year_bonus,multi_year_bonus_grants,multi_year_bonus_payout,total_equity_grants,stock_grants,option_grants,other_annual_comp,total_comp,pension,one_time_payment,total_comp_pens_and_one_time,n_seat_holders,comp_per_seat,log_tc_seat,ratio_salary,ratio_sti,ratio_lti,ratio_equity,ratio_stock,ratio_option,ratio_other,ratio_pension,Sector
DE0003304101,Gerry Weber,2009,Other,946,1532,0,0,0,0,0,0,0,2478,0,0,2478,2,1239,7.12205988162914,0.381759483454399,0.618240516545601,0,0,0,0,0,0,
DE0003304101,Gerry Weber,2010,CEO,469,3273,0,0,0,0,0,0,0,3742,0,0,3742,1,3742,8.22737550683404,0.125334045964725,0.874665954035275,0,0,0,0,0,0,
DE0003304101,Gerry Weber,2010,CFO,467,249,0,0,0,0,0,0,0,716,0,0,716,1,716,6.57368016696065,0.652234636871508,0.347765363128492,0,0,0,0,0,0,
DE0003304101,Gerry Weber,2010,Other,660,288,0,0,0,0,0,0,0,948,0,0,948,1,948,6.85435450225502,0.69620253164557,0.30379746835443,0,0,0,0,0,0,
DE0003304101,Gerry Weber,2011,CEO,469,3715,0,0,0,0,0,0,0,4184,0,0,4184,1,4184,8.33902300574476,0.112093690248566,0.887906309751434,0,0,0,0,0,0,
DE0003304101,Gerry Weber,2011,CFO,467,306.9,0,0,0,0,0,0,0,773.9,0,0,773.9,1,773.9,6.65144266627641,0.603437136580954,0.396562863419046,0,0,0,0,0,0,
DE0003304101,Gerry Weber,2011,Other,660,300,0,0,0,0,0,0,0,960,0,0,960,1,960,6.86693328446188,0.6875,0.3125,0,0,0,0,0,0,
DE0003304101,Gerry Weber,2012,CEO,751,3800,0,0,0,0,0,0,0,4551,0,0,4551,1,4551,8.42310226801664,0.165018677213799,0.834981322786201,0,0,0,0,0,0,
DE0003304101,Gerry Weber,2012,CFO,467,320,0,0,0,0,0,0,0,787,0,0,787,1,787,6.6682282484174,0.593392630241423,0.406607369758577,0,0,0,0,0,0,
DE0003304101,Gerry Weber,2012,Other,660,300,0,0,0,0,0,0,0,960,0,0,960,1,960,6.86693328446188,0.6875,0.3125,0,0,0,0,0,0,
DE0003304101,Gerry Weber,2013,CEO,755,3000,0,0,0,0,0,0,0,3755,0,0,3755,1,3755,8.23084356419824,0.201065246338216,0.798934753661784,0,0,0,0,0,0,
DE0003304101,Gerry Weber,2013,CFO,474,300,0,0,0,0,0,0,0,774,0,0,774,1,774,6.65157187358973,0.612403100775194,0.387596899224806,0,0,0,0,0,0,
DE0003304101,Gerry Weber,2013,Other,743,445,0,0,0,0,0,0,0,1188,0,0,1188,3,396,5.98141421125448,0.625420875420875,0.374579124579125,0,0,0,0,0,0,
DE0005085906,AWD,2006,CFO,460,421,0,0,0,29,0,29,25,935,0,0,935,1,935,6.84054652928869,0.491978609625669,0.450267379679144,0,0.0310160427807487,0,0.0310160427807487,0.0267379679144385,0,
DE0005085906,AWD,2006,Other,1142,910,0,0,0,29,0,29,79,2160,0,160,2320,3,720,6.5792512120101,0.528703703703704,0.421296296296296,0,0.0134259259259259,0,0.0134259259259259,0.0365740740740741,0,
DE0005085906,AWD,2007,Other,1454,830,0,0,0,44,0,44,98,2426,0,0,2426,5,485.2,6.1845611770699,0.599340478153339,0.342126957955482,0,0.0181368507831822,0,0.0181368507831822,0.0403957131079967,0,
DE0005085906,AWD,2008,CEO,644,75,27,0,0,0,0,0,25,771,0,0,771,1,771,6.64768837356333,0.835278858625162,0.0972762645914397,0.0350194552529183,0,0,0,0.0324254215304799,0,
DE0005085906,AWD,2008,CFO,83,33,17,0,0,0,0,0,11,144,0,0,144,1,144,4.969813299576,0.576388888888889,0.229166666666667,0.118055555555556,0,0,0,0.0763888888888889,0,
DE0005085906,AWD,2008,Other,1484,984,66,0,0,0,0,0,258,2792,0,0,2792,6,465.333333333333,6.14275399465421,0.531518624641834,0.35243553008596,0.0236389684813754,0,0,0,0.0924068767908309,0,
DE0005089031,United Internet,2017,CEO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
DE0005089031,United Internet,2017,CFO,360,140,0,0,0,0,0,0,11,511,0,300,811,1,511,6.2363695902037,0.704500978473581,0.273972602739726,0,0,0,0,0.0215264187866928,0,
DE0005089031,United Internet,2017,Other,825,550,0,0,0,0,0,0,34,1409,0,0,1409,3,469.666666666667,6.15202322323057,0.585521646557842,0.390347764371895,0,0,0,0,0.0241305890702626,0,
DE0005089031,United Internet,2018,CFO,360,140,0,0,0,0,0,0,11,511,0,0,511,1,511,6.2363695902037,0.704500978473581,0.273972602739726,0,0,0,0,0.0215264187866928,0,
DE0005089031,United Internet,2018,Other,150,100,0,0,0,0,0,0,7,257,0,0,257,1,257,5.54907608489522,0.583657587548638,0.389105058365759,0,0,0,0,0.0272373540856031,0,
DE0005089031,United Internet,2019,CFO,360,132,0,0,0,0,0,0,11,503,0,0,503,1,503,6.22059017009974,0.715705765407555,0.262425447316103,0,0,0,0,0.021868787276342,0,
DE0005089031,United Internet,2021,CEO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
DE0005089031,United Internet,2021,CFO,650,361,0,0,0,0,0,0,44,1055,0,0,1055,1,1055,6.96129604591017,0.616113744075829,0.34218009478673,0,0,0,0,0.0417061611374408,0,
DE0005140008,Deutsche Bank,2006,CEO,1150,6249.813,1885,0,0,3770,3770,0,156.93,13211.74,389.403,0,13601.15,1,13211.74,9.48886110723742,0.0870437958966798,0.473049954056014,0.142676135013253,0.285352270026507,0.285352270026507,0,0.0118780720783182,0.0294740132639607,
DE0005140008,Deutsche Bank,2006,CFO,528.889,1056.555,558.639,0,0,1117.278,1117.278,0,35.217,3296.578,85.9,0,3382.478,1,3296.578,8.10064023973255,0.160435760961822,0.320500531156854,0.169460270620019,0.338920541240037,0.338920541240037,0,0.0106828960212681,0.0260573236853489,
DE0005140008,Deutsche Bank,2006,Other,2402.222,6044.732,2537.347,0,0,5074.694,5074.694,0,334.222,16393.217,992.51,15000,32385.724,4,4098.30425,8.31832856957636,0.146537558796422,0.368733726882283,0.154780297241231,0.309560594482462,0.309560594482462,0,0.0203878225976024,0.0605439432662912,
DE0005140008,Deutsche Bank,2007,CEO,1150,5883.1,2265.625,0,0,4531.25,4531.25,0,151.517,13981.49,354.291,0,14335.78,1,13981.49,9.54548959093822,0.0822516055155781,0.420777756877128,0.162044603257593,0.324089206515185,0.324089206515185,0,0.010836970880786,0.0253400031041041,
DE0005140008,Deutsche Bank,2007,CFO,800,1697.743,1015.625,0,0,2031.25,2031.25,0,50.806,5595.424,345.271,0,5940.695,1,5595.424,8.62970439982289,0.142973973017952,0.303416327341771,0.181509926682947,0.363019853365893,0.363019853365893,0,0.00907991959143758,0.0617059582973516,
DE0005140008,Deutsche Bank,2007,Other,1933.333,4044.211,2454.427,0,0,4908.854,4908.854,0,264.654,13605.479,904.791,0,14510.27,3,4535.15966666667,8.41961556957371,0.142099590907457,0.297248703996383,0.180399896247681,0.360799792495362,0.360799792495362,0,0.0194520163531177,0.0665019585124493,
DE0005140008,Deutsche Bank,2008,CEO,1150,0,0,0,0,0,0,0,239.586,1389.586,317.893,0,1707.479,1,1389.586,7.23676114003446,0.827584618728168,0,0,0,0,0,0.172415381271832,0.228768136696829,
DE0005140008,Deutsche Bank,2008,CFO,600,0,0,0,0,0,0,0,107.306,707.306,100.691,0,807.997,1,707.306,6.56146338696935,0.848289142181743,0,0,0,0,0,0.151710857818257,0.142358470025703,
DE0005140008,Deutsche Bank,2008,Other,2200,0,0,0,0,0,0,0,179.792,2379.792,942.332,0,3322.124,3,793.264,6.67615607922027,0.924450540215279,0,0,0,0,0,0.0755494597847207,0.395972421119157,
DE0005140008,Deutsche Bank,2009,CEO,1150,1575,0,0,0,6672.5,6672.5,0,154.03,9551.53,318.006,0,9869.536,1,9551.53,9.1644566300667,0.120399559023528,0.164895048227876,0,0.698579180508254,0.698579180508254,0,0.0161262122403426,0.0332937236233357,
DE0005140008,Deutsche Bank,2009,CFO,800,1231.425,0,0,0,1926.075,1926.075,0,58.267,4015.767,407.171,0,4422.938,1,4015.767,8.29798364176017,0.199214745277801,0.306647522129645,0,0.479628175638676,0.479628175638676,0,0.0145095569538771,0.101393083811885,
DE0005140008,Deutsche Bank,2009,Other,4000,6780.844,0,0,0,13993.782,13993.782,0,637.049,25411.675,843.116,0,26254.791,6,4235.27916666667,8.35120452384315,0.157407963072092,0.266839710487404,0,0.550683180073726,0.550683180073726,0,0.0250691463667783,0.0331782930483725,
DE0005140008,Deutsche Bank,2010,CEO,1650,1034.322,2534.089,0,0,3620.127,3620.127,0,148.723,8987.261,1263.161,0,10250.42,1,8987.261,9.10356340918615,0.183593199307331,0.11508756672361,0.281964549599706,0.402806483532636,0.402806483532636,0,0.0165482008367177,0.140550163169847,
DE0005140008,Deutsche Bank,2010,CFO,1150,539.066,849.029,0,0,3953.143,3953.143,0,136.953,6628.191,550.405,0,7178.596,1,6628.191,8.79908719527066,0.173501336940954,0.0813292797386195,0.128093623131862,0.59641356140763,0.59641356140763,0,0.0206621987809343,0.0830400029208573,
DE0005140008,Deutsche Bank,2010,Other,6612.5,3632.721,8966.694,0,0,15238.612,15238.612,0,509.662,34960.19,2599.578,0,37559.768,6,5826.69833333333,8.67020579530926,0.189143708887166,0.103910219023409,0.256482988221746,0.435884701999617,0.435884701999617,0,0.0145783532640984,0.0743582343230972,
DE0005140008,Deutsche Bank,2011,CEO,1650,100,3750.075,0,0,3855.075,3855.075,0,176.256,9531.406,0,0,9531.406,1,9531.406,9.162347519869,0.173111920738661,0.0104916315599189,0.393444052220627,0.404460265358542,0.404460265358542,0,0.0184921301222506,0,
DE0005140008,Deutsche Bank,2011,CFO,1150,100,1424.883,0,0,1529.884,1529.884,0,228.878,4433.645,0,0,4433.645,1,4433.645,8.39697732382263,0.259380261613187,0.0225548053576685,0.321379587224507,0.345062358398113,0.345062358398113,0,0.0516229874065244,0,
DE0005140008,Deutsche Bank,2011,Other,5750,500,9906.915,0,0,10431.92,10431.92,0,474.457,27063.291,0,0,27063.291,5,5412.6582,8.59649560052101,0.212464921579567,0.0184752105721363,0.366064681490511,0.385463837343359,0.385463837343359,0,0.0175313859648481,0,
DE0005140008,Deutsche Bank,2012,CEO,3641.666,300,2785.11,0,0,3030.5,3030.5,0,854.632,10611.908,739.888,0,11351.796,2,5305.954,8.57658486522927,0.343167882721938,0.028270128237071,0.262451389514496,0.285575412074813,0.285575412074813,0,0.0805351874516816,0.0697224288035667,
DE0005140008,Deutsche Bank,2012,CFO,1150,150,823.14,0,0,957,957,0,102.301,3182.441,550.439,0,3732.88,1,3182.441,8.06540379137519,0.361357838212869,0.0471336310712437,0.258650513866557,0.300712566234535,0.300712566234535,0,0.0321454506147954,0.172961258354829,
DE0005140008,Deutsche Bank,2012,Other,4808.333,832.124,3546.669,0,0,4309.25,4309.25,0,445.993,13942.369,2075.656,17563.125,33581.15,7,1991.767,7.59677746343178,0.344872022824816,0.0596831141106651,0.254380657978569,0.309075882298051,0.309075882298051,0,0.0319883227878992,0.148873982606543,
DE0005140008,Deutsche Bank,2013,CEO,4600,300,2695.86,0,0,7353.334,7353.334,0,1040.622,15989.816,0,0,15989.816,2,7994.908,8.98656011800985,0.287683110299706,0.0187619419760678,0.16859856298534,0.459876086128821,0.459876086128821,0,0.0650802986100653,0,
DE0005140008,Deutsche Bank,2013,CFO,1150,150,926.415,0,0,2450,2450,0,105.609,4782.024,0,0,4782.024,1,4782.024,8.47261916682625,0.240483945710017,0.0313674711795675,0.193728638752127,0.512335362599602,0.512335362599602,0,0.0220845817586863,0,
DE0005140008,Deutsche Bank,2013,Other,4600,600,3870.9,0,0,9800,9800,0,447.019,19317.919,0,0,19317.919,4,4829.47975,8.48249402862992,0.238120886623451,0.0310592460813196,0.200378726093634,0.507301019328221,0.507301019328221,0,0.0231401218733757,0,
DE0005140008,Deutsche Bank,2014,CEO,7600,0,0,1721.25,0,4002.666,4002.666,0,837.766,12440.432,1505.408,0,13945.84,2,6220.216,8.73555991181837,0.610911260959427,0,0,0.321746543849924,0.321746543849924,0,0.0673421951906493,0.121009302570843,
DE0005140008,Deutsche Bank,2014,CFO,2400,0,0,688.5,0,1264,1264,0,124.753,3788.753,521.887,0,4310.64,1,3788.753,8.23979222018958,0.633453803929683,0,0,0.333619003402967,0.333619003402967,0,0.0329271926673499,0.137746377238104,
DE0005140008,Deutsche Bank,2014,Other,9600,0,0,2945.25,0,5056,5056,0,824.486,15480.486,2182.428,0,17662.914,4,3870.1215,8.26104118087984,0.620135569387163,0,0,0.326604733210572,0.326604733210572,0,0.053259697402265,0.140979294836092,
DE0005140008,Deutsche Bank,2015,CEO,5700,0,0,0,0,0,0,0,131.713,5831.713,1063.257,284.9792,7179.949,2,2915.8565,7.97791888066935,0.977414354924531,0,0,0,0,0,0.0225856450754693,0.182323272767367,
DE0005140008,Deutsche Bank,2015,CFO,1460,0,0,0,0,0,0,0,38.37,1498.37,478.387,0,1976.757,1,1498.37,7.31213312957334,0.974392172827806,0,0,0,0,0,0.0256078271721938,0.319271608481216,
DE0005140008,Deutsche Bank,2015,Other,15500,0,0,0,0,0,0,0,1083.793,16583.793,4882.715,15354.8,36821.308,9,1842.64366666667,7.51895659479122,0.934647459721669,0,0,0,0,0,0.0653525402783308,0.29442691427709,
DE0005140008,Deutsche Bank,2016,CEO,3800,0,0,0,0,0,0,0,41.795,3841.795,821.114,0,4662.909,1,3841.795,8.2536949842787,0.989120970796203,0,0,0,0,0,0.0108790292037967,0.213731862319567,
DE0005140008,Deutsche Bank,2016,CFO,2400,0,0,0,0,0,0,0,23.72,2423.72,546.402,0,2970.122,1,2423.72,7.79305882896608,0.990213390985758,0,0,0,0,0,0.00978660901424257,0.22543940719225,
DE0005140008,Deutsche Bank,2016,Other,19683.333,0,0,0,0,0,0,0,742.33,20425.663,7709.071,0,28134.734,11,1856.87845454545,7.52665210662333,0.963656993655481,0,0,0,0,0,0.0363430063445187,0.377420845531428,
DE0005140008,Deutsche Bank,2017,CEO,3400,0,0,0,0,0,0,0,220.982,3620.982,748.829,0,4369.811,1,3620.982,8.1945005387508,0.938971803781405,0,0,0,0,0,0.0610281962185948,0.206802740251125,
DE0005140008,Deutsche Bank,2017,CFO,1200,355.404,0,0,0,0,0,0,473.299,2028.703,451.453,4503.038,6983.194,1,2028.703,7.6151519515857,0.59151093087554,0.175187792397409,0,0,0,0,0.233301276727052,0.222532820230463,
DE0005140008,Deutsche Bank,2017,Other,24800,936.227,0,0,0,0,0,0,4958.709,30694.936,9261.702,0,39956.638,11,2790.44872727273,7.93395769603092,0.807950861992349,0.0305010246641335,0,0,0,0,0.161548113343517,0.301733875581301,
DE0005140008,Deutsche Bank,2018,CEO,3291.111,0,0,0,0,2784.726,2784.726,0,91.805,6167.642,879.75,0,7047.392,1,6167.642,8.72707187205415,0.533609278878379,0,0,0.451505778059103,0.451505778059103,0,0.0148849430625189,0.142639601974304,
DE0005140008,Deutsche Bank,2018,CFO,2400,560.758,605.945,0,605.945,2023.503,2023.503,0,86.975,5677.181,864.99,615.516,7157.687,1,5677.181,8.64421008569929,0.422745020812266,0.0987740218252686,0.10673342984837,0.356427424103618,0.356427424103618,0,0.0153201034104778,0.152362589813501,
DE0005140008,Deutsche Bank,2018,Other,20020,232.275,199.698,0,199.698,14545.661,14545.661,0,5141.61,40139.244,7857.484,0,47996.728,10,4013.9244,8.2975246950982,0.498763753497699,0.00578673081137253,0.00497513107122795,0.362380043829425,0.362380043829425,0,0.128094340790275,0.195755654989416,
DE0005140008,Deutsche Bank,2019,CEO,3400,0,0,0,0,1331.717,1331.717,0,69.338,4801.055,939.695,0,5740.75,1,4801.055,8.476590964412,0.708177681780359,0,0,0.277380075837498,0.277380075837498,0,0.0144422423821431,0.195726772553116,
DE0005140008,Deutsche Bank,2019,CFO,2400,487.206,464.747,0,464.747,1096.708,1096.708,0,926.026,5374.687,907.6,0,6282.287,1,5374.687,8.58945561874214,0.446537630935532,0.0906482554239903,0.0864695934851648,0.204050580061685,0.204050580061685,0,0.172293940093628,0.16886564743212,
DE0005140008,Deutsche Bank,2019,Other,16900,105.34,599.396,0,599.396,6838.443,6838.443,0,3030.23,27473.409,3875.823,27047.762,58396.992,8,3434.176125,8.14153232872695,0.615140261625341,0.00383425296802446,0.0218173143347446,0.248911338232543,0.248911338232543,0,0.110296832839347,0.141075430428019,
DE0005140008,Deutsche Bank,2020,CEO,3116.667,0,232.061,2125.689,232.061,2125.689,2125.689,0,3.756,5478.173,936.063,0,6414.236,1,5478.173,8.60852693019329,0.568924530130757,0,0.0423610207271658,0.38802881909717,0.38802881909717,0,0.000685630044907308,0.170871383579891,
DE0005140008,Deutsche Bank,2020,CFO,2283.333,0,515.642,1489.568,515.642,1489.569,1489.569,0,658.496,4947.04,895.972,0,5843.012,1,4947.04,8.50654469690353,0.461555394741098,0,0.104232429897474,0.301103083864291,0.301103083864291,0,0.133109091497138,0.181112746207833,
DE0005140008,Deutsche Bank,2020,Other,17073.664,0,473.375,9780.733,473.375,10535.157,10535.157,0,1578.3499,29660.546,5661.633,0,35322.179,9,3295.61622222222,8.10034844681742,0.57563552606213,0,0.0159597534044046,0.355190932763004,0.355190932763004,0,0.053213784398979,0.190880943324509,
DE0005140008,Deutsche Bank,2021,CEO,3600,0,0,3065.4,0,2147.048,2147.048,0,-8,5739.048,701.494,0,6440.542,1,5739.048,8.65504862189984,0.6272817373195,0,0,0.374112222096766,0.374112222096766,0,-0.00139395941626556,0.122231770844224,
DE0005140008,Deutsche Bank,2021,CFO,2800,0,0,2278.5,0,1669.926,1669.926,0,668,5137.926,820.82,0,5958.746,1,5137.926,8.54440477507487,0.544966976947508,0,0,0.325019472837873,0.325019472837873,0,0.13001355021462,0.159757069292162,
DE0005140008,Deutsche Bank,2021,Other,20067,0,0,17536.366,0,13200.369,13200.369,0,1758,35025.369,5321.318,0,40346.687,9,3891.70766666667,8.2666033291454,0.57292758286144,0,0,0.376880226443867,0.376880226443867,0,0.0501921906946933,0.151927535724178,
DE0005156004,Arques,2007,CEO,820,0,0,0,0,0,0,0,8,828,0,0,828,1,828,6.71901315438526,0.990338164251208,0,0,0,0,0,0.00966183574879227,0,
DE0005156004,Arques,2007,Other,597,2278,0,0,0,2844.4,2844.4,0,14,5733.4,0,0,5733.4,4,1433.35,7.26776964085292,0.104126696201207,0.39732096138417,0,0.496110510342903,0.496110510342903,0,0.0024418320717201,0,
DE0005156004,Arques,2008,CEO,343,0,0,0,0,803.75,0,803.75,5,1151.75,0,0,1151.75,1,1151.75,7.04903780381603,0.297807683959193,0,0,0.69785109615802,0,0.69785109615802,0.00434121988278706,0,
DE0005156004,Arques,2008,Other,411,255,0,0,0,1221.25,0,1221.25,20,1907.25,0,0,1907.25,3,635.75,6.45480540430223,0.215493511600472,0.133700353912702,0,0.640319832219164,0,0.640319832219164,0.0104863022676629,0,
DE0005158703,Bechtle,2017,CEO,1500,740,752,760,752,0,0,0,21,3013,0,0,3013,1,3013,8.0106915391303,0.497842681712579,0.245602389644872,0.249585131098573,0,0,0,0.0069697975439761,0,
DE0005158703,Bechtle,2017,Other,930,395,645,415,645,0,0,0,46,2016,0,0,2016,2,1008,6.91572344863131,0.461309523809524,0.19593253968254,0.319940476190476,0,0,0,0.0228174603174603,0,
DE0005158703,Bechtle,2018,CEO,1500,990,496,760,496,0,0,0,18,3004,0,0,3004,1,3004,8.00770001288403,0.499334221038615,0.329560585885486,0.165113182423435,0,0,0,0.00599201065246338,0,
DE0005158703,Bechtle,2018,Other,1250,815,332,635,332,0,0,0,52,2449,0,0,2449,2,1224.5,7.11028787639222,0.51041241322989,0.332788893425888,0.135565536953859,0,0,0,0.0212331563903634,0,
DE0005158703,Bechtle,2019,CEO,2000,740,608,760,608,0,0,0,19,3367,0,0,3367,1,3367,8.12177741916107,0.594000594000594,0.21978021978022,0.180576180576181,0,0,0,0.00564300564300564,0,
DE0005158703,Bechtle,2019,Other,1250,615,332,635,332,0,0,0,51,2248,0,0,2248,2,1124,7.02464903045364,0.556049822064057,0.273576512455516,0.147686832740214,0,0,0,0.0226868327402135,0,
DE0005158703,Bechtle,2020,CEO,2000,903,1064,760,1064,0,0,0,21,3988,0,0,3988,1,3988,8.29104513108173,0.501504513540622,0.226429287863591,0.266800401203611,0,0,0,0.00526579739217653,0,
DE0005158703,Bechtle,2020,Other,1425,931,762,1750,762,0,0,0,48,3166,0,0,3166,2,1583,7.36707705988101,0.450094756790903,0.294061907770057,0.240682248894504,0,0,0,0.0151610865445357,0,
DE0005158703,Bechtle,2021,CEO,2000,962,0,760,0,0,0,0,21,2983,0,0,2983,1,2983,8.00068478451475,0.670465973851827,0.322494133422729,0,0,0,0,0.00703989272544418,0,
DE0005158703,Bechtle,2021,Other,1425,975,0,875,0,0,0,0,45,2445,0,0,2445,2,1222.5,7.10865322134903,0.582822085889571,0.398773006134969,0,0,0,0,0.0184049079754601,0,
DE0005190003,BMW,2006,CEO,440,2258.6,0,0,0,0,0,0,13.703,2712.303,108.8,0,2821.103,1,2712.303,7.90555336848316,0.162223763347974,0.83272407249485,0,0,0,0,0.00505216415717566,0.040113512391499,
DE0005190003,BMW,2006,CFO,360,1818.3,0,0,0,0,0,0,16.789,2195.089,75.7,0,2270.789,1,2195.089,7.69397787138432,0.164002461859177,0.828349101107062,0,0,0,0,0.00764843703376036,0.0344860732298326,
DE0005190003,BMW,2006,Other,1416.667,8089.983,0,0,0,0,0,0,84.784,9591.434,454.7,0,10046.134,6,1598.57233333333,7.37686621823203,0.147701271780633,0.843459174092216,0,0,0,0,0.00883955412715137,0.0474068841009593,
DE0005190003,BMW,2007,CEO,600,3139.2,0,0,0,0,0,0,15.222,3754.422,161.1,0,3915.522,1,3754.422,8.23068962425422,0.159811550219981,0.836134030750938,0,0,0,0,0.00405441902908091,0.0429094012340648,
DE0005190003,BMW,2007,CFO,360,1818.3,0,0,0,0,0,0,14.22,2192.52,122,0,2314.52,1,2192.52,7.69280684621158,0.164194625362596,0.829319686935581,0,0,0,0,0.00648568770182256,0.0556437341506577,
DE0005190003,BMW,2007,Other,1470,7560.6,0,0,0,0,0,0,206.788,9237.388,392.6,0,9629.988,6,1539.56466666667,7.33925497146234,0.159135894259286,0.818478123902558,0,0,0,0,0.022385981838156,0.0425011918953713,
DE0005190003,BMW,2008,CEO,600,1650,0,0,0,0,0,0,16.271,2266.271,124.9,0,2391.171,1,2266.271,7.72589102843539,0.26475209716755,0.728068267210762,0,0,0,0,0.00717963562168867,0.0551125615603783,
DE0005190003,BMW,2008,CFO,300,825,0,0,0,0,0,0,23.516,1148.516,81.5,0,1230.016,1,1148.516,7.04622595324674,0.261206635345089,0.718318247198994,0,0,0,0,0.020475117455917,0.0709611359354158,
DE0005190003,BMW,2008,Other,1901.775,5339.57,0,0,0,0,0,0,264.347,7505.692,612.8,0,8118.492,8,938.2115,6.84397540333362,0.253377703215107,0.711402759399133,0,0,0,0,0.03521953738576,0.0816447037794783,
DE0005190003,BMW,2009,CEO,840,1725,0,0,0,0,0,0,16.215,2581.215,131.8,0,2713.015,1,2581.215,7.85601549729538,0.325428141398527,0.668289933229119,0,0,0,0,0.00628192537235372,0.0510612250432451,
DE0005190003,BMW,2009,CFO,420,862.5,0,0,0,0,0,0,93.785,1376.285,86.6,0,1462.885,1,1376.285,7.22714311913949,0.305169350824865,0.626687059729635,0,0,0,0,0.0681435894455,0.0629230137653175,
DE0005190003,BMW,2009,Other,2130,4384.375,0,0,0,0,0,0,244.622,6758.997,482.4,0,7241.397,5,1351.7994,7.20919187281351,0.315135514929212,0.648672428764209,0,0,0,0,0.0361920563065792,0.0713715363388976,
DE0005190003,BMW,2010,CEO,840,3438.5,0,0,0,0,0,0,17.716,4296.216,168,0,4464.216,1,4296.216,8.36548991425435,0.195520895597428,0.800355475609234,0,0,0,0,0.00412362879333814,0.0391041791194856,
DE0005190003,BMW,2010,CFO,435,1802.344,0,0,0,0,0,0,24.747,2262.091,109.5,0,2371.591,1,2262.091,7.72404488575192,0.192299956102562,0.796760165705093,0,0,0,0,0.010939878192345,0.0484065406740931,
DE0005190003,BMW,2010,Other,2235,9284.094,0,0,0,0,0,0,94.949,11614.043,622.737,0,12236.78,5,2322.8086,7.75053233591915,0.192439445936269,0.799385192563864,0,0,0,0,0.00817536149986702,0.0536193124134292,
DE0005190003,BMW,2011,CEO,1020,4971.6,0,0,0,142.48,142.48,0,22.455,6156.535,196,0,6352.535,1,6156.535,8.72526939826509,0.165677609239613,0.807532158917313,0,0.0231428880043726,0.0231428880043726,0,0.00364734383870148,0.0318360896185923,
DE0005190003,BMW,2011,CFO,590,2900.1,0,0,0,90.311,90.311,0,26.842,3607.253,127,0,3734.253,1,3607.253,8.19070181983549,0.163559362207198,0.80396357006287,0,0.0250359484072783,0.0250359484072783,0,0.00744111932265355,0.0352068457632442,
