isin,ratio_salary,ratio_sti,ratio_lti,ratio_equity,ratio_variable,ratio_other,ratio_pension,vpi,ratio_stock_in_equity,ratio_option_in_equity,log_tc_pe,salary_bt_pe,one_year_bonus_bt_pe,multi_year_bonus_bt_pe,total_equity_grants_bt_pe,stock_grants_bt_pe,option_grants_bt_pe,other_annual_bt_pe,total_comp_bt_pe,one_time_payment_bt_pe,pension_bt_pe,total_comp_pens_and_one_time_bt_pe,n_executives_median,index_score,ever_opted_out,year_count,year_min,year_max,company_shortname,company_name,index_listing_last,data_confidence
DE0005408116,0.48742406162893337,0.11558691407896203,0.08079707949790114,0.26522712614519384,0.49510332333674556,0.019149547577955804,0.27486494106747406,1.0175616395130738,1.0,0.0,7.439825189285379,734.4166666666667,229.81,163.901025,427.0,423.524,0.0,33.0593625,1702.2672000000002,0.0,395.3995,2030.2809333333335,5.0,0.0,1,14,2006,2019,Aareal Bank,Aareal Bank AG,MDAX,high
DE0005408884,0.3430687652554499,0.36114221724524076,0.15715444955369218,0.07303186247673273,0.6355525629155795,0.021378671828970627,0.08635847986386841,1.8525515210991168,1.0,0.0,7.303927340178709,436.25,588.75,163.0,101.625,101.625,0.0,28.666666666666668,1485.125,0.0,131.33333333333334,1653.5,3.0,0.0,0,13,2006,2018,Leoni,Leoni AG,MDAX,high
DE0005419105,0.43869134471441174,0.26207800150559657,0.0,0.0,0.5462145022162108,0.015094153069377331,0.0,1.2450997923649412,0.0,1.0,7.027333147406547,347.9166666666667,177.72833333333332,0.0,0.0,0.0,0.0,16.996333333333332,1126.021,33.333333333333336,0.0,1159.3543333333334,3.0,0.0,0,3,2019,2021,Cancom,Cancom SE,MDAX,low
DE0005439004,0.3887328438929676,0.24021448753297084,0.0,0.29860327208905557,0.5975664711426458,0.008483330657777283,0.21120857969129325,1.5459266396134717,1.0,0.0,7.626651807125265,768.4,468.97222222222223,0.0,523.3482142857142,502.94444444444446,0.0,17.394444444444446,2054.5,4.833333333333333,415.625,2399.4513888888887,8.0,1.0,0,16,2006,2021,Continental,Continental AG,DAX,high
DE0005470306,0.7253654616647294,0.2154255319148936,0.0,0.0,0.2646408637250495,0.010047139398888861,0.0,0.36486486486486486,0.0,0.0,7.377248986573255,1233.3333333333333,348.0,0.0,0.0,0.0,0.0,16.851,1598.1843333333334,0.0,0.0,1598.1843333333334,3.0,0.0,0,11,2011,2021,CTS Eventim,CTS Eventim AG & Co. KGaA,MDAX,high
DE0005470405,0.29769735763707195,0.38523208093563466,0.12836485415886353,0.17002212681268108,0.6715479149598523,0.018217004382544602,0.12519301634395544,2.3206980979656984,1.0,0.0,7.520873098044591,611.3,752.3,230.3,301.75,301.75,0.0,41.5,1845.4,0.0,297.525,2643.6,5.0,0.0,0,16,2006,2021,Lanxess,Lanxess AG,MDAX,high
DE0005471601,0.3406018316615787,0.56694286960314,0.0,0.0,0.6205308775731311,0.04093567251461988,0.02006105538595726,1.7225563909774435,0.0,0.0,6.605839046502531,261.6,253.8,0.0,0.0,0.0,0.0,35.333333333333336,738.4,160.0,7.666666666666667,923.4,5.0,0.0,0,3,2006,2008,Techem,Techem AG,MDAX,low
DE0005493365,0.9539363921884974,0.0,0.0,0.0,0.0,0.04606360781150257,0.0,0.0,0.0,0.0,6.392818500196091,569.4255,0.0,0.0,0.0,0.0,0.0,27.49675,596.9222500000001,0.0,0.0,596.9222500000001,2.0,0.0,0,2,2020,2021,Hypoport,Hypoport SE,MDAX,very_low
DE0005501357,0.45089285714285715,0.4163265306122449,0.0,0.12060301507537688,0.5491071428571429,0.0,0.03881424885864202,1.2178217821782178,0.0,1.0,8.407601514786142,2050.0,2140.0,0.0,480.0,0.0,0.0,0.0,4480.0,0.0,200.0,4770.75,4.0,0.0,1,13,2006,2018,Axel Springer,Axel Springer SE,MDAX,high
DE0005545503,0.46673193299323806,0.42106159898060214,0.09640102827763496,0.0,0.5174626272582371,0.015805439748524847,0.0006667599042760543,1.1114285714285714,0.0,0.0,6.765587440041633,408.33333333333337,374.41666666666663,75.0,0.0,0.0,0.0,13.75,871.5,317.8333333333333,0.5833333333333333,1189.9166666666665,2.5,0.0,0,2,2017,2018,1&1 Drillisch,1&1 Drillisch AG,MDAX,very_low
DE0005552004,0.3405383100775885,0.18072972169449214,0.1021410612717982,0.33846103743225603,0.6221729016088788,0.025046615215962312,0.1307301004909938,1.7861539360167313,0.0,1.0,7.8608973894851095,927.2313333333334,493.40602083333334,271.80757142857146,874.8706875,0.0,840.5181041666667,65.12018749999999,2592.9283333333333,0.0,366.9792142857143,3123.2464285714286,8.0,1.0,0,16,2006,2021,Deutsche Post,Deutsche Post AG,DAX,high
DE0005557508,0.3847455351599512,0.36805223538286524,0.14091230419030254,0.09593367225364262,0.5936429255796785,0.02145350614792889,0.17960428702498693,1.5521620062148933,1.0,0.0,7.685814841001958,793.2464285714286,797.6081111111112,325.33557142857137,220.3990396825397,220.3990396825397,0.0,50.66384642857143,2176.7435714285716,0.0,344.4135476190476,2703.186714285714,8.0,1.0,0,16,2006,2021,Deutsche Telekom,Deutsche Telekom AG,DAX,high
DE0005565204,0.28458454667131117,0.3781789721020478,0.0,0.27411421604081865,0.7010122126260943,0.01368877639249914,0.07752685235403134,2.4673008210180623,1.0,0.0,7.730016892291764,581.25,905.54925,0.0,730.1454166666667,590.6250416666667,0.0,27.2739825,2276.4364166666664,0.0,162.8168,2811.4376666666667,2.0,0.0,1,14,2008,2021,Dürr,Dürr AG,MDAX,high
DE0005664809,0.3142857142857143,0.22327435833540993,0.0,0.38250685272863194,0.6417233560090703,0.04551806747853863,0.0,2.041847041847042,1.0,0.0,7.006242225696791,371.25,325.25,0.0,401.25,401.25,0.0,54.75,1102.5,0.0,0.0,1102.5,4.0,0.0,0,5,2017,2021,Evotec,Evotec AG,MDAX,low
DE0005772206,0.37774274076993825,0.4359479700433583,0.1811248808388942,0.0,0.6198064883323847,0.0,0.020607010863478555,1.6428571428571428,0.0,0.0,7.532088143541722,708.1666666666666,837.2,342.1666666666667,0.0,0.0,0.0,0.0,1866.0,0.0,34.8,1897.75,4.0,0.0,0,13,2006,2018,Fielmann,Fielmann AG,MDAX,high
DE0005773303,0.28100279006892737,0.40986550248608505,0.03494507751809109,0.24704332371901278,0.6854336972351147,0.03316167691823173,0.19362228932004188,2.4312661924887466,1.0,0.0,7.071155394155363,330.375,475.03499999999997,48.375,279.1468,244.51,0.0,37.915,1176.5100000000002,0.0,269.43,1515.035,4.5,0.0,0,16,2006,2021,Fraport,Fraport AG,MDAX,high
