isin,company_shortname,year,role,n_seat_holders,comp_per_seat,log_tc_seat,ratio_salary,ratio_sti,ratio_lti,ratio_equity,ratio_other,ratio_pension,vpi,ratio_stock,ratio_option,firm_size,index_score,ever_opted_out,sector
DE 0008063306,IKB,2006,Other,6,702.8433029006243,6.5551339692421235,0.522100535591578,0.36044128092198874,0.0,0.0,0.11745818348643339,0.0,0.6903675754968964,0.0,0.0,,0.0,0,Financials
DE 0008063306,IKB,2007,Other,6,707.5768746375919,6.5618462803462565,0.5778076615758545,0.3395190295208913,0.0,0.0,0.08267330890325396,0.1382653063434864,0.5875986978000971,0.0,0.0,,0.0,0,Financials
DE 0008063306,IKB,2008,Other,5,1006.0592395905487,6.913796235198867,0.46468587316120424,0.5013555476679644,0.0,0.0,0.03395857917083141,0.17056649673019122,1.0789128239627785,0.0,0.0,,0.0,0,Financials
DE0003304101,Gerry Weber,2008,Other,2,1361.8302752293578,7.2165848645753945,0.38368493561349915,0.6163150643865009,0.0,0.0,0.0,0.0,1.606305088316887,0.0,0.0,,0.0,0,Consumer Discretionary
DE0003304101,Gerry Weber,2009,Other,2,1488.2536764705883,7.305358682361769,0.3506750163659046,0.6493249836340953,0.0,0.0,0.0,0.0,1.8516431263428548,0.0,0.0,,0.0,0,Consumer Discretionary
DE0003304101,Gerry Weber,2010,Other,1,948.0,6.854354502255021,0.6962025316455697,0.3037974683544304,0.0,0.0,0.0,0.0,0.43636363636363634,0.0,0.0,,0.0,0,Consumer Discretionary
DE0003304101,Gerry Weber,2011,Other,1,960.0,6.866933284461882,0.6875,0.3125,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.0,,0.0,0,Consumer Discretionary
DE0003304101,Gerry Weber,2012,Other,1,960.0,6.866933284461882,0.6875,0.3125,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.0,,0.0,0,Consumer Discretionary
DE0003304101,Gerry Weber,2013,Other,3,945.993724412842,6.852235935216811,0.5826794974383489,0.41732050256165115,0.0,0.0,0.0,0.0,0.7162093473278699,0.0,0.0,,0.0,0,Consumer Discretionary
DE0005085906,AWD,2006,Other,3,1022.7166242848061,6.930217722969581,0.5181806347737679,0.4175597477083289,0.0,0.013269084024133066,0.05099053349377012,0.0,0.8314259600236841,0.0,1.0,-2.816121345496739,0.0,0,Consumer Discretionary
