company_shortname,year,n_exec,total_comp_sum,n_female,n_total,avg_male_comp,avg_female_comp,sti_esg_share,lti_esg_share,OPPL,TURN,ROE,ROA,STAF,EMPL,stipi1,stipi2,stipi3,ltipi1,ltipi2,stipi1_cat,stipi2_cat,ltipi1_cat,ltipi2_cat,stipi1weight_num,stipi2weight_num,ltipi1weight_num,ltipi2weight_num,female_pct,avg_comp,worker_avg_pay_eur,exec_avg_pay_eur,ceo_worker_ratio,comp_yoy_pct,oppl_yoy_pct
Henkel,2015,6,22075.979,1.0,6,3756.1716,3295.121,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,16.666666666666664,3679.329833333333,,3679329.833333333,,-19.91830251597374,
Henkel,2016,7,22480.017,1.0,7,3202.8365,3262.998,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,14.285714285714285,3211.431,,3211431.0,,-12.716958101835484,
Henkel,2017,7,24227.047,1.0,7,3396.3089999999997,3849.193,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,14.285714285714285,3461.006714285714,,3461006.714285714,,7.771479888115729,
Henkel,2018,6,21307.886,1.0,6,3601.1832000000004,3301.97,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,16.666666666666664,3551.3143333333333,,3551314.333333333,,2.6092876004794707,
Henkel,2019,7,19982.139,2.0,7,3375.6066,1552.0529999999999,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,28.57142857142857,2854.5912857142857,,2854591.285714286,,-19.618737803056973,
Henkel,2020,6,17261.266,1.0,6,3004.35,2239.516,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,16.666666666666664,2876.8776666666668,,2876877.666666667,,0.7807205558257202,
Henkel,2021,7,22988.17,1.0,7,3318.7281666666663,3075.801,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,14.285714285714285,3284.0242857142853,,3284024.2857142854,,14.152378593121217,
Henkel,2022,6,24846.007999999998,1.0,6,4193.3654,3879.181,0.0,,,,,,,,Organisches Umsatzwachstum,Bereinigtes Ergebnis je Vorzugsaktie (EPS),Individueller Multiplikator,Kriterien des STI,Aktienkurs,Financial,Financial,Financial,Financial,50.0,50.0,,,16.666666666666664,4141.001333333333,,4141001.3333333326,,26.095332222327094,
Henkel,2023,5,27655.914,1.0,5,5586.9425,5308.144,0.0,0.0,,,,,,,Organisches Umsatzwachstum,Bereinigtes Ergebnis je Vorzugsaktie (EPS),Individueller Multiplikator,bereinigter ROCE,relativer TSR,Financial,Financial,Financial,Financial,50.0,50.0,60.0,20.0,20.0,5531.1828000000005,,5531182.800000001,,33.571142696243214,
Henkel,2024,5,28852.913,1.0,5,5860.842750000001,5409.542,0.0,0.0,,,,,,,Organisches Umsatzwachstum,Bereinigtes Ergebnis je Vorzugsaktie (EPS),Individueller Multiplikator,bereinigter ROCE,relativer TSR,Financial,Financial,Financial,Financial,50.0,50.0,60.0,20.0,20.0,5770.5826,,5770582.6,,4.328184561175585,
Infineon,2006,5,6828.157,0.0,5,1365.6314,,,,107609921.69,10038106695.0,-5.04,-2.4,2763675988.9,41651.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1365.6314,66353.17252646995,1365631.4,20.581252530995638,,
Infineon,2007,6,6465.706,0.0,6,1077.6176666666668,,,,-516115848.1,10892313035.0,-6.19,-3.45,3207291341.5,43079.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1077.6176666666668,74451.38795004526,1077617.6666666667,14.47411117962928,-21.09015165683311,-579.6173438233826
Infineon,2008,6,4920.006,0.0,6,820.0010000000001,,,,111563399.79,6180326288.5,-140.57,-44.08,2480140195.4,29119.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,820.0010000000001,85172.57444967204,820001.0000000001,9.627523945334467,-23.906128735206956,-121.61596087403694
Infineon,2009,4,3605.108,0.0,4,901.277,,,,-322146086.7,4432437292.8,-26.7,-13.53,1700052757.5,26464.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,901.277,64240.203956318015,901277.0,14.029796677059888,9.91169522963995,-388.75606812483994
Infineon,2010,4,7191.593,0.0,4,1797.89825,,,,474950474.74,4497016707.7,25.11,13.2,1882059496.2,26654.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1797.89825,70610.77122383133,1797898.25,25.462096204852163,99.48342740356182,-247.4332591170973
Infineon,2011,4,8248.662,0.0,4,2062.1655,,,,991120166.54,5397148917.8,33.35,19.05,1760791140.6,25720.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2062.1655,68459.99769051322,2062165.5,30.122196458761533,14.69867663534352,108.67863477398659
Infineon,2012,4,7063.0,0.0,4,1765.75,,,,588314992.19,5047871933.0,11.72,7.24,1649867978.1,26342.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1765.75,62632.601097107276,1765750.0,28.192186961265325,-14.37399180618627,-40.64140635501269
Infineon,2013,3,4530.974,0.0,3,1510.3246666666666,,,,438912495.97,5189971452.4,7.2,4.61,1846133483.1,26375.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1510.3246666666666,69995.58229763033,1510324.6666666667,21.57742841890463,-14.46554344235217,-25.394983674281335
Infineon,2014,3,5279.927,0.0,3,1759.9756666666665,,,,,5435856285.1,,,,28610.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1759.9756666666665,,1759975.6666666665,,16.52962475617825,
Infineon,2015,3,6589.069,0.0,3,2196.3563333333336,,,,,6492138816.1,,,,33971.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2196.3563333333336,,2196356.3333333335,,24.794698866101772,
Infineon,2016,5,6279.883,0.0,5,1255.9766,,,,,7224515000.0,,,,35996.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1255.9766,,1255976.5999999999,,-42.8154447919729,
Infineon,2017,4,7426.159,0.0,4,1856.53975,,,,,8338577290.8,,,,36962.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1856.53975,,1856539.75,,47.816428267851485,
Infineon,2018,4,7978.484,0.0,4,1994.621,,,,1700514816.6,8796604555.3,16.68,9.88,2716887865.7,39096.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1994.621,69492.73239461838,1994621.0,28.702584159066202,7.437559578242281,
Infineon,2019,5,6847.75,0.0,5,1369.55,,,,1243523765.8,8742777859.6,10.08,6.49,2779961623.6,41424.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1369.55,67109.92718230977,1369550.0,20.407562003151966,-31.337833102128176,-26.873688270103134
Infineon,2020,4,7236.799999999999,0.0,4,1809.1999999999998,,,,675551651.84,10030244370.0,3.6,1.67,3414053062.0,43800.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1809.1999999999998,77946.41694063928,1809199.9999999998,23.210816750920195,32.10178525793144,-45.674407645486745
Infineon,2021,5,12636.37,1.0,5,2882.5955,1105.988,,,1702113840.6,12806380324.0,10.25,5.01,4221705484.9,50288.0,,,,,,Financial,Financial,Financial,Financial,,,,,20.0,2527.2740000000003,83950.55450405664,2527274.0000000005,30.104315747883216,39.69013928808316,151.95909683056098
Infineon,2022,7,16155.829000000002,1.0,7,2283.2966666666666,2456.049,0.0,20.0,2773307160.4,13859712199.0,14.58,8.1,4064917700.9,56194.0,ROCE,Free Cashflow,Segmentergebnis-Marge,Relativer TSR i.V.z Peer Group,ESG-Ziele,Financial,Financial,Financial,Governance,33.33333333333333,33.33333333333333,80.0,20.0,14.285714285714285,2307.9755714285716,72337.21929209524,2307975.5714285714,31.905782307017418,-8.677271580819045,62.933118470054936
Infineon,2023,5,13483.365,1.0,5,2815.71575,2220.502,0.0,25.0,4182509169.1,17277746210.0,18.41,11.03,4611565960.8,58590.0,ROCE,FCF,Segmentergebnis-Marge,Relativer TSR i.V.z Peer Group,ESG-Ziele,Financial,Financial,Financial,Governance,33.33,33.33,75.0,25.0,20.0,2696.673,78709.09644649258,2696673.0,34.26126231589041,16.84148798554377,50.813051969935685
Infineon,2024,6,11863.498,2.0,6,2474.61225,982.5245,0.0,20.0,2451924387.2,16743620644.0,7.56,4.54,5163596015.5,58065.0,ROCE,FCF,Segmentergebnis-Marge,Relativer TSR i.V.z Peer Group,ESG-Ziele,Financial,Financial,Financial,Governance,33.33,33.33,80.0,20.0,33.33333333333333,1977.2496666666666,88927.8569792474,1977249.6666666665,22.23431142761133,-26.678182090796078,-41.37671220628526
MTU,2006,5,6938.4846,0.0,5,1387.6969199999999,,,,228631640.05,3182141524.7,15.85,2.98,691162930.3,7077.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1387.6969199999999,97663.26555037445,1387696.92,14.208995697407124,,
MTU,2007,5,6308.9425,0.0,5,1261.7885,,,,357572920.99,3791980597.7,27.42,4.99,693211562.35,7130.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1261.7885,97224.62305049089,1261788.5,12.978075516371254,-9.073193013932734,56.396954031297476
MTU,2008,4,5794.9173,0.0,4,1448.729325,,,,344167240.38,3791406441.5,29.11,5.62,700303094.86,7537.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1448.729325,92915.36352129494,1448729.325,15.591924414824797,14.815543571684152,-3.7490760130504786
MTU,2009,4,5753.285,0.0,4,1438.32125,,,,375276402.95,3761119511.8,19.3,4.48,743349803.92,7665.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1438.32125,96979.75263144162,1438321.25,14.831149915035818,-0.7184278540092404,9.038966792903324
MTU,2010,4,6106.773999999999,0.0,4,1526.6934999999999,,,,358556163.24,3619518852.9,17.36,4.15,720588262.44,7907.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1526.6934999999999,91132.9533881371,1526693.4999999998,16.75237598739702,6.144124617501134,-4.45544659311492
MTU,2011,4,5917.586,0.0,4,1479.3965,,,,372643169.4,3793843878.5,17.46,4.23,706081172.03,8202.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1479.3965,86086.46330529139,1479396.5,17.185007296136273,-3.0980023167714976,3.928814396245861
MTU,2012,4,6012.6720000000005,0.0,4,1503.1680000000001,,,,396083865.86,4457724680.8,15.96,4.08,771321212.46,8541.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1503.1680000000001,90308.06842992624,1503168.0000000002,16.644891493459085,1.6068376530565143,6.290386725118924
MTU,2013,5,5951.0956,0.0,5,1190.21912,,,,431796199.07,5160178339.4,14.13,3.87,820426569.24,8695.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1190.21912,94356.13217251294,1190219.1199999999,12.614115188866599,-20.819288329714315,9.016356455837782
MTU,2014,4,5708.5830000000005,0.0,4,1427.1457500000001,,,,409637542.2,4751868335.6,16.46,4.07,739751495.15,8333.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1427.1457500000001,88773.73036721468,1427145.7500000002,16.076216963020222,19.906135434960937,-5.131739676663482
MTU,2015,4,5534.374,0.0,4,1383.5935,,,,419693825.66,4828710830.0,16.73,4.19,708525918.91,8334.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1383.5935,85016.30896448284,1383593.5,16.274448007123222,-3.0517030233247144,2.454922321326247
MTU,2016,3,7443.963,0.0,3,2481.321,,,,477612510.54,4988736986.6,20.81,5.34,699922107.7,8368.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2481.321,83642.69929493309,2481321.0,29.66572122751081,79.33887373712005,13.800223243436683
MTU,2017,3,6555.242,0.0,3,2185.0806666666667,,,,672207411.17,6040032444.0,19.01,6.25,848624378.49,8846.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2185.0806666666667,95933.1198835632,2185080.6666666665,22.777125035845412,-11.938815386374158,40.74325867427264
MTU,2018,4,6175.34,0.0,4,1543.835,,,,710014857.78,5229332135.1,20.85,6.53,892184449.58,9731.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1543.835,91684.76514027336,1543835.0,16.838511803329652,-29.346544338103765,5.624372177657921
MTU,2019,4,7904.811,0.0,4,1976.20275,,,,790199457.1,5199543882.9,19.75,6.16,973538313.22,10660.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1976.20275,91326.29579924954,1976202.75,21.638923737189824,28.00608549488772,11.293369207894166
MTU,2020,4,4944.244000000001,0.0,4,1236.0610000000001,,,,320272917.15,4880173913.8,5.28,1.72,942412261.96,10313.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1236.0610000000001,91381.00086880637,1236061.0000000002,13.526455042603276,-37.45272341109735,-59.46935748027611
MTU,2021,4,9464.766,0.0,4,2366.1915,,,,399807908.54,4743330087.7,8.04,2.67,969505863.19,10508.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2366.1915,92263.59565949753,2366191.5,25.645992691771127,91.42999415077409,24.833505154839486
MTU,2022,4,9777.674,0.0,4,2444.4185,,0.0,,537566142.08,5684975272.4,10.65,3.59,1017535911.8,11273.0,EBIT bereinigt,Free Cashflow,ESG-Ziele,EBIT (bereinigt),relativer TSR vgl. STOXX Europe Aerospace & Defense,Financial,Financial,Financial,Financial,50.0,50.0,,,0.0,2444.4185,90263.0987137408,2444418.5,27.08103903846905,3.3060299641850754,34.45610519388151
MTU,2023,4,7848.405000000001,1.0,4,2069.907,1638.684,0.0,0.0,-176800079.4,5926117659.6,-3.48,-1.0,1174615527.2,12170.0,EBIT bereinigt,FCF,ESG-Multiplikator,EBIT bereinigt,relativer TSR vgl. STOXX Europe Aerospace & Defense,Financial,Financial,Financial,Financial,50.0,50.0,50.0,50.0,25.0,1962.1012500000002,96517.2988660641,1962101.2500000002,20.329011203709552,-19.731369648855136,-132.8889908720644
MTU,2024,4,14091.84,1.0,4,3696.3830000000003,3002.6910000000003,20.0,0.0,989032362.94,7699284497.6,18.41,5.07,1198890070.2,12892.0,EBIT bereinigt,FCF,ESG,relativer TSR vgl. STOXX Europe Aerospace & Defense,EPS(bereinigt),Financial,Financial,Financial,Financial,50.0,30.0,40.0,40.0,25.0,3522.96,92994.88599131245,3522960.0,37.883373504314136,79.55036724022268,-659.4071938748236
Mercedes-Benz,2022,8,34919.0,3.0,8,4727.4,3760.6666666666665,,0.0,20782691029.0,160008055430.0,16.76,5.58,17599958156.0,168797.0,EBIT,FCF Industriegeschäft,Nicht-finanzieller Faktor,Relative Umsatzrendite im Vergleich zur Wettbewerbsgruppe,Relative Aktienperformance,Financial,Financial,Financial,Financial,,,50.0,50.0,37.5,4364.875,104267.0080392424,4364875.0,41.86247483343165,,
Mercedes-Benz,2023,8,44355.0,3.0,8,5960.2,4851.333333333333,0.0,0.0,21639224711.0,169305965982.0,15.37,5.42,18379473248.0,166056.0,EBIT,FCF Industriegeschäft,Nicht-finanzieller Faktor,Relative Umsatzrendite im Vergleich zur Wettbewerbsgruppe,Relative Aktienperformance,Financial,Financial,Financial,Financial,50.0,50.0,40.0,40.0,37.5,5544.375,110682.3797273209,5544375.0,50.092661665381804,27.02253787336406,4.1213800503736575
Mercedes-Benz,2024,8,41280.0,3.0,8,5564.0,4486.666666666667,0.0,0.0,14275518592.0,151257539758.0,10.9,3.85,17974000957.0,175264.0,EBIT,FCF Industriegeschäft,Nicht-finanzieller Faktor,Relative Umsatzrendite im Vergleich zur Wettbewerbsgruppe,Relative Aktienperformance,Financial,Financial,Financial,Financial,50.0,50.0,40.0,40.0,37.5,5160.0,102553.8670634015,5160000.0,50.315021244493416,-6.932702062901585,-34.02943597723611
Munich RE,2006,11,25580.125,0.0,11,2325.465909090909,,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2325.465909090909,,2325465.909090909,,,
Munich RE,2007,10,20744.219,0.0,10,2074.4219000000003,,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2074.4219000000003,,2074421.9000000004,,-10.795428482073465,
Munich RE,2008,8,10626.405,0.0,8,1328.300625,,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1328.300625,,1328300.625,,-35.967672487453015,
Munich RE,2009,9,17738.6,0.0,9,1970.9555555555553,,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1970.9555555555553,,1970955.5555555553,,48.38173817433498,
Munich RE,2010,9,21320.461000000003,0.0,9,2368.9401111111115,,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2368.9401111111115,,2368940.1111111115,,20.192467274756787,
Munich RE,2011,9,19417.032,0.0,9,2157.448,,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2157.448,,2157448.0,,-8.927710334218409,
Munich RE,2012,9,23579.481,0.0,9,2619.9423333333334,,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2619.9423333333334,,2619942.3333333335,,21.437102230660177,
Munich RE,2013,9,24732.355,0.0,9,2748.0394444444446,,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2748.0394444444446,,2748039.4444444445,,4.889310328755747,
Munich RE,2014,10,22641.056099999998,2.0,10,2707.0460000000003,492.34405000000004,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,20.0,2264.1056099999996,,2264105.6099999994,,-17.61014877070948,
Munich RE,2015,10,21461.8665,2.0,10,2408.30725,1097.70425,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,20.0,2146.18665,,2146186.65,,-5.208191679715835,
Munich RE,2016,10,22637.814,2.0,10,2475.467,1417.039,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,20.0,2263.7814,,2263781.4,,5.4792415189051535,
Munich RE,2017,11,18650.3674,2.0,11,1815.346711111111,1156.1235,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,18.181818181818183,1695.4879454545453,,1695487.9454545453,,-25.103724880213907,
Munich RE,2018,8,19333.2,1.0,8,2451.3427142857145,2173.801,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,12.5,2416.65,,2416650.0,,42.53418943371594,
Munich RE,2019,9,22290.502,1.0,9,2474.849125,2491.709,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,11.11111111111111,2476.7224444444446,,2476722.4444444445,,2.4857734651043684,
Munich RE,2020,10,12829.573,1.0,10,1297.5171111111113,1151.919,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,10.0,1282.9573,,1282957.3,,-48.199391382033475,
Munich RE,2021,9,17546.063,1.0,9,1995.584,1581.391,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,11.11111111111111,1949.5625555555553,,1949562.5555555553,,51.9584911793678,
Munich RE,2022,10,27242.461,2.0,10,3153.116,1008.7665000000001,0.0,,,,,,,,IFRS-Konzernergebnis,Gesamtleistung,,,,Financial,Financial,Financial,Financial,100.0,,,,20.0,2724.2461,,2724246.0999999996,,39.736275311447365,
Munich RE,2023,10,34662.950000000004,2.0,10,3752.42875,2321.76,0.0,,,,,,,,IFRS-Konzernergebnis,Gesamtleistung,,,,Financial,Financial,Financial,Financial,100.0,,,,20.0,3466.2950000000005,,3466295.0000000005,,27.23868816403925,
Munich RE,2024,10,38921.853,2.0,10,4245.3189999999995,2479.6504999999997,0.0,,,,,,,,IFRS-Konzernergebnis,Gesamtleistung,,,,Financial,Financial,Financial,Financial,100.0,,,,20.0,3892.1853,,3892185.3000000003,,12.28661438221501,
Porsche,2022,7,18536.572,1.0,7,2759.474083333333,1979.7275,0.0,,7219811936.0,40136138743.0,29.07,10.38,,,Kapitalrendite (ROI) VW AG,Operative Umsatzrendite (ROS) VW AG,Kapitalrendite (ROI) Porsche AG,,,Financial,Financial,Financial,Financial,25.0,25.0,,,14.285714285714285,2648.0817142857145,,2648081.7142857146,,,
Porsche AG,2023,8,25091.16576712329,1.0,8,3099.192966731898,3396.815,0.0,,5727114.43,278440927.75,14.77,1.47,144466655.66,1604.0,ROI Porsche AG Konzernbereich Automobile,ROS Porsche AG Konzern,ESG-Ziele,EPS Porsche AG Konzern,Aktienkursentwicklung,Financial,Financial,Financial,Financial,50.0,50.0,,,12.5,3136.395720890411,90066.49355361596,3136395.720890411,34.82311342589724,,
Porsche AG,2024,8,29643.762,1.0,8,3729.1332857142856,3539.829,0.0,,28970238.11,2164660105.4,25.12,4.48,12230844.09,159.0,ROS Porsche AG Konzern,Netto-Cashflow-Marge Porsche AG Konzern Segment Automobile,ESG-Ziele,EPS Porsche AG Konzern,Aktienkursentwicklung,Financial,Financial,Financial,Financial,50.0,50.0,,,12.5,3705.47025,76923.54773584906,3705470.25,48.17081841732478,18.1442196633284,405.84353541544306
Porsche Automobil Holding,2020,4,2947.878,0.0,4,736.9695,,,,-58900766.37,131299625.04,6.36,6.31,98167943.95,916.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,736.9695,107170.24448689957,736969.5,6.876624230245987,,
Porsche Automobil Holding,2021,3,2440.0,0.0,3,813.3333333333334,,,,-47569212.91,0.0,9.89,9.81,16989004.61,882.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,813.3333333333334,19261.90998866213,813333.3333333334,42.224957639822556,10.36187160165154,-19.238380344354088
Porsche Automobil Holding,2022,4,4397.0,0.0,4,1099.25,,0.0,,146124129.89,,9.6,8.41,17065591.81,38.0,Individuelle ZIele,Ermessens-Multiplikator (Modifier),,,,Financial,Financial,Financial,Financial,100.0,,,,0.0,1099.25,449094.52131578943,1099250.0,2.4477029841721034,35.15368852459015,-407.18214776112427
Porsche SE,2023,4,5121.0,0.0,4,1280.25,,0.0,,5727114.43,278440927.75,14.77,1.47,144466655.66,1604.0,Individuelle ZIele,Ermessens-Multiplikator (Modifier),,,,Financial,Financial,Financial,Financial,100.0,,,,0.0,1280.25,90066.49355361596,1280250.0,14.21449808343961,,
Porsche SE,2024,4,5480.0,0.0,4,1370.0,,0.0,,28970238.11,2164660105.4,25.12,4.48,12230844.09,159.0,Individuelle ZIele,Multiplikator,Sonderanpassungsfaktor,,,Financial,Financial,Financial,Financial,100.0,,,,0.0,1370.0,76923.54773584906,1370000.0,17.80989099338605,7.010349541105243,405.84353541544306
Qiagen,2017,2,1770.0,0.0,2,885.0,,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,885.0,,885000.0,,,
Qiagen,2018,2,1898.0,0.0,2,949.0,,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,949.0,,949000.0,,7.2316384180791005,
Qiagen,2019,3,3389.408,0.0,3,1129.8026666666667,,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1129.8026666666667,,1129802.6666666667,,19.051914295749928,
Qiagen,2020,2,12767.333999999999,0.0,2,6383.6669999999995,,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,6383.6669999999995,,6383666.999999999,,465.02495421029266,
Qiagen,2021,2,14976.82,0.0,2,7488.41,,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,7488.41,,7488410.0,,17.305774251695773,
Qiagen,2022,2,11695.873648264085,0.0,2,5847.936824132043,,0.0,0.0,,,,,,,Net Sales,Adjusted operating income,Adjusted Free Cash Flow,Cumulated Net Sales,Adjusted average operating income margin (% of sales),Financial,Financial,Financial,Financial,20.0,20.0,50.0,50.0,0.0,5847.936824132043,,5847936.824132043,,-21.906829031369234,
Qiagen,2023,2,10497.53199556131,0.0,2,5248.765997780655,,0.0,0.0,,,,,,,Net Sales,Adjusted operating income,Adjusted Free Cash Flow,Cumulated Net Sales,Adjusted average operating income margin (% of sales),Financial,Financial,Financial,Financial,20.0,20.0,50.0,50.0,0.0,5248.765997780655,,5248765.9977806555,,-10.245849850478116,
Qiagen,2024,2,11030.747731263285,0.0,2,5515.373865631643,,0.0,0.0,,,,,,,Net Sales,Adjusted operating income,Adjusted Free Cash Flow,Cumulated Net Sales,Adjusted average operating income margin (% of sales),Financial,Financial,Financial,Financial,20.0,20.0,50.0,50.0,0.0,5515.373865631643,,5515373.865631643,,5.079439014117182,
RWE,2006,5,18038.0,0.0,5,3607.6,,,,6006848561.5,54219677358.0,28.63,4.12,6084551711.1,,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,3607.6,,3607600.0,,,
RWE,2007,8,16896.0,0.0,8,2112.0,,,,9369912071.2,60434092735.0,18.19,3.2,5816264350.9,63439.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2112.0,91682.78741625813,2112000.0,23.03594883531517,-41.45692427098348,55.987153251291446
RWE,2008,6,18260.0,0.0,6,3043.3333333333335,,,,8474057123.7,66105717421.0,19.47,2.74,6144352471.8,65908.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,3043.3333333333335,93226.20124719306,3043333.3333333335,32.64461377401629,44.09722222222223,-9.560974966388013
RWE,2009,6,20520.0,0.0,6,3420.0,,,,11033558427.0,66542772855.0,26.03,3.82,6641167821.9,70726.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,3420.0,93899.9494089868,3420000.0,36.42174486275799,12.37677984665937,30.20396565585639
RWE,2010,6,19434.0,0.0,6,3239.0,,,,9521390733.0,67810162982.0,18.99,3.55,6514706127.8,70856.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,3239.0,91942.9000762109,3239000.0,35.22838628447887,-5.292397660818715,-13.705167775244698
RWE,2011,6,17322.0,0.0,6,2887.0,,,,5412383255.6,63599061478.0,10.57,1.95,6689462450.7,72068.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2887.0,92821.535920242,2887000.0,31.102695849384446,-10.86755171349182,-43.15553885588028
RWE,2012,7,18891.0,0.0,7,2698.714285714286,,,,5181283615.0,66987255008.0,7.95,1.48,7016568949.5,70208.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2698.714285714286,99939.7354931062,2698714.285714286,27.003416332840324,-6.521846701964473,-4.269831415964309
RWE,2013,6,13160.0,0.0,6,2193.3333333333335,,,,-955716275.8,68608844164.0,-22.72,-3.39,7066508221.2,64896.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2193.3333333333335,108889.73467085799,2193333.3333333335,20.1427006867373,-18.72673054188061,-118.44555030790377
RWE,2014,4,9347.0,0.0,4,2336.75,,,,4250566198.1,56029528557.0,14.48,1.97,5888387906.6,59784.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2336.75,98494.37820487088,2336750.0,23.724704319057672,6.538753799392083,-544.7518898369691
RWE,2015,4,10383.0,0.0,4,2595.75,,,,438746074.56,50468862973.0,-1.97,-0.22,5229025796.8,59762.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2595.75,87497.50337672769,2595750.0,29.666560756868513,11.083770193645016,-89.6779380884335
RWE,2016,5,14616.0,0.0,5,2923.2,,,,-4393486965.0,45948199811.0,-71.53,-7.48,5035433597.1,58652.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2923.2,85852.7176754416,2923200.0,34.049009503122456,12.614851199075394,-1101.3735095877594
RWE,2017,3,6934.0,0.0,3,2311.3333333333335,,,,3597898721.7,50891078119.0,15.36,2.67,5641505195.6,59547.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2311.3333333333335,94740.37643542077,2311333.3333333335,24.396497251716543,-20.93139937967523,-181.89164439002724
RWE,2018,2,6580.0,0.0,2,3290.0,,,,2112526064.5,54368062396.0,2.35,0.42,2169776093.4,17748.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,3290.0,122254.68184584178,3290000.0,26.911034819497196,42.34208249206806,-41.28444884346728
RWE,2019,2,7271.0,0.0,2,3635.5,,,,817835093.5,41582645585.0,48.71,13.24,2837708030.5,19792.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,3635.5,143376.5173049717,3635500.0,25.356314048743712,10.501519756838906,-61.28639039094801
