isin,year,company_shortname,company_name,opting_out,index_listing,new_cnameshort,n_executives,days_bt,fy_begin,fy_end,salary_bt,one_year_bonus_bt,multi_year_bonus_bt,multi_year_bonus_grants_bt,multi_year_bonus_payout_bt,total_equity_grants_bt,stock_grants_bt,option_grants_bt,other_annual_bt,total_comp_bt,one_time_payment_bt,pension_bt,total_comp_pens_and_one_time_bt,fixed_pct,sti_pct,lti_grants_pct,equity_pct,lti_pct,variable_pct,pension_pct,onetime_pct,comp_per_exec,comp_yoy_pct,salary_yoy_pct,sti_yoy_pct,lti_yoy_pct,comp_3yr_mean,comp_volatility_3yr,lti_trend_3yr,lti_grant_payout_delta,lti_grant_payout_ratio,bonus_salary_ratio,equity_creep,has_onetime_payment,sector,peer_rank_total_comp,peer_pct_total_comp,peer_rank_per_exec,sector_rank,sector_pct,dax15_median_comp,comp_vs_median_pct,comp_above_own_3yr_mean_pct,ceo_comp,ceo_salary,ceo_sti,n_ceos,cfo_comp,board_avg_comp,board_median_comp,n_board_total,n_female,ceo_board_premium_ratio,ceo_board_premium_pct,cfo_ceo_ratio,ceo_peer_rank,ceo_peer_pct,ceo_comp_yoy_pct,female_exec_pct,revenue,ebit,employees,staff_costs,total_assets,profit_before_tax,ROE,ROA,rev_yoy_pct,ebit_yoy_pct,empl_yoy_pct,p4p_gap_vs_revenue,p4p_gap_vs_ebit,p4p_score_vs_ebit,schlechte_zeiten,schlechte_zeiten_score,revenue_per_comp_eur,exec_worker_pay_ratio,anomaly_score_pct,is_anomaly,crisis_GFC_2009,crisis_EuroDebt_2012,crisis_Dieselgate_2015,crisis_COVID_2020,is_energy_company,is_auto_company,dieselgate_era,energiewende_era
DE000A1EWWW0,2016,Adidas,Adidas AG,0,DAX,,6,1885,01jan2016,31dec2016,4720.307,6480.903,0.0,5406.132,0.0,0.0,0.0,0.0,131.509,11332.72,2540.625,2212.215,16085.56,41.65202175647153,57.18753309002606,47.7037463203891,0.0,0.0,58.34797824352847,19.52060052661674,22.41849264783741,1888.7866666666666,52.857802043918326,18.478984399942956,95.36079739507,,10993.269,56.7958861191247,20.58082786313773,5406.132,,1.3729833673953835,0.0,1,Consumer,15.0,6.666666666666667,15.0,1.0,100.0,25504.0,-55.56493099121707,3.087807639383691,1789.633,833.333,937.5,1,1495.518,1908.6172,1503.443,5,0,0.9376594740946482,-6.234052590535177,0.835656249074531,15.0,6.666666666666667,-38.74742575196108,0.0,,,,,,,,,,,,,,-1.0,0,0.0,,,6.400166228499832,0,24.69106463878327,-29.045357560740587,-47.911206131584,-49.85955764660231,0,0,0,0
DE000A1EWWW0,2017,Adidas,Adidas AG,0,DAX,,8,2055,01jan2017,31dec2017,5669.888,7552.994,19794.3,6636.908,19794.3,0.0,0.0,0.0,95.407,33112.59,3331.508,4899.944,41344.05,17.12305802717335,22.810036907411956,20.043457790526205,0.0,59.7787729682275,82.87694197282664,14.797827654073576,10.061151966668872,4139.07375,192.18572416860206,20.11693307236162,16.54230899613833,inf,17286.40233333333,120.56339883496207,19.926257656075833,-13157.392,0.3352938977382378,1.3321240207919451,0.0,1,Consumer,7.0,60.0,4.0,1.0,100.0,30672.0,7.957061815336452,91.55281337024687,8650.452,2000.0,2400.0,1,2058.886,3494.5915714285716,4326.623,7,0,2.4753828375038798,147.538283750388,0.23800906588464973,4.0,80.0,383.3645781006497,12.5,,,,,,,,,,,,,,-1.0,0,0.0,,,8.523945233514937,0,24.69106463878327,-29.045357560740587,-47.911206131584,-49.85955764660231,0,0,0,0
DE000A1EWWW0,2018,Adidas,Adidas AG,0,DAX,,6,2190,01jan2018,31dec2018,5981.69,4430.863,0.0,0.0,0.0,6836.2,6836.2,0.0,119.153,17367.91,0.0,3194.195,20562.1,34.44104673504181,25.51178005874052,0.0,39.36109756441621,39.36109756441621,65.55895326495819,18.391360848829827,0.0,2894.6516666666666,-47.54892323433473,5.4992620665522685,-41.33633629260132,-100.0,20604.406666666666,120.39274724147282,33.04662351088124,0.0,,0.7407376510651673,1.0,0,Consumer,13.0,20.0,10.0,1.0,100.0,24014.55,-27.67755381633218,-15.707788722218318,5990.738,2000.0,1685.714,1,2050.058,2275.4336,2050.058,5,0,2.6327896362258167,163.27896362258167,0.3422045831415094,6.0,66.66666666666666,-30.74653208872784,16.666666666666664,,,,,,,,,,,,,,-1.0,0,0.0,,,5.153443757051814,0,24.69106463878327,-29.045357560740587,-47.911206131584,-49.85955764660231,0,0,0,0
DE000A1EWWW0,2019,Adidas,Adidas AG,0,DAX,,7,2182,01jan2019,31dec2019,5976.133,3574.302,0.0,0.0,0.0,6698.966,6698.966,0.0,244.203,16493.6,9865.837,3321.349,29680.79,36.233041907163994,21.67084202357278,0.0,40.61554784886259,40.61554784886259,63.766958092836006,20.137198670999663,59.81615293204637,2356.2285714285713,-5.034054183836744,-0.09290016700965742,-19.33169678231983,,22324.699999999997,127.91654586042712,46.5851394605021,0.0,,0.5980961267093621,1.0,1,Consumer,13.0,20.0,15.0,1.0,100.0,25067.06,-34.202096296893224,-26.11949992609083,5512.131,2000.0,1200.0,1,1865.374,1830.2455,1940.9635,6,0,3.0116894154363445,201.16894154363445,0.33841249418781955,8.0,53.333333333333336,-7.989115865190566,14.285714285714285,,,,,,,,,,,,,,-1.0,0,0.0,,,9.040228459982211,0,24.69106463878327,-29.045357560740587,-47.911206131584,-49.85955764660231,0,0,0,0
DE000A1EWWW0,2020,Adidas,Adidas AG,0,DAX,,6,1975,01jan2020,31dec2020,5548.708,0.0,0.0,0.0,0.0,2482.105,2482.105,0.0,239.151,8269.964,6341.367,3105.564,17716.89,67.09470561177775,0.0,0.0,30.01349219899869,30.01349219899869,32.905294388222245,37.55232791823519,76.67949945126726,1378.3273333333334,-49.85955764660231,-7.152200260603303,-100.0,,14043.824666666667,25.239449553092395,36.6633792040925,0.0,,0.0,0.0,1,Consumer,15.0,6.666666666666667,14.0,1.0,100.0,22060.0,-62.511495920217584,-41.113163997063104,2602.846,2000.0,0.0,1,1116.438,1133.4236,1116.438,5,0,2.2964459183662664,129.64459183662663,0.4289297177013162,14.0,13.333333333333334,-52.779678131742514,16.666666666666664,,,,,,,,,,,,,,-1.0,0,0.0,,,10.98941720187894,0,24.69106463878327,-29.045357560740587,-47.911206131584,-49.85955764660231,0,0,0,0
DE000A1EWWW0,2021,Adidas,Adidas AG,0,DAX,,6,2189,01jan2021,31dec2021,6303.333,6529.833,0.0,0.0,0.0,14182.5,14182.5,0.0,294.726,27310.39,688.311,3513.85,31512.55,23.08034780902067,23.909702497840566,0.0,51.93078531650409,51.93078531650409,76.91965219097933,12.8663486680344,2.5203265130962977,4551.731666666667,230.2358994549432,13.600012831815977,inf,,17357.984666666667,150.45195353490084,40.85327512145512,0.0,,1.0359333704882798,1.0,1,Consumer,10.0,40.0,6.0,1.0,100.0,29840.0,-8.477245308310993,57.33618000277067,8989.636,2083.333,2187.5,1,3987.687,3664.1512000000002,3656.778,5,0,2.453402032099549,145.3402032099549,0.4435871485786521,3.0,86.66666666666667,245.37717559932477,16.666666666666664,,,,,,,,,,,,,,-1.0,0,0.0,,,7.21139566154584,0,24.69106463878327,-29.045357560740587,-47.911206131584,-49.85955764660231,0,0,0,0
DE0008404005,2006,Allianz,Allianz SE,0,DAX,,11,4012,01jan2006,31dec2006,8050.0,16848.0,3705.0,,,12325.0,8182.0,4143.0,267.0,41195.0,0.0,3546.0,44741.0,19.541206457094308,40.898167253307435,,29.91867945138973,38.912489379779096,80.4587935429057,8.607840757373468,0.0,3745.0,,,,,,,,,,2.0929192546583852,,0,Insurance,1.0,100.0,3.0,1.0,100.0,20235.44,103.57847420169763,,5300.0,1050.0,2224.0,1,3527.0,3589.5,3517.5,10,0,1.4765287644518734,47.652876445187346,0.6654716981132075,5.0,73.33333333333333,,0.0,,,,,,,,,,,,,,1.0,0,0.0,,,10.221817890588708,0,17.464606485005326,46.28111547819577,87.95487627365357,-12.202419004270334,0,0,0,0
DE0008404005,2007,Allianz,Allianz SE,0,DAX,,11,4014,01jan2007,31dec2007,8050.0,14505.0,3481.0,,,12328.0,7820.0,4508.0,459.0,38823.0,0.0,3668.0,42491.0,20.735131236638075,37.36187311645159,,31.754372408108594,40.72070679751694,79.26486876336193,9.448007624346392,0.0,3529.3636363636365,-5.757980337419588,0.0,-13.906695156695159,-6.045883940620778,40009.0,,39.81659808864802,,,1.801863354037267,1.0,0,Insurance,2.0,93.33333333333333,4.0,1.0,100.0,20430.39,90.02574106514855,-2.9643330250693594,5200.0,1050.0,2046.0,1,3572.0,3362.3,3396.0,10,0,1.546560390209083,54.656039020908295,0.686923076923077,6.0,66.66666666666666,-1.8867924528301883,0.0,,,,,,,,,,,,,,-1.0,0,0.0,,,9.174594463060536,0,17.464606485005326,46.28111547819577,87.95487627365357,-12.202419004270334,0,0,0,0
DE0008404005,2008,Allianz,Allianz SE,0,DAX,,11,4015,01jan2008,31dec2008,8300.0,7185.0,2373.0,,,7745.0,4848.0,2897.0,673.0,26276.0,3595.1,3635.0,33506.1,31.587760694169585,27.344344649109452,,29.475567057390773,38.50662201248287,68.41223930583041,13.833916882326077,13.682067285736032,2388.7272727272725,-32.31847100945316,3.105590062111796,-50.46535677352637,-31.82993392703246,35431.333333333336,18.78110306583698,39.37993939659297,,,0.8656626506024097,0.0,1,Insurance,2.0,93.33333333333333,8.0,1.0,100.0,16760.0,56.77804295942721,-25.839652285171322,3799.0,1200.0,1112.0,1,2444.0,2247.7,2324.5,10,0,1.6901721760021358,69.01721760021357,0.643327191366149,8.0,53.333333333333336,-26.942307692307686,0.0,,,,,,,,,,,,,,-1.0,0,0.0,,,5.65490630394975,0,17.464606485005326,46.28111547819577,87.95487627365357,-12.202419004270334,0,0,0,0
DE0008404005,2009,Allianz,Allianz SE,0,DAX,,12,3649,01jan2009,31dec2009,7620.0,12358.0,1653.0,,,8664.0,4998.0,3666.0,570.0,30865.0,1025.0,3704.0,35594.0,24.688158107889194,40.03887898914628,,28.070630163615746,33.42621091851612,75.3118418921108,12.000647983152438,3.320913656244938,2572.0833333333335,17.46460648500532,-8.192771084337346,71.99721642310368,-30.341340075853353,31988.0,24.910182015538357,37.551179909505315,,,1.6217847769028872,0.0,1,Insurance,3.0,86.66666666666667,8.0,1.0,100.0,17596.0,75.40918390543305,-3.5106915093159934,4821.0,1200.0,2081.0,1,2909.0,2367.6363636363635,2812.0,11,0,2.0362079557671633,103.62079557671633,0.6034017838622693,6.0,66.66666666666666,26.901816267438793,0.0,,,,,,,,,,,,,,-1.0,0,0.0,,,7.738308841666017,0,17.464606485005326,46.28111547819577,87.95487627365357,-12.202419004270334,0,0,0,0
DE0008404005,2010,Allianz,Allianz SE,0,DAX,,10,3648,01jan2010,31dec2010,7600.0,9921.0,9921.0,,,9921.0,9921.0,0.0,473.0,37836.0,0.0,3800.0,41636.0,20.08668992493921,26.22105930859499,,26.22105930859499,52.44211861718998,79.91331007506079,10.043344962469606,0.0,3783.6,22.585452778227765,-0.2624671916010457,-19.720019420618218,500.1814882032668,31659.0,30.3288056662901,41.45831718272965,,,1.3053947368421053,0.0,0,Insurance,2.0,93.33333333333333,5.0,1.0,100.0,19434.0,94.68971904908923,19.511039514829907,5856.0,1200.0,1544.0,1,3591.0,3553.3333333333335,3521.0,9,0,1.648030018761726,64.8030018761726,0.6132172131147541,7.0,60.0,21.468574984443055,0.0,,,,,,,,,,,,,,-1.0,0,0.0,,,7.95916498994336,0,17.464606485005326,46.28111547819577,87.95487627365357,-12.202419004270334,0,0,0,0
DE0008404005,2011,Allianz,Allianz SE,0,DAX,,10,3637,01jan2011,31dec2011,7780.0,6361.0,5730.0,,,6361.0,6361.0,0.0,483.0,26715.0,1927.5,3903.5,32546.0,29.122215983529852,23.810593299644395,,23.810593299644395,45.25921766797679,70.87778401647014,14.611641399962568,7.215047725996632,2671.5,-29.392641928322227,2.368421052631575,-35.88347948795484,-42.24372543090414,31805.333333333332,28.64596284804712,43.70918240122763,,,0.8176092544987147,0.0,1,Insurance,7.0,60.0,13.0,1.0,100.0,23943.37,11.575772332800275,-16.00465330762136,4417.0,1200.0,1062.0,1,2814.0,2477.5555555555557,2443.0,9,0,1.7828056327921786,78.28056327921786,0.6370839936608558,13.0,20.0,-24.573087431693985,0.0,,,,,,,,,,,,,,-1.0,0,0.0,,,5.249793454239865,0,17.464606485005326,46.28111547819577,87.95487627365357,-12.202419004270334,0,0,0,0
DE0008404005,2012,Allianz,Allianz SE,0,DAX,,12,4014,01jan2012,31dec2012,8144.0,10102.0,10151.0,,,10151.0,10151.0,0.0,531.0,39079.0,0.0,846.0,39925.0,20.83983725274444,25.850200875150335,,25.975587911666114,51.95117582333223,79.16016274725555,2.1648455692315567,0.0,3256.5833333333335,46.28111547819578,4.678663239074554,58.811507624587335,77.15532286212914,34543.333333333336,38.70771740478951,49.884170702832996,,,1.2404223968565815,0.0,0,Insurance,3.0,86.66666666666667,8.0,1.0,100.0,27191.0,43.720348644772166,13.130367654154195,5797.0,1280.0,1498.0,1,3646.0,3025.6363636363635,3413.0,11,0,1.91596057929211,91.596057929211,0.6289460065551147,9.0,46.666666666666664,31.242925062259452,8.333333333333332,,,,,,,,,,,,,,-1.0,0,0.0,,,7.1355909101429065,0,17.464606485005326,46.28111547819577,87.95487627365357,-12.202419004270334,0,0,0,0
DE0008404005,2013,Allianz,Allianz SE,0,DAX,,11,4015,01jan2013,31dec2013,8430.0,10961.0,10961.0,,,10961.0,10961.0,0.0,351.0,41664.0,413.0,4113.0,46190.0,20.233294930875577,26.30808371735791,,26.30808371735791,52.61616743471582,79.76670506912443,9.871831797235023,0.991263440860215,3787.6363636363635,6.61480590598531,3.5117878192534313,8.503266679865362,7.9795094079401,35819.333333333336,37.85161813942998,49.94218697534162,,,1.3002372479240807,1.0,1,Insurance,2.0,93.33333333333333,7.0,1.0,100.0,26944.13,54.63108291119438,16.317072716782363,6047.0,1280.0,1581.0,1,3648.0,3561.7,3534.5,10,0,1.6977847657017717,69.77847657017718,0.6032743509178105,7.0,60.0,4.312575470070734,9.090909090909092,,,,,,,,,,,,,,-1.0,0,0.0,,,7.53980157514052,0,17.464606485005326,46.28111547819577,87.95487627365357,-12.202419004270334,0,0,0,0
DE0008404005,2014,Allianz,Allianz SE,0,DAX,,11,4013,01jan2014,31dec2014,8780.0,10607.0,0.0,10607.0,0.0,10607.0,10607.0,0.0,234.0,30228.0,4468.5,4466.0,39162.5,29.045917692205904,35.08998279740638,35.08998279740638,35.08998279740638,35.08998279740638,70.9540823077941,14.77438136826783,14.782651845970623,2748.0,-27.448156682027648,4.151838671411623,-3.2296323328163457,-100.0,36990.333333333336,36.90010638789338,46.55244201848481,10607.0,,1.2080865603644646,1.0,1,Insurance,4.0,80.0,9.0,1.0,100.0,27469.24,10.043088196105893,-18.28135278586298,4396.0,1280.0,1546.0,1,2759.0,2583.2,2591.0,10,0,1.701765252400124,70.17652524001241,0.6276160145586898,12.0,26.666666666666668,-27.302794774268236,9.090909090909092,,,,,,,,,,,,,,-1.0,0,0.0,,,5.224847017269037,0,17.464606485005326,46.28111547819577,87.95487627365357,-12.202419004270334,0,0,0,0
DE0008404005,2015,Allianz,Allianz SE,0,DAX,,11,3650,01jan2015,31dec2015,8004.0,9725.0,29176.0,9725.0,29176.0,9725.0,9725.0,0.0,185.0,56815.0,7584.8,3852.0,68251.8,14.087828918419431,17.11695854967878,17.11695854967878,17.11695854967878,68.46959429728065,85.91217108158057,6.779899674381766,13.349995599753587,5165.0,87.95487627365357,-8.838268792710702,-8.315263505232394,inf,42902.333333333336,59.29355288598645,52.05858150980095,-19451.0,0.33332190841787773,1.2150174912543728,0.0,1,Insurance,1.0,100.0,1.0,1.0,100.0,22075.98,157.36116811122315,32.428694631993594,7045.0,994.0,1260.0,1,5844.0,4977.0,5324.0,10,0,1.415511352220213,41.551135222021294,0.8295244854506743,2.0,93.33333333333333,60.25932666060054,9.090909090909092,,,,,,,,,,,,,,-1.0,0,0.0,,,10.691096792644704,0,17.464606485005326,46.28111547819577,87.95487627365357,-12.202419004270334,0,0,0,0
DE0008404005,2016,Allianz,Allianz SE,0,DAX,,10,3284,01jan2016,31dec2016,7125.0,8911.0,375.0,8911.0,375.0,8911.0,8911.0,0.0,182.0,25504.0,1290.0,4763.0,31557.0,27.936794228356337,34.93961731493099,34.93961731493099,34.93961731493099,36.409974905897116,72.06320577164367,18.675501882057716,5.058030112923463,2550.4,-55.11044618498636,-10.982008995502246,-8.37017994858612,-98.71469701124211,37515.666666666664,75.88450518837838,46.65651733352805,8536.0,23.762666666666668,1.2506666666666666,0.0,1,Insurance,8.0,53.333333333333336,10.0,1.0,100.0,25504.0,0.0,-32.01773481301145,4103.0,1125.0,1474.0,1,2673.0,2377.8888888888887,2673.0,9,0,1.7254801177515071,72.54801177515071,0.6514745308310992,11.0,33.33333333333333,-41.760113555713275,20.0,,,,,,,,,,,,,,-1.0,0,0.0,,,14.521689371173288,0,17.464606485005326,46.28111547819577,87.95487627365357,-12.202419004270334,0,0,0,0
