total_comp_bt,year_centered,log_n_exec,is_dax,sector,company_shortname,year,log_comp,log_comp_lag1,sector_Auto,sector_Banking,sector_Chemicals,sector_Consumer,sector_Energy,sector_Industrials,sector_Insurance,sector_Logistics,sector_Media,sector_Pharma,sector_Real Estate,sector_Tech,sector_Telecom,log_comp_pred,log_comp_resid,resid_std,pred_comp,pred_comp_low,pred_comp_high,actual_vs_expected_pct,benchmark_signal
26487.0,1,2.0794415416798357,1,Chemicals,BASF,2013,10.184409325569693,10.210641315177503,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.13333868972023,0.05107063584946303,0.31401942655800763,25168.253302651858,16838.00518321491,37619.71607764418,5.239722762998386,🟢 In Line
27523.0,2,2.1972245773362196,1,Chemicals,BASF,2014,10.22277729773385,10.184409325569693,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.183847614346762,0.03892968338708869,0.31401942655800763,26472.126132638445,17710.319094139115,39568.65250464214,3.969737308201682,🟢 In Line
22671.0,3,2.1972245773362196,1,Chemicals,BASF,2015,10.02884185368883,10.22277729773385,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.222963699240756,-0.19412184555192624,0.31401942655800763,27528.130806854748,18416.80483886419,41147.09323086038,-17.64424486694636,🟡 Below Market
21406.0,4,2.0794415416798357,1,Chemicals,BASF,2016,9.971426535544321,10.02884185368883,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.071631065883997,-0.10020453033967591,0.31401942655800763,23662.12780047267,15830.3806688195,35368.466732370376,-9.534762974391517,🟢 In Line
30672.0,5,2.302585092994046,1,Chemicals,BASF,2017,10.331105465285425,9.971426535544321,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.14837510023645,0.18273036504897533,0.31401942655800763,25549.552996557777,17093.10140086422,38189.65575731683,20.049067019420484,🟡 Above Market
27131.0,6,2.0794415416798357,1,Chemicals,BASF,2018,10.208432264538738,10.331105465285425,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.28587399737995,-0.07744173284121203,0.31401942655800763,29315.56836419131,19612.63207777452,43818.82784052574,-7.45190520290147,🟢 In Line
16571.0,7,1.9459101490553132,1,Chemicals,BASF,2019,9.715409458629793,10.208432264538738,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.17078570821498,-0.4553762495851874,0.31401942655800763,26128.598155274452,17480.49282078288,39055.171302043185,-36.57906979347496,🟡 Below Market
22060.0,8,1.791759469228055,1,Chemicals,BASF,2020,10.001521292807494,9.715409458629793,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.823533099954744,0.1779881928527498,0.31401942655800763,18463.167858216886,12352.184808250744,27597.430952700266,19.481121383957802,🟡 Above Market
33210.67,9,1.9459101490553132,1,Chemicals,BASF,2021,10.410626488813477,10.001521292807494,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.077956679274365,0.3326698095391123,0.31401942655800763,23812.279673608202,15930.83491916905,35592.90307953993,39.46867101854296,🟡 Above Market
29071.0,10,1.791759469228055,1,Chemicals,BASF,2022,10.277496392686066,10.410626488813477,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.274757570900594,0.0027388217854724672,0.31401942655800763,28991.488645291916,19395.817032209645,43334.41651229767,0.2742575784255078,🟢 In Line
30926.92876712329,11,2.0794415416798357,1,Chemicals,BASF,2023,10.339382564503307,10.277496392686066,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.333429583925392,0.005952980577914602,0.31401942655800763,30743.36826896235,20567.855386600462,45953.00165017642,0.5970734779450209,🟢 In Line
27845.180327868853,12,2.0794415416798357,1,Chemicals,BASF,2024,10.23441517213384,10.339382564503307,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.386728976293634,-0.15231380415979423,0.31401942655800763,32426.425664849936,21693.85045724835,48468.71621384854,-14.12812310654124,🟢 In Line
15184.33,-5,2.0794415416798357,1,Auto,BMW,2007,9.628019254017126,9.581823235497907,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.698039954762425,-0.07002070074529954,0.3239872453986063,16285.655273576358,10757.261357615722,24655.212778854555,-6.76254811412636,🟢 In Line
10920.48,-4,2.302585092994046,1,Auto,BMW,2008,9.298395204376813,9.628019254017126,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.83726970092092,-0.538874496544107,0.3239872453986063,18718.538977664884,12364.268592997125,28338.409087684322,-41.659549321502034,🔵 Significantly Underpaid
10716.5,-3,1.9459101490553132,1,Auto,BMW,2009,9.279539888777187,9.298395204376813,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.501981180294813,-0.22244129151762593,0.3239872453986063,13386.221093491593,8842.080743730192,20265.695412349774,-19.943799484901803,🟡 Below Market
18172.35,-2,1.9459101490553132,1,Auto,BMW,2010,9.80765648709443,9.279539888777187,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.506587162501813,0.3010693245926177,0.3239872453986063,13448.020002749756,8882.901147167337,20359.254144354454,35.13030168221229,🟡 Above Market
27249.09,-1,1.9459101490553132,1,Auto,BMW,2011,10.212775405038368,9.80765648709443,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.84105984153498,0.37171556350338797,0.3239872453986063,18789.619489957986,12411.219829243093,28446.019443274974,45.022042700562054,🔴 Significantly Overpaid
31375.79,0,2.0794415416798357,1,Auto,BMW,2012,10.35379185539996,10.212775405038368,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.158439327203245,0.19535252819671456,0.3239872453986063,25807.987788644583,17047.10465086728,39071.282035271724,21.57394934061938,🟡 Above Market
34495.96,1,2.1972245773362196,1,Auto,BMW,2013,10.448597494713265,10.35379185539996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3098120970078,0.13878539770546539,0.3239872453986063,30025.794173542883,19833.11754847466,45456.71216582381,14.887752179411082,🟢 In Line
35437.18,2,2.1972245773362196,1,Auto,BMW,2014,10.475516830446974,10.448597494713265,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.382964494124385,0.09255233632258886,0.3239872453986063,32304.586438305305,21338.341843105034,48906.62604541358,9.697055146263098,🟢 In Line
35472.91,3,2.1972245773362196,1,Auto,BMW,2015,10.47652458556402,10.475516830446974,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.415176158907606,0.061348426656413935,0.3239872453986063,33362.11183607051,22036.875424037116,50507.637074011756,6.326932102803334,🟢 In Line
37625.0,4,2.1972245773362196,1,Auto,BMW,2016,10.535424002051176,10.47652458556402,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.431761120947797,0.10366288110337862,0.3239872453986063,33920.03497296124,22405.403733164007,51352.28921868818,10.922645068002156,🟢 In Line
40262.73,5,2.0794415416798357,1,Auto,BMW,2017,10.60318150613478,10.535424002051176,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.432907615246815,0.17027389088796419,0.3239872453986063,33958.94640128335,22431.106131822668,51411.19808840785,18.562953998120587,🟡 Above Market
24014.55,6,2.1972245773362196,1,Auto,BMW,2018,10.08641517563479,10.60318150613478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.540099530409973,-0.45368435477518254,0.3239872453986063,37801.328648076786,24969.137876341032,57228.26533445803,-36.47167742813774,🟡 Below Market
25067.06,7,2.302585092994046,1,Auto,BMW,2019,10.129309912636073,10.08641517563479,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.28946744922216,-0.16015753658608745,0.3239872453986063,29421.101948699896,19433.696573740635,44541.255267174325,-14.799044428355607,🟢 In Line
18833.31,8,2.0794415416798357,1,Auto,BMW,2020,9.843382389527601,10.129309912636073,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2359207869739,-0.39253839744629815,0.3239872453986063,27887.136021226186,18420.456877927747,42218.95041041238,-32.465958549256904,🟡 Below Market
32552.51,9,1.9459101490553132,1,Auto,BMW,2021,10.390609756798904,9.843382389527601,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.022377416862561,0.36823233993634297,0.3239872453986063,22524.917432196486,14878.518537107722,34100.969398388675,44.517777248188054,🔴 Significantly Overpaid
42171.965,10,1.9459101490553132,1,Auto,BMW,2022,10.649510942761943,10.390609756798904,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.368375379129269,0.2811355636326738,0.3239872453986063,31836.712344948945,21029.294167703356,48198.30113421819,32.463316384773606,🟡 Above Market
39295.231,11,2.1972245773362196,1,Auto,BMW,2023,10.578858441893507,10.649510942761943,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.647925827544945,-0.06906738565143833,0.3239872453986063,42105.17052899963,27811.98031511338,63743.9465003775,-6.673621062915079,🟢 In Line
