company_shortname,year,sector,total_comp_bt,pred_comp,pred_comp_low,pred_comp_high,actual_vs_expected_pct,benchmark_signal,log_n_exec,is_dax,year_centered,log_comp_lag1,sector_Auto,sector_Banking,sector_Chemicals,sector_Consumer,sector_Energy,sector_Industrials,sector_Insurance,sector_Logistics,sector_Media,sector_Pharma,sector_Real Estate,sector_Tech,sector_Telecom
Deutsche Telekom,2023,Telecom,32209.555,30141.781935174746,25696.457512228902,35356.119332606846,6.860155346065365,🟢 In Line,2.0794415416798357,1,11,10.363849569207803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Deutsche Telekom,2024,Telecom,32340.915,30927.340602435095,26366.161611343963,36277.5746746352,4.570630290318613,🟢 In Line,2.0794415416798357,1,12,10.380018426644586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E.ON,2007,Energy,20430.39,17705.47690823319,14121.93216305771,22198.37263969002,15.390227023479392,🟡 Above Market,1.9459101490553132,1,-5,9.915190801575658,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E.ON,2008,Energy,18944.92,16940.969002977097,13512.158767395742,21239.865198471532,11.82902227535355,🟢 In Line,1.791759469228055,1,-4,9.92477877720362,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E.ON,2009,Energy,16084.98,15214.449496569818,12135.082539850482,19075.22859638709,5.721735141494589,🟢 In Line,1.6094379124341003,1,-3,9.84929110069372,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E.ON,2010,Energy,15378.33,18007.79979075059,14363.06564171964,22577.412189904324,-14.601838210691195,🟢 In Line,2.1972245773362196,1,-2,9.685641196277887,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E.ON,2011,Energy,17562.18,14974.574121886622,11943.757347853596,18774.483071039125,17.279996459674738,🟡 Above Market,1.791759469228055,1,-1,9.640714654589347,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E.ON,2012,Energy,22023.0,16484.369631666355,13147.97397978651,20667.400359261763,33.59928521436437,🟡 Above Market,1.791759469228055,1,0,9.773503005269534,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E.ON,2013,Energy,18288.23,22833.404379697287,18211.979794331728,28627.549637906362,-19.905811258432877,🟡 Below Market,2.1972245773362196,1,1,9.99984264077889,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E.ON,2014,Energy,17068.76,17440.545783082427,13910.62244253152,21866.213281857963,-2.131732502563458,🟢 In Line,1.791759469228055,1,2,9.81401296250844,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E.ON,2015,Energy,14850.85,18157.005765438786,14482.072696078612,22764.480284334277,-18.20870581939196,🟡 Below Market,1.9459101490553132,1,3,9.745005171087827,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E.ON,2016,Energy,12433.22,14691.210739333366,11717.746013244989,18419.214134146765,-15.369670882794962,🟡 Below Market,1.6094379124341003,1,4,9.605812381649992,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E.ON,2017,Energy,14013.79,13410.910610757215,10696.575464842592,16814.02837766705,4.4954396218195765,🟢 In Line,1.6094379124341003,1,5,9.428127201640752,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E.ON,2018,Energy,15941.47,14646.715289680325,11682.256332576022,18363.427635014996,8.839898125362774,🟢 In Line,1.6094379124341003,1,6,9.547797123803218,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
