company_person_id,year,isin,company_shortname,company_name,exec_id,exec_fullname,days,ceo_flag_eoy,cfo_flag_eoy,date_begin_ceo,date_end_ceo,date_begin_cfo,date_end_cfo,salary,one_year_bonus,multi_year_bonus,multi_year_bonus_grants,multi_year_bonus_payout,total_equity_grants,stock_grants,option_grants,other_annual_comp,total_comp,pension,pension_missing,one_time_payment,total_comp_pens_and_one_time,sector
306.0,2013,DE0007100000,Daimler,Daimler AG,286.0,Dr. Christine Hohmann-Dennhardt,365.0,,,,,,,715.0,590.0,590.0,,,1130.0,1130.0,,84.0,3109.0,,1.0,,3109.0,Auto
330.0,2013,DE0007100000,Daimler,Daimler AG,310.0,Dr. Dieter Zetsche,365.0,1.0,,01jan2013,31dec2013,,,2008.0,1707.0,1707.0,,,2825.0,2825.0,,151.0,8398.0,,1.0,,8398.0,Auto
710.0,2013,DE0007100000,Daimler,Daimler AG,672.0,Dr. Wolfgang Bernhard,365.0,,,,,,,715.0,590.0,590.0,,,1130.0,1130.0,,90.0,3115.0,,1.0,,3115.0,Auto
943.0,2013,DE0007100000,Daimler,Daimler AG,896.0,Hubertus Troska,365.0,,,,,,,715.0,590.0,590.0,,,1130.0,1130.0,,451.286,3476.286,,1.0,59.714,3536.0,Auto
1394.0,2013,DE0007100000,Daimler,Daimler AG,1323.0,Prof. Dr. Thomas Weber,365.0,,,,,,,715.0,626.0,626.0,,,1200.0,1200.0,,210.0,3377.0,,1.0,,3377.0,Auto
1682.0,2013,DE0007100000,Daimler,Daimler AG,1596.0,Wilfried Porth,365.0,,,,,,,715.0,608.0,608.0,,,1044.0,1044.0,,93.0,3068.0,,1.0,,3068.0,Auto
41.0,2014,DE0007100000,Daimler,Daimler AG,40.0,Andreas Renschler,27.0,,,,,,,62.0,47.0,595.0,31.0,595.0,0.0,0.0,,8.0,712.0,30.0,0.0,,742.0,Auto
116.0,2014,DE0007100000,Daimler,Daimler AG,109.0,Bodo Uebber,365.0,,1.0,,,01jan2014,31dec2014,901.0,775.0,707.0,451.0,707.0,1388.0,1388.0,,332.0,4103.0,676.0,0.0,,4779.0,Auto
306.0,2014,DE0007100000,Daimler,Daimler AG,286.0,Dr. Christine Hohmann-Dennhardt,365.0,,,,,,,758.0,633.0,584.0,379.0,584.0,1161.0,1161.0,,94.0,3230.0,0.0,0.0,,3230.0,Auto
330.0,2014,DE0007100000,Daimler,Daimler AG,310.0,Dr. Dieter Zetsche,365.0,1.0,,01jan2014,31dec2014,,,2008.0,1727.0,1583.0,1004.0,1583.0,2902.0,2902.0,,163.0,8383.0,827.0,0.0,,9210.0,Auto
710.0,2014,DE0007100000,Daimler,Daimler AG,672.0,Dr. Wolfgang Bernhard,365.0,,,,,,,779.0,670.0,564.0,390.0,564.0,1228.0,1228.0,,163.0,3404.0,380.0,0.0,,3784.0,Auto
943.0,2014,DE0007100000,Daimler,Daimler AG,896.0,Hubertus Troska,365.0,,,,,,,758.0,652.0,27.0,379.0,27.0,1161.0,1161.0,,431.0,3029.0,314.0,0.0,,3343.0,Auto
1394.0,2014,DE0007100000,Daimler,Daimler AG,1323.0,Prof. Dr. Thomas Weber,365.0,,,,,,,758.0,652.0,544.0,379.0,544.0,1233.0,1233.0,,121.0,3308.0,333.0,0.0,,3641.0,Auto
