company_person_id,year,isin,company_shortname,company_name,exec_id,exec_fullname,days,ceo_flag_eoy,cfo_flag_eoy,date_begin_ceo,date_end_ceo,date_begin_cfo,date_end_cfo,salary,one_year_bonus,multi_year_bonus,multi_year_bonus_grants,multi_year_bonus_payout,total_equity_grants,stock_grants,option_grants,other_annual_comp,total_comp,pension,pension_missing,one_time_payment,total_comp_pens_and_one_time,index_listing,n_executives,female,nationality,date_of_birth,sector,tenure_years,pct_fixed,pct_sti,pct_lti,pct_other,total_assets,employees,revenue,ebit,staff_costs,roe,roa,log_revenue,ebit_margin
1102.0,2021,DE0005470306,CTS Eventim,CTS Eventim AG & Co. KGaA,1051.0,Klaus-Peter Schulenberg,365.0,1.0,,01jan2021,31dec2021,,,2800.0,500.0,0.0,0.0,0.0,0.0,,,14.656,3314.656,0.0,0.0,,3314.656,MDAX,3,0,German,01jan1952,,0.9965776865160848,0.8447332091173262,0.15084521591380826,0.0,0.004421574968865527,2591203757.0,2571.0,714212090.89,167150285.98,156021355.35,15.01,3.84,20.38669052365898,0.23403452295481203
260.0,2006,DE0005470405,Lanxess,Lanxess AG,247.0,Dr. Axel C. Heitmann,365.0,1.0,,01jan2006,31dec2006,,,670.0,749.0,116.0,,,407.0,407.0,0.0,0.0,1942.0,1757.0,0.0,0.0,3699.0,MDAX,4,0,German,02oct1959,,0.9965776865160848,0.345005149330587,0.38568486096807414,0.26930998970133885,0.0,5537995659.1,16481.0,9465297218.1,474120912.55,1496114879.6,14.04,4.69,22.970898023026976,0.05009044107388017
260.0,2007,DE0005470405,Lanxess,Lanxess AG,247.0,Dr. Axel C. Heitmann,365.0,1.0,,01jan2007,31dec2007,,,751.0,772.0,108.0,,,169.0,169.0,0.0,0.0,1800.0,214.0,0.0,0.0,2014.0,MDAX,6,0,German,02oct1959,,0.9965776865160848,0.4172222222222222,0.4288888888888889,0.15388888888888888,1.1102230246251565e-16,5960530082.7,14610.0,10141292107.0,266449974.06,1566313659.7,7.34,2.77,23.039881253815796,0.026273769776938346
260.0,2008,DE0005470405,Lanxess,Lanxess AG,247.0,Dr. Axel C. Heitmann,365.0,1.0,,01jan2008,31dec2008,,,839.0,1019.0,317.0,,,403.0,403.0,0.0,0.0,2578.0,369.0,0.0,0.0,2947.0,MDAX,4,0,German,02oct1959,,0.999315537303217,0.32544608223429017,0.39526764934057407,0.27928626842513576,0.0,6472793510.0,14797.0,9647259645.5,382717311.38,1477984671.6,12.15,3.68,22.989939737512966,0.03967109059395119
260.0,2009,DE0005470405,Lanxess,Lanxess AG,247.0,Dr. Axel C. Heitmann,365.0,1.0,,01jan2009,31dec2009,,,828.0,551.0,0.0,,,419.0,419.0,0.0,0.0,1798.0,196.0,0.0,0.0,1994.0,MDAX,4,0,German,02oct1959,,0.9965776865160848,0.46051167964404893,0.3064516129032258,0.23303670745272526,0.0,7300962802.9,14338.0,7577558078.8,167109645.84,1413228987.7,2.77,0.79,22.74845683163756,0.0220532319386015
260.0,2010,DE0005470405,Lanxess,Lanxess AG,247.0,Dr. Axel C. Heitmann,365.0,1.0,,01jan2010,31dec2010,,,932.0,1423.0,278.0,,,1139.0,1139.0,0.0,0.0,3772.0,202.0,0.0,0.0,3974.0,MDAX,4,0,German,02oct1959,,0.9965776865160848,0.24708377518557795,0.37725344644750797,0.3756627783669141,0.0,7574866595.5,14648.0,9737968281.3,779411794.07,1525401127.0,21.52,6.69,22.999298337595434,0.08003844041746562
260.0,2011,DE0005470405,Lanxess,Lanxess AG,247.0,Dr. Axel C. Heitmann,365.0,1.0,,01jan2011,31dec2011,,,943.0,1613.0,556.0,,,266.0,266.0,0.0,0.0,3378.0,184.0,0.0,0.0,3562.0,MDAX,5,0,German,02oct1959,,0.9965776865160848,0.27915926583777384,0.4775014801657786,0.2433392539964476,0.0,8899443469.3,16390.0,11544174852.0,963955420.85,1609611467.8,24.4,7.36,23.16944680495954,0.08350145707321793
260.0,2012,DE0005470405,Lanxess,Lanxess AG,247.0,Dr. Axel C. Heitmann,365.0,1.0,,01jan2012,31dec2012,,,900.0,2118.0,703.0,,,282.0,282.0,0.0,119.0,4122.0,257.0,0.0,0.0,4379.0,DAX and MDAX,4,0,German,02oct1959,,0.999315537303217,0.2183406113537118,0.5138282387190685,0.23896166909267347,0.028869480834546213,9920568245.8,17177.0,12187297365.0,1014618563.8,1836604734.4,22.05,6.84,23.22366004675267,0.08325213814129331
260.0,2013,DE0005470405,Lanxess,Lanxess AG,247.0,Dr. Axel C. Heitmann,365.0,1.0,,01jan2013,31dec2013,,,1000.0,615.0,323.0,,,328.0,328.0,,130.0,2396.0,,1.0,,2396.0,DAX,4,0,German,02oct1959,,0.9965776865160848,0.41736227045075125,0.256677796327212,0.2717028380634391,0.05425709515859767,9393049862.3,17343.0,11612021706.0,-137909996.5,1846614853.3,-8.37,-2.33,23.17530675246633,-0.011876484559854128
1212.0,2014,DE0005470405,Lanxess,Lanxess AG,1152.0,Matthias Zachert,365.0,1.0,,01apr2014,31dec2014,,,900.0,1125.0,406.0,676.0,406.0,689.0,689.0,,54.0,3174.0,1574.0,0.0,,4748.0,DAX,5,0,German,08nov1967,,0.7501711156741958,0.2835538752362949,0.3544423440453686,0.3449905482041588,0.017013232514177634,8802229344.8,16584.0,9852426363.2,253747025.25,1768944573.2,2.18,0.65,23.010983593186676,0.025754775107761852
1212.0,2015,DE0005470405,Lanxess,Lanxess AG,1152.0,Matthias Zachert,365.0,1.0,,01jan2015,31dec2015,,,1200.0,2250.0,405.0,540.0,405.0,721.0,721.0,,66.0,4642.0,597.0,0.0,,5239.0,DAX and MDAX,5,0,German,08nov1967,,0.9965776865160848,0.25850926324859974,0.4847048685911245,0.24256785868160274,0.014218009478673022,7859324844.2,16225.0,8823912988.3,603139765.02,1559018309.6,7.1,2.29,22.90073125816223,0.06835286859919501
1212.0,2016,DE0005470405,Lanxess,Lanxess AG,1152.0,Matthias Zachert,365.0,1.0,,01jan2016,31dec2016,,,1200.0,2190.0,788.0,540.0,788.0,1336.0,1336.0,,73.0,5587.0,659.0,0.0,,6246.0,MDAX,4,0,German,08nov1967,,0.999315537303217,0.21478432074458564,0.3919813853588688,0.3801682477179166,0.013066046178629054,10411341352.0,16721.0,8235679860.6,508075987.82,1546364054.2,5.15,1.94,22.831741754739667,0.06169205170913294
1212.0,2017,DE0005470405,Lanxess,Lanxess AG,1152.0,Matthias Zachert,365.0,1.0,,01jan2017,31dec2017,,,1200.0,2970.0,935.0,540.0,935.0,737.0,737.0,,73.0,5915.0,775.0,0.0,,6690.0,MDAX,5,0,German,08nov1967,,0.9965776865160848,0.2028740490278952,0.5021132713440406,0.2826711749788673,0.012341504649196922,12485907864.0,19029.0,8002926056.6,347796876.43,1548295749.9,2.55,0.84,22.80307306895339,0.04345871422155306
1212.0,2018,DE0005470405,Lanxess,Lanxess AG,1152.0,Matthias Zachert,365.0,1.0,,01jan2018,31dec2018,,,1200.0,1950.0,891.0,540.0,891.0,810.0,810.0,,757.0,5608.0,749.0,0.0,,6357.0,MDAX,5,0,German,08nov1967,,0.9965776865160848,0.21398002853067047,0.34771754636233954,0.30331669044222537,0.1349857346647647,9946620012.2,19271.0,12009911052.0,1278965644.5,1520560766.2,15.54,4.96,23.20899806693261,0.10649251596971777
1212.0,2019,DE0005470405,Lanxess,Lanxess AG,1152.0,Matthias Zachert,365.0,1.0,,01jan2019,31dec2019,,,1313.0,1538.0,850.0,1371.0,850.0,810.0,810.0,,79.0,4590.0,759.0,0.0,,5349.0,MDAX,5,0,German,08nov1967,,0.9965776865160848,0.2860566448801743,0.33507625272331154,0.3616557734204793,0.017211328976034945,9767961728.0,15479.0,8107576744.2,430262143.97,1597474592.0,7.75,2.36,22.816064862052226,0.053069142302945335
1212.0,2020,DE0005470405,Lanxess,Lanxess AG,1152.0,Matthias Zachert,365.0,1.0,,01jan2020,31dec2020,,,1350.0,844.0,571.0,608.0,571.0,911.0,911.0,,81.0,3757.0,1020.0,0.0,,4777.0,MDAX,5,0,German,08nov1967,,0.999315537303217,0.3593292520628161,0.22464732499334575,0.3944636678200692,0.021559755123768953,10896641779.0,14756.0,7819076736.0,311683222.06,1603818784.4,29.51,9.97,22.779832320211238,0.039861895794547166
1212.0,2021,DE0005470405,Lanxess,Lanxess AG,1152.0,Matthias Zachert,365.0,1.0,,01jan2021,31dec2021,,,1350.0,2835.0,0.0,1214.0,0.0,911.0,911.0,,82.0,5178.0,759.0,0.0,,5937.0,MDAX,5,0,German,08nov1967,,0.9965776865160848,0.2607184241019699,0.5475086906141368,0.17593665507918116,0.015836230204712143,11912690034.0,14866.0,8734613571.2,423365994.93,1662657251.4,6.48,2.32,22.8905595405384,0.048469917012234354
938.0,2006,DE0005471601,Techem,Techem AG,891.0,Horst Enzelmüller,365.0,1.0,,01oct2005,30sep2006,,,400.0,594.0,300.0,,,0.0,0.0,0.0,19.0,1313.0,0.0,0.0,0.0,1313.0,MDAX,5,0,German,01jan1942,,1.2484599589322385,0.30464584920030463,0.4523990860624524,0.2284843869002285,0.0144706778370145,926860713.54,2538.0,666834630.75,134179444.36,161531354.46,25.39,7.88,20.318052644729775,0.20121847032612292
938.0,2007,DE0005471601,Techem,Techem AG,891.0,Horst Enzelmüller,365.0,1.0,,01oct2006,30sep2007,,,433.0,1136.0,0.0,,,0.0,0.0,0.0,130.0,1699.0,0.0,0.0,0.0,1699.0,MDAX,5,0,German,01jan1942,,1.2484599589322385,0.2548557975279576,0.6686286050618011,0.0,0.07651559741024128,1111866670.0,2816.0,796163993.77,114963387.26,199263254.37,23.0,6.07,20.495315746169116,0.14439661697789768
938.0,2008,DE0005471601,Techem,Techem AG,891.0,Horst Enzelmüller,365.0,1.0,,01oct2007,31mar2008,,,220.0,440.0,0.0,,,0.0,0.0,0.0,80.0,740.0,0.0,0.0,0.0,740.0,MDAX,6,0,German,01jan1942,,1.2511978097193703,0.2972972972972973,0.5945945945945946,0.0,0.10810810810810811,1418176809.0,2878.0,508714771.92,91673239.52,23817617.45,9.86,5.04,20.047398049906022,0.18020557801772746
1490.0,2020,DE0005493365,Hypoport,Hypoport SE,1412.0,Ronald Slabke,365.0,1.0,,01jan2020,31dec2020,,,549.0,0.0,,93.355,,0.0,,,24.0,573.0,0.0,0.0,,573.0,MDAX,2,0,German,07sep1973,,0.999315537303217,0.9581151832460733,0.0,0.0,0.041884816753926746,677416486.95,2049.0,291955146.62,44126490.81,164280372.91,12.32,4.94,19.492110744393152,0.15114133564986854
1490.0,2021,DE0005493365,Hypoport,Hypoport SE,1412.0,Ronald Slabke,365.0,1.0,,01jan2021,31dec2021,,,589.851,0.0,0.0,168.54,0.0,0.0,,,24.221,614.072,0.0,0.0,,614.072,MDAX,2,0,German,07sep1973,,0.9965776865160848,0.9605567425318203,0.0,0.0,0.03944325746817967,674768152.58,2251.0,315699877.1,54128101.29,176078574.2,11.9,5.06,19.570302567402077,0.17145429953035607
1664.0,2017,DE0005545503,1&1 Drillisch,1&1 Drillisch AG,1578.0,Vlasios Choulidis,364.0,1.0,,01jan2017,31dec2017,,,700.0,900.0,0.0,1562.0,0.0,0.0,0.0,0.0,20.0,1620.0,1.0,0.0,1907.0,3528.0,,3,0,German,01jan1958,,0.9965776865160848,0.43209876543209874,0.5555555555555556,0.0,0.012345679012345734,5679532586.5,2860.0,3406969030.2,527575480.46,195578176.61,12.21,9.81,21.949088885827546,0.15485185682155428
1100.0,2006,DE0005552004,Deutsche Post,Deutsche Post AG,1049.0,Klaus Zumwinkel,365.0,1.0,,01jan2006,31dec2006,,,1428.151,1428.151,0.0,,,1275.75,0.0,1275.75,105.607,4237.659,0.0,0.0,0.0,4237.659,DAX,9,0,German,15dec1943,,0.9965776865160848,0.3370141391744829,0.3370141391744829,0.30105065084283567,0.024921070808198498,286708817835.0,520112.0,82228370267.0,4938759505.8,24517319189.0,17.08,0.88,25.132766216542738,0.060061502979611284
1100.0,2007,DE0005552004,Deutsche Post,Deutsche Post AG,1049.0,Klaus Zumwinkel,365.0,1.0,,01jan2007,31dec2007,,,1499.558,1226.639,0.0,,,1527.9,0.0,1527.9,57.084,4311.181,0.0,0.0,0.0,4311.181,DAX,10,0,German,15dec1943,,0.9965776865160848,0.34782997976656516,0.2845250524160317,0.3544040484498332,0.013240919367569992,346629334763.0,536350.0,95832192604.0,4564979942.3,27191146248.0,12.56,0.59,25.285864505192688,0.047635140324541206
356.0,2008,DE0005552004,Deutsche Post,Deutsche Post AG,335.0,Dr. Frank Appel,365.0,1.0,,18feb2008,31dec2008,,,1429.205,0.0,0.0,,,955.65,0.0,955.65,28.387,2413.242,444.897,0.0,0.0,2858.139,DAX,9,0,German,01jan1961,,0.8678986995208761,0.5922344298665446,0.0,0.3960025558978337,0.01176301423562176,365966818438.0,451515.0,78454265435.0,-865636973.4,25036670661.0,-17.13,-0.64,25.085781686043177,-0.011033650861433241
356.0,2009,DE0005552004,Deutsche Post,Deutsche Post AG,335.0,Dr. Frank Appel,365.0,1.0,,01jan2009,31dec2009,01jul2009,30aug2009,1582.831,1376.43,0.0,,,1450.8,0.0,1450.8,27.969,4438.03,415.539,0.0,0.0,4853.569,DAX,9,0,German,01jan1961,,0.9965776865160848,0.35665171258418715,0.31014436585602173,0.32690180102432836,0.006302120535462752,50043576529.0,424686.0,68575460012.0,615136368.75,24520459327.0,7.78,1.85,24.95120058192111,0.008970211335692936
356.0,2010,DE0005552004,Deutsche Post,Deutsche Post AG,335.0,Dr. Frank Appel,365.0,1.0,,01jan2010,31dec2010,,,1661.973,1246.48,415.493,,,997.5,0.0,997.5,48.452,4369.898,495.556,0.0,0.0,4865.454,DAX,7,0,German,01jan1961,,0.9965776865160848,0.3803230647488797,0.2852423557712331,0.32334690649530035,0.011087672984586794,50485296019.0,418946.0,70481286078.0,2939839682.9,22204546291.0,23.76,6.73,24.97861306583975,0.04171092564410002
356.0,2011,DE0005552004,Deutsche Post,Deutsche Post AG,335.0,Dr. Frank Appel,365.0,1.0,,01jan2011,31dec2011,,,1745.017,1308.804,436.268,,,1730.65,0.0,1730.65,33.99,5254.729,552.899,0.0,0.0,5807.628,DAX,8,0,German,01jan1961,,0.9965776865160848,0.33208506090418743,0.24907164574995208,0.41237483417318,0.006468459172680463,49696107120.0,423502.0,69952109956.0,3096302445.8,21646945223.0,10.39,3.03,24.971076701391404,0.04426317444531094
356.0,2012,DE0005552004,Deutsche Post,Deutsche Post AG,335.0,Dr. Frank Appel,365.0,1.0,,01jan2012,31dec2012,,,1841.411,1244.325,519.194,,,1817.187,0.0,1817.187,34.763,5456.88,614.968,0.0,0.0,6071.848,DAX,8,0,German,01jan1961,,0.999315537303217,0.3374475890985325,0.2280286537362009,0.4281532670683614,0.006370490096905268,44670924205.0,428129.0,75039552921.0,3430439877.5,23445737163.0,17.77,4.84,25.04128118376416,0.04571508949568892
356.0,2013,DE0005552004,Deutsche Post,Deutsche Post AG,335.0,Dr. Frank Appel,365.0,1.0,,01jan2013,31dec2013,,,1962.556,834.086,834.086,,,1962.559,,1962.559,30.093,5623.38,,1.0,,5623.38,DAX,7,0,German,01jan1961,,0.9965776865160848,0.34899935625904704,0.14832467306139724,0.4973245628074219,0.00535140787213384,48927708562.0,435285.0,77898461528.0,3912506601.0,24527292879.0,20.81,5.89,25.07867204032129,0.050225723644024466
356.0,2014,DE0005552004,Deutsche Post,Deutsche Post AG,335.0,Dr. Frank Appel,365.0,1.0,,01jan2014,31dec2014,,,1962.556,928.682,519.194,785.022,519.194,1962.583,,1962.583,49.122,5422.137,802.179,0.0,,6224.316,DAX,9,0,German,01jan1961,,0.9965776865160848,0.3619524921631453,0.17127601165370776,0.4577119685467188,0.009059527636428144,44896226061.0,478936.0,71202143746.0,3546387850.5,22083275800.0,21.62,5.6,24.98878876371726,0.04980731848680089
356.0,2015,DE0005552004,Deutsche Post,Deutsche Post AG,335.0,Dr. Frank Appel,365.0,1.0,,01jan2015,31dec2015,,,1962.556,288.3,834.086,785.022,834.086,1962.575,,1962.575,34.801,5082.318,1094.399,0.0,,6176.717,DAX,7,0,German,01jan1961,,0.9965776865160848,0.3861537196216372,0.05672608443627494,0.5502727298842772,0.006847466057810614,41229066609.0,487551.0,67090044909.0,2581307550.3,21382066760.0,13.63,4.07,24.929301507920297,0.03847526937567637
356.0,2016,DE0005552004,Deutsche Post,Deutsche Post AG,335.0,Dr. Frank Appel,365.0,1.0,,01jan2016,31dec2016,,,1962.556,950.662,928.682,785.022,928.682,1962.574,,1962.574,35.099,5839.573,899.257,0.0,,6738.83,DAX,6,0,German,01jan1961,,0.999315537303217,0.33607868246531036,0.1627964921407781,0.4951142831847466,0.006010542209164971,40366742642.0,492966.0,62708382812.0,3607128693.6,20651918575.0,23.25,6.89,24.86176097282565,0.05752227265075847
356.0,2017,DE0005552004,Deutsche Post,Deutsche Post AG,335.0,Dr. Frank Appel,365.0,1.0,,01jan2017,31dec2017,,,1978.911,952.351,288.3,791.564,288.3,1962.574,,1962.574,35.294,5217.43,1041.772,0.0,,6259.202,DAX,7,0,German,01jan1961,,0.9965776865160848,0.37928846194390725,0.18253258788330654,0.4314143170104822,0.006764633162303912,46379313122.0,507719.0,75055765233.0,4484181106.8,24072341047.0,21.03,7.02,25.04149721064977,0.05974465909286908
356.0,2018,DE0005552004,Deutsche Post,Deutsche Post AG,335.0,Dr. Frank Appel,365.0,1.0,,01jan2018,31dec2018,,,2060.648,0.0,950.662,0.0,950.662,1545.533,,1545.533,52.889,4609.732,1121.934,0.0,,5731.666,DAX,7,0,German,01jan1961,,0.9965776865160848,0.44702121511619336,0.0,0.5415054497745204,0.011473335109286165,57788179120.0,528661.0,72765931667.0,3589576808.8,23844637015.0,16.03,4.41,25.010513711022764,0.04933045900143274
356.0,2019,DE0005552004,Deutsche Post,Deutsche Post AG,335.0,Dr. Frank Appel,365.0,1.0,,01jan2019,31dec2019,,,2060.684,754.52,952.351,824.274,952.351,2796.98,,2796.98,50.933,6615.468,1093.499,0.0,,7708.967,DAX,9,0,German,01jan1961,,0.9965776865160848,0.31149481790252787,0.11405391122744453,0.5667521934956076,0.007699077374420105,58606646968.0,528661.0,74066875755.0,4958686954.3,24276670839.0,18.23,5.03,25.028234248468145,0.06694877978520994
356.0,2020,DE0005552004,Deutsche Post,Deutsche Post AG,335.0,Dr. Frank Appel,365.0,1.0,,01jan2020,31dec2020,,,2060.684,1020.039,0.0,824.274,0.0,2060.705,,2060.705,49.759,5191.187,1280.054,0.0,,6471.241,DAX,8,0,German,01jan1961,,0.999315537303217,0.3969581523455041,0.19649436631737596,0.39696219766307783,0.0095852836740421,67867180954.0,541888.0,84906681826.0,5918299921.2,27283325824.0,21.16,5.39,25.164818629487225,0.0697035827324924
356.0,2021,DE0005552004,Deutsche Post,Deutsche Post AG,335.0,Dr. Frank Appel,365.0,1.0,,01jan2021,31dec2021,,,2060.684,1009.735,0.0,824.274,0.0,2060.696,2060.696,,48.114,5179.229,1476.356,0.0,0.0,6655.585,DAX,8,0,German,01jan1961,,0.9965776865160848,0.3978746643564129,0.1949585546420133,0.39787698130358784,0.009289799697985934,72024318752.0,574047.0,95575609546.0,8927155623.4,27045362742.0,25.91,7.95,25.283183494191,0.09340411916602437
1461.0,2006,DE0005557508,Deutsche Telekom,Deutsche Telekom AG,1384.0,René Obermann,365.0,1.0,,13sep2006,31dec2006,,,894.6666,805.537,0.0,,,20.969,20.969,0.0,28.73071,1749.903,378.979,0.0,0.0,2128.882,DAX,8,0,German,01mar1963,Telecom,0.298425735797399,0.5112663959088019,0.46033237270865873,0.011982949912080841,0.01641828147045865,171421049938.0,248480.0,82449626693.0,6994600462.7,21785855932.0,6.8,2.43,25.135453358276518,0.08483483483490221
1461.0,2007,DE0005557508,Deutsche Telekom,Deutsche Telekom AG,1384.0,René Obermann,365.0,1.0,,01jan2007,31dec2007,,,1041.667,1375.0,0.0,,,16.98109,16.98109,0.0,224.4796,2658.127,383.084,0.0,0.0,3041.211,DAX,7,0,German,01mar1963,Telecom,0.9965776865160848,0.3918800719453961,0.5172815294378335,0.006388366695797454,0.084450031920973,177642639336.0,241426.0,94009733665.0,7718216651.9,22651191994.0,1.26,0.47,25.266664163493818,0.08210018634244366
1461.0,2008,DE0005557508,Deutsche Telekom,Deutsche Telekom AG,1384.0,René Obermann,365.0,1.0,,01jan2008,31dec2008,,,1250.0,1762.5,0.0,,,116.738,116.738,0.0,86.262,3215.5,409.642,0.0,0.0,3625.142,DAX,7,0,German,01mar1963,Telecom,0.999315537303217,0.38874203078836883,0.5481262634116001,0.03630477375213808,0.026826932047893104,171373853540.0,227747.0,88424399321.0,9894982123.4,19592342944.0,3.44,1.2,25.205413778936002,0.11190330043949794
1461.0,2009,DE0005557508,Deutsche Telekom,Deutsche Telekom AG,1384.0,René Obermann,365.0,1.0,,01jan2009,31dec2009,,,1250.0,1365.0,0.0,,,76.613,76.613,0.0,37.233,2728.846,549.326,0.0,0.0,3278.172,DAX,9,0,German,01mar1963,Telecom,0.9965776865160848,0.4580690885451213,0.5002114446912724,0.0280752376645659,0.013644229099040395,184071274897.0,259920.0,95082507284.0,8732919595.7,20648125464.0,0.84,0.28,25.27801084935786,0.09184570164537018
1461.0,2010,DE0005557508,Deutsche Telekom,Deutsche Telekom AG,1384.0,René Obermann,365.0,1.0,,01jan2010,31dec2010,,,1350.0,897.3333,0.0,,,1077.667,1077.667,0.0,36.0,3361.0,575.17,0.0,0.0,3936.17,DAX,9,0,German,01mar1963,Telecom,0.9965776865160848,0.4016661707825052,0.26698402261231774,0.3206387979767926,0.010711008628384366,170871664191.0,246777.0,85359628884.0,7478609907.4,20148396481.0,3.94,1.33,25.17013909628519,0.08761296183191124
1461.0,2011,DE0005557508,Deutsche Telekom,Deutsche Telekom AG,1384.0,René Obermann,365.0,1.0,,01jan2011,31dec2011,,,1450.0,980.8333,1092.0,,,806.3747,806.3747,0.0,28.683,4357.891,696.46,0.0,0.0,5054.351,DAX,9,0,German,01mar1963,Telecom,0.9965776865160848,0.33272975391077936,0.22507063623206733,0.43561775638720657,0.0065818534699467746,158557080781.0,235132.0,81378539918.0,7248427204.9,19075966134.0,1.4,0.46,25.122377437837745,0.0890704995715551
1461.0,2012,DE0005557508,Deutsche Telekom,Deutsche Telekom AG,1384.0,René Obermann,365.0,1.0,,01jan2012,31dec2012,,,1450.0,866.32,1092.0,,,700.121,700.121,0.0,51.711,4160.152,633.893,0.0,0.0,4794.045,DAX,9,0,German,01mar1963,Telecom,0.999315537303217,0.34854495701118615,0.20824239114340054,0.4307825771750648,0.012430074670348512,142418669715.0,229686.0,78418536200.0,-7038998749.0,19239490113.0,-17.21,-4.87,25.085326167492543,-0.08976192479604075
1461.0,2013,DE0005557508,Deutsche Telekom,Deutsche Telekom AG,1384.0,René Obermann,364.0,1.0,,01jan2013,31dec2013,,,1450.0,913.64,655.2,,,456.82,456.82,,29.758,3505.418,,1.0,,3505.418,DAX,7,0,German,01mar1963,Telecom,0.9965776865160848,0.4136453912201056,0.2606365346443705,0.3172289296169529,0.008489144518570968,162937902676.0,228596.0,84600887359.0,6989278623.1,20885089871.0,2.9,0.79,25.161210592392468,0.08261472002582332
1634.0,2014,DE0005557508,Deutsche Telekom,Deutsche Telekom AG,1551.0,Timotheus Höttges,365.0,1.0,,01jan2014,31dec2014,,,1450.0,1307.124,429.0,1092.0,429.0,313.339,313.339,,22.359,3521.822,818.212,0.0,,4340.034,DAX,7,0,German,01sep1962,Telecom,0.9965776865160848,0.4117187069647472,0.3711499331879919,0.21078265738586446,0.006348702461396405,157056053524.0,227811.0,79307479347.0,8277737886.0,17826639099.0,8.58,2.26,25.096598278264477,0.1043752487679225
1634.0,2015,DE0005557508,Deutsche Telekom,Deutsche Telekom AG,1551.0,Timotheus Höttges,365.0,1.0,,01jan2015,31dec2015,,,1450.0,1753.994,578.5,1342.0,578.5,392.408,392.408,,67.166,4242.068,1096.569,0.0,,5338.637,DAX,7,0,German,01sep1962,Telecom,0.9965776865160848,0.34181441693061027,0.41347616304123364,0.22887610476776893,0.015833315260387115,156685694914.0,225243.0,77238905721.0,7706906853.1,17262426199.0,8.53,2.26,25.070169127161417,0.09978011445344205
1634.0,2016,DE0005557508,Deutsche Telekom,Deutsche Telekom AG,1551.0,Timotheus Höttges,365.0,1.0,,01jan2016,31dec2016,,,1450.0,1760.704,547.56,1342.0,547.56,383.809,383.809,,156.742,4298.815,1030.51,0.0,,5329.325,DAX,7,0,German,01sep1962,Telecom,0.999315537303217,0.3373022565520964,0.40957891884158776,0.216657148539772,0.036461676066543824,156517973135.0,218341.0,80770378768.0,9140097282.9,17353641053.0,6.89,1.8,25.114876135865913,0.1131615008164499
1634.0,2017,DE0005557508,Deutsche Telekom,Deutsche Telekom AG,1551.0,Timotheus Höttges,365.0,1.0,,01jan2017,31dec2017,,,1450.0,1749.968,1135.68,1342.0,1135.68,381.941,381.941,,29.061,4746.65,1129.225,0.0,,5875.875,DAX,8,0,German,01sep1962,Telecom,0.9965776865160848,0.30547860069733396,0.3686743282104221,0.3197246479095784,0.006122423182665537,169501805977.0,217349.0,94092247370.0,11130699345.0,18593940594.0,8.15,2.45,25.267541493013027,0.11829560517595701
1634.0,2018,DE0005557508,Deutsche Telekom,Deutsche Telekom AG,1551.0,Timotheus Höttges,365.0,1.0,,01jan2018,31dec2018,,,1450.0,1770.098,1583.56,1342.0,1583.56,542.008,542.008,,31.655,5377.321,1117.049,0.0,,6494.37,DAX,8,0,German,01sep1962,Telecom,0.9965776865160848,0.26965100279488613,0.3291784143070499,0.39528382255773836,0.0058867603403256474,166454458877.0,215675.0,88001309344.0,9605409840.2,18819229483.0,4.99,1.49,25.200617530234382,0.10915076050348455
1634.0,2019,DE0005557508,Deutsche Telekom,Deutsche Telekom AG,1551.0,Timotheus Höttges,365.0,1.0,,01jan2019,31dec2019,,,1500.0,2334.6,1435.94,2000.0,1435.94,722.632,722.632,,60.111,6053.283,417.067,0.0,,6470.35,DAX,9,0,German,01sep1962,Telecom,0.9965776865160848,0.24779941727489033,0.38567501304663926,0.35659525583059637,0.009930313847874017,191732899832.0,210533.0,91616628269.0,11303649328.0,18786615754.0,8.37,2.27,25.240878623483557,0.12337988792613946
1634.0,2020,DE0005557508,Deutsche Telekom,Deutsche Telekom AG,1551.0,Timotheus Höttges,365.0,1.0,,01jan2020,31dec2020,,,1500.0,3094.8,1529.88,2000.0,1529.88,777.095,777.095,,65.066,6966.841,473.974,0.0,,7440.815,DAX,10,0,German,01sep1962,Telecom,0.999315537303217,0.21530561699341208,0.4442185489808078,0.33113645050891793,0.009339383516862143,325079465107.0,226291.0,127311552316.0,17451806237.0,23134503092.0,5.73,1.57,25.56990308715119,0.13707951807611984
1634.0,2021,DE0005557508,Deutsche Telekom,Deutsche Telekom AG,1551.0,Timotheus Höttges,365.0,1.0,,01jan2021,31dec2021,,,1750.0,2880.0,0.0,2000.0,0.0,774.599,774.599,,26.53,5431.129,509.506,0.0,,5940.635,DAX,8,0,German,01sep1962,Telecom,0.9965776865160848,0.3222166146302178,0.5302764857914442,0.14262209570054404,0.004884803877793997,318970826790.0,216528.0,124561116614.0,15833752298.0,20911199477.0,5.13,1.48,25.548062328906926,0.1271163323548785
1436.0,2011,DE0005565204,Dürr,Dürr AG,1361.0,Ralf W. Dieter,365.0,1.0,,01jan2011,31dec2011,,,500.0,938.9655,0.0,,,862.7068,862.7068,,49.96828,2351.641,105.0,0.0,,2456.641,MDAX,2,0,German,01jan1961,,0.9965776865160848,0.21261748710793865,0.39928097018209835,0.36685310385386205,0.02124843885610095,2149220773.4,6823.0,2494941767.8,133287215.86,520922803.33,16.98,3.72,21.637531226719215,0.05342297667232953
