company_person_id,year,isin,company_shortname,company_name,exec_id,exec_fullname,days,ceo_flag_eoy,cfo_flag_eoy,date_begin_ceo,date_end_ceo,date_begin_cfo,date_end_cfo,salary,one_year_bonus,multi_year_bonus,multi_year_bonus_grants,multi_year_bonus_payout,total_equity_grants,stock_grants,option_grants,other_annual_comp,total_comp,pension,pension_missing,one_time_payment,total_comp_pens_and_one_time,index_listing,n_executives,female,nationality,date_of_birth,sector,tenure_years
1664.0,2017,DE0005545503,1&1 Drillisch,1&1 Drillisch AG,1578.0,Vlasios Choulidis,364.0,1.0,,01jan2017,31dec2017,,,700.0,900.0,0.0,1562.0,0.0,0.0,0.0,0.0,20.0,1620.0,1.0,0.0,1907.0,3528.0,,3,0,German,01jan1958,,0.9965776865160849
131.0,2008,DE0005085906,AWD,AWD Holding AG,124.0,Carsten Maschmeyer,365.0,1.0,,20oct2008,31dec2008,,,644.0,75.0,27.0,,,0.0,0.0,0.0,25.0,771.0,,1.0,0.0,771.0,MDAX,8,0,German,08may1959,,0.1971252566735113
709.0,2007,DE0005408116,Aareal Bank,Aareal Bank AG,671.0,Dr. Wolf Schumacher,365.0,1.0,,01jan2007,31dec2007,,,500.0,900.0,0.0,,,1235.0,1235.0,0.0,44.49393,2679.494,,1.0,0.0,2679.494,MDAX,5,0,German,01jan1958,,0.9965776865160849
709.0,2008,DE0005408116,Aareal Bank,Aareal Bank AG,671.0,Dr. Wolf Schumacher,365.0,1.0,,01jan2008,31dec2008,,,725.0,712.5,0.0,,,375.0,375.0,0.0,22.865,1835.365,,1.0,0.0,1835.365,MDAX,4,0,German,01jan1958,,0.999315537303217
709.0,2009,DE0005408116,Aareal Bank,Aareal Bank AG,671.0,Dr. Wolf Schumacher,365.0,1.0,,01jan2009,31dec2009,,,500.0,0.0,0.0,,,0.0,0.0,0.0,25.269,525.269,284.0,0.0,0.0,809.269,MDAX,4,0,German,01jan1958,,0.9965776865160849
709.0,2010,DE0005408116,Aareal Bank,Aareal Bank AG,671.0,Dr. Wolf Schumacher,365.0,1.0,,01jan2010,31dec2010,,,500.0,0.0,0.0,,,0.0,0.0,0.0,25.0,525.0,1961.0,0.0,0.0,2486.0,MDAX,5,0,German,01jan1958,,0.9965776865160849
709.0,2011,DE0005408116,Aareal Bank,Aareal Bank AG,671.0,Dr. Wolf Schumacher,365.0,1.0,,01jan2011,31dec2011,,,800.0,2012.5,0.0,,,562.5,562.5,0.0,26.632,3401.632,433.0,0.0,0.0,3834.632,MDAX,4,0,German,01jan1958,,0.9965776865160849
709.0,2012,DE0005408116,Aareal Bank,Aareal Bank AG,671.0,Dr. Wolf Schumacher,365.0,1.0,,01jan2012,31dec2012,,,1100.0,330.0,495.0,,,825.0,825.0,0.0,26.02659,2776.027,,1.0,0.0,2776.027,MDAX,4,0,German,01jan1958,,0.999315537303217
709.0,2013,DE0005408116,Aareal Bank,Aareal Bank AG,671.0,Dr. Wolf Schumacher,365.0,1.0,,01jan2013,31dec2013,,,1100.0,363.0,544.5,,,907.5,363.0,544.5,27.751,2942.751,761.0,0.0,,3703.751,MDAX,5,0,German,01jan1958,,0.9965776865160849
709.0,2014,DE0005408116,Aareal Bank,Aareal Bank AG,671.0,Dr. Wolf Schumacher,365.0,1.0,,01jan2014,31dec2014,,,1350.0,364.28,,546.42,,910.7,910.7,,28.22389,2653.204,770.232,0.0,,3423.436,MDAX,4,0,German,01jan1958,,0.9965776865160849
927.0,2015,DE0005408116,Aareal Bank,Aareal Bank AG,880.0,Hermann J. Merkens,365.0,1.0,1.0,17sep2015,31dec2015,01jan2015,31dec2015,1214.667,202.4,211.68,449.317,211.68,748.861,748.861,,46.594,2424.202,329.035,0.0,,2753.237,MDAX,4,0,German,01jan1966,,0.2874743326488706
927.0,2016,DE0005408116,Aareal Bank,Aareal Bank AG,880.0,Hermann J. Merkens,365.0,1.0,1.0,01jan2016,31dec2016,01jan2016,31dec2016,1300.0,299.544,317.893,420.0,317.893,700.0,700.0,,38.511,2655.948,1032.35,0.0,,3688.298,MDAX,5,0,German,01jan1966,,0.999315537303217
927.0,2017,DE0005408116,Aareal Bank,Aareal Bank AG,880.0,Hermann J. Merkens,365.0,1.0,1.0,01jan2017,31dec2017,01jan2017,31dec2017,1300.0,377.72,366.443,420.0,366.443,700.0,700.0,,39.557,2783.72,726.3,0.0,,3510.02,MDAX,5,0,German,01jan1966,,0.9965776865160849
927.0,2018,DE0005408116,Aareal Bank,Aareal Bank AG,880.0,Hermann J. Merkens,365.0,1.0,,01jan2018,31dec2018,01jan2018,01oct2018,1300.0,343.994,445.215,420.0,445.215,700.0,700.0,,34.024,2823.233,847.178,0.0,,3670.411,MDAX,6,0,German,01jan1966,,0.9965776865160849
927.0,2019,DE0005408116,Aareal Bank,Aareal Bank AG,880.0,Hermann J. Merkens,365.0,1.0,,01jan2019,31dec2019,,,1425.0,304.248,515.593,375.0,515.593,625.0,625.0,,36.079,2905.92,2297.353,0.0,,5203.273,MDAX,6,0,German,01jan1966,,0.9965776865160849
923.0,2006,DE000A1EWWW0,Adidas,Adidas AG,876.0,Herbert Hainer,365.0,1.0,,01jan2006,31dec2006,,,1120.0,1500.0,800.0,,,0.0,0.0,0.0,23.0,3443.0,4490.0,0.0,0.0,7933.0,DAX,4,0,German,03jul1954,Consumer,0.9965776865160849
923.0,2007,DE000A1EWWW0,Adidas,Adidas AG,876.0,Herbert Hainer,365.0,1.0,,01jan2007,31dec2007,,,1120.0,1680.0,1360.0,,,0.0,0.0,0.0,23.0,4183.0,240.0,0.0,0.0,4423.0,DAX,4,0,German,03jul1954,Consumer,0.9965776865160849
923.0,2008,DE000A1EWWW0,Adidas,Adidas AG,876.0,Herbert Hainer,365.0,1.0,,01jan2008,31dec2008,,,1250.0,1680.0,480.0,,,0.0,0.0,0.0,26.0,3436.0,240.0,0.0,0.0,3676.0,DAX,4,0,German,03jul1954,Consumer,0.999315537303217
923.0,2009,DE000A1EWWW0,Adidas,Adidas AG,876.0,Herbert Hainer,365.0,1.0,,01jan2009,31dec2009,,,1250.0,1512.0,1400.0,,,0.0,0.0,0.0,27.0,4189.0,,1.0,0.0,4189.0,DAX,4,0,German,03jul1954,Consumer,0.9965776865160849
923.0,2010,DE000A1EWWW0,Adidas,Adidas AG,876.0,Herbert Hainer,365.0,1.0,,01jan2010,31dec2010,,,1373.0,1752.0,1680.0,,,0.0,0.0,0.0,28.0,4833.0,,1.0,0.0,4833.0,DAX,4,0,German,03jul1954,Consumer,0.9965776865160849
923.0,2011,DE000A1EWWW0,Adidas,Adidas AG,876.0,Herbert Hainer,365.0,1.0,,01jan2011,31dec2011,,,1400.0,1200.0,3220.0,,,0.0,0.0,0.0,27.0,5847.0,,1.0,0.0,5847.0,DAX,4,0,German,03jul1954,Consumer,0.9965776865160849
923.0,2012,DE000A1EWWW0,Adidas,Adidas AG,876.0,Herbert Hainer,365.0,1.0,,01jan2012,31dec2012,,,1400.0,1236.0,1540.0,,,0.0,0.0,0.0,30.0,4206.0,200.0,0.0,0.0,4406.0,DAX,4,0,German,03jul1954,Consumer,0.999315537303217
923.0,2013,DE000A1EWWW0,Adidas,Adidas AG,876.0,Herbert Hainer,365.0,1.0,,01jan2013,31dec2013,,,1482.0,828.0,1540.0,,,,,,54.0,3904.0,332.0,0.0,,4236.0,DAX,5,0,German,03jul1954,Consumer,0.9965776865160849
923.0,2014,DE000A1EWWW0,Adidas,Adidas AG,876.0,Herbert Hainer,365.0,1.0,,01jan2014,31dec2014,,,1500.0,700.194,3234.0,1540.0,3234.0,,,,35.397,5469.591,330.836,0.0,,5800.427,DAX,6,0,German,03jul1954,Consumer,0.9965776865160849
923.0,2015,DE000A1EWWW0,Adidas,Adidas AG,876.0,Herbert Hainer,365.0,1.0,,01jan2015,31dec2015,,,1582.258,1311.27,,1694.0,,,,,28.199,2921.727,428.648,0.0,,3350.375,DAX,5,0,German,03jul1954,Consumer,0.9965776865160849
1067.0,2016,DE000A1EWWW0,Adidas,Adidas AG,1018.0,Kasper Rorsted,152.0,1.0,,01oct2016,31dec2016,,,833.333,937.5,,833.333,,,,,18.8,1789.633,587.372,0.0,,2377.005,DAX,6,0,Danish,24feb1962,Consumer,0.24914442162902123
1067.0,2017,DE000A1EWWW0,Adidas,Adidas AG,1018.0,Kasper Rorsted,365.0,1.0,,01jan2017,31dec2017,,,2000.0,2400.0,4250.0,2000.0,4250.0,,,,0.452,8650.452,1243.202,0.0,,9893.654,DAX,8,0,Danish,24feb1962,Consumer,0.9965776865160849
1067.0,2018,DE000A1EWWW0,Adidas,Adidas AG,1018.0,Kasper Rorsted,365.0,1.0,,01jan2018,31dec2018,,,2000.0,1685.714,0.0,0.0,0.0,2285.714,2285.714,,19.31,5990.738,1052.993,0.0,,7043.731,DAX,6,0,Danish,24feb1962,Consumer,0.9965776865160849
1067.0,2019,DE000A1EWWW0,Adidas,Adidas AG,1018.0,Kasper Rorsted,365.0,1.0,,01jan2019,31dec2019,,,2000.0,1200.0,,,,2285.714,2285.714,,26.417,5512.131,856.807,0.0,,6368.938,DAX,7,0,Danish,24feb1962,Consumer,0.9965776865160849
1067.0,2020,DE000A1EWWW0,Adidas,Adidas AG,1018.0,Kasper Rorsted,365.0,1.0,,01jan2020,31dec2020,,,2000.0,0.0,,,,571.429,571.429,,31.417,2602.846,1111.383,0.0,,3714.229,DAX,6,0,Danish,24feb1962,Consumer,0.999315537303217
1067.0,2021,DE000A1EWWW0,Adidas,Adidas AG,1018.0,Kasper Rorsted,365.0,1.0,,01jan2021,31dec2021,,,2083.333,2187.5,0.0,0.0,0.0,4687.5,4687.5,,31.303,8989.636,1103.127,0.0,,10092.76,DAX,6,0,Danish,24feb1962,Consumer,0.9965776865160849
353.0,2021,DE000A0WMPJ6,Aixtron,Aixtron SE,332.0,Dr. Felix J. Grawert,365.0,1.0,1.0,01apr2021,31dec2021,01jan2021,31dec2021,400.0,1552.0,0.0,0.0,0.0,1010.0,1010.0,,36.0,2998.0,0.0,0.0,,2998.0,MDAX,4,0,German,01jan1975,,0.7501711156741958
1227.0,2006,DE0008404005,Allianz,Allianz SE,1166.0,Michael Diekmann,365.0,1.0,,01jan2006,31dec2006,,,1050.0,2224.0,458.0,,,1528.0,957.0,571.0,40.0,5300.0,531.0,0.0,0.0,5831.0,DAX,11,0,German,23dec1954,Insurance,0.9965776865160849
1227.0,2007,DE0008404005,Allianz,Allianz SE,1166.0,Michael Diekmann,365.0,1.0,,01jan2007,31dec2007,,,1050.0,2046.0,472.0,,,1608.0,1020.0,588.0,24.0,5200.0,461.0,0.0,0.0,5661.0,DAX,11,0,German,23dec1954,Insurance,0.9965776865160849
1227.0,2008,DE0008404005,Allianz,Allianz SE,1166.0,Michael Diekmann,365.0,1.0,,01jan2008,31dec2008,,,1200.0,1112.0,311.0,,,1150.0,720.0,430.0,26.0,3799.0,553.0,0.0,0.0,4352.0,DAX,11,0,German,23dec1954,Insurance,0.999315537303217
1227.0,2009,DE0008404005,Allianz,Allianz SE,1166.0,Michael Diekmann,365.0,1.0,,01jan2009,31dec2009,,,1200.0,2081.0,257.0,,,1255.0,750.0,505.0,28.0,4821.0,728.0,0.0,0.0,5549.0,DAX,12,0,German,23dec1954,Insurance,0.9965776865160849
1227.0,2010,DE0008404005,Allianz,Allianz SE,1166.0,Michael Diekmann,365.0,1.0,,01jan2010,31dec2010,,,1200.0,1544.0,1544.0,,,1544.0,1544.0,0.0,24.0,5856.0,743.0,0.0,0.0,6599.0,DAX,10,0,German,23dec1954,Insurance,0.9965776865160849
1227.0,2011,DE0008404005,Allianz,Allianz SE,1166.0,Michael Diekmann,365.0,1.0,,01jan2011,31dec2011,,,1200.0,1062.0,1062.0,,,1062.0,1062.0,0.0,31.0,4417.0,846.0,0.0,0.0,5263.0,DAX,10,0,German,23dec1954,Insurance,0.9965776865160849
1227.0,2012,DE0008404005,Allianz,Allianz SE,1166.0,Michael Diekmann,365.0,1.0,,01jan2012,31dec2012,,,1280.0,1498.0,1498.0,,,1498.0,1498.0,0.0,23.0,5797.0,305.0,0.0,0.0,6102.0,DAX,12,0,German,23dec1954,Insurance,0.999315537303217
1227.0,2013,DE0008404005,Allianz,Allianz SE,1166.0,Michael Diekmann,365.0,1.0,,01jan2013,31dec2013,,,1280.0,1581.0,1581.0,,,1581.0,1581.0,,24.0,6047.0,914.0,0.0,267.0,7228.0,DAX,11,0,German,23dec1954,Insurance,0.9965776865160849
1227.0,2014,DE0008404005,Allianz,Allianz SE,1166.0,Michael Diekmann,365.0,1.0,,01jan2014,31dec2014,,,1280.0,1546.0,,1546.0,,1546.0,1546.0,,24.0,4396.0,998.0,0.0,,5394.0,DAX,11,0,German,23dec1954,Insurance,0.9965776865160849
1290.0,2015,DE0008404005,Allianz,Allianz SE,1225.0,Oliver Bäte,365.0,1.0,,07may2015,31dec2015,,,994.0,1260.0,3516.0,1260.0,3516.0,1260.0,1260.0,,15.0,7045.0,483.0,0.0,,7528.0,DAX,11,0,German,01mar1965,Insurance,0.6516084873374401
1290.0,2016,DE0008404005,Allianz,Allianz SE,1225.0,Oliver Bäte,365.0,1.0,,01jan2016,31dec2016,,,1125.0,1474.0,0.0,1474.0,0.0,1474.0,1474.0,,30.0,4103.0,625.0,0.0,,4728.0,DAX,10,0,German,01mar1965,Insurance,0.999315537303217
1290.0,2017,DE0008404005,Allianz,Allianz SE,1225.0,Oliver Bäte,365.0,1.0,,01jan2017,31dec2017,,,1125.0,1384.0,,1384.0,,1384.0,1384.0,,32.0,3925.0,622.0,0.0,,4547.0,DAX,9,0,German,01mar1965,Insurance,0.9965776865160849
1290.0,2018,DE0008404005,Allianz,Allianz SE,1225.0,Oliver Bäte,365.0,1.0,,01jan2018,31dec2018,,,1313.0,1614.0,,1614.0,,1614.0,1614.0,,17.0,4558.0,696.0,0.0,,5254.0,DAX,10,0,German,01mar1965,Insurance,0.9965776865160849
1290.0,2019,DE0008404005,Allianz,Allianz SE,1225.0,Oliver Bäte,365.0,1.0,,01jan2019,31dec2019,,,1706.0,1747.0,,,,3143.0,3143.0,,20.0,6616.0,891.0,0.0,,7507.0,DAX,10,0,German,01mar1965,Insurance,0.9965776865160849
1290.0,2020,DE0008404005,Allianz,Allianz SE,1225.0,Oliver Bäte,365.0,1.0,,01jan2020,31dec2020,,,1706.0,1257.0,,,,2620.0,2620.0,,11.0,5594.0,1041.0,0.0,,6635.0,DAX,11,0,German,01mar1965,Insurance,0.999315537303217
1290.0,2021,DE0008404005,Allianz,Allianz SE,1225.0,Oliver Bäte,365.0,1.0,,01jan2021,31dec2021,,,1911.0,1748.0,0.0,0.0,0.0,3145.0,3145.0,,11.0,6815.0,1050.0,0.0,,7865.0,DAX,11,0,German,01mar1965,Insurance,0.9965776865160849
1297.0,2014,DE000A0LD2U1,Alstria Office REIT,Alstria Office REIT-AG,1232.0,Olivier Elamine,365.0,1.0,,01jan2014,31dec2014,,,440.0,170.0,,,,498.0,498.0,,14.0,1122.0,85.0,0.0,,1207.0,,2,0,French,01oct1972,,0.9965776865160849
1297.0,2015,DE000A0LD2U1,Alstria Office REIT,Alstria Office REIT-AG,1232.0,Olivier Elamine,365.0,1.0,,01jan2015,31dec2015,,,440.0,177.0,,,,498.0,498.0,,10.0,1125.0,84.0,0.0,,1209.0,,2,0,French,01oct1972,,0.9965776865160849
1297.0,2016,DE000A0LD2U1,Alstria Office REIT,Alstria Office REIT-AG,1232.0,Olivier Elamine,365.0,1.0,,01jan2016,31dec2016,,,440.0,208.0,75.0,58.0,75.0,440.0,440.0,,8.0,1171.0,84.0,0.0,,1255.0,MDAX,2,0,French,01oct1972,,0.999315537303217
1297.0,2017,DE000A0LD2U1,Alstria Office REIT,Alstria Office REIT-AG,1232.0,Olivier Elamine,365.0,1.0,,01jan2017,31dec2017,,,440.0,180.0,68.0,58.0,68.0,440.0,440.0,,7.0,1135.0,84.0,0.0,,1219.0,MDAX,2,0,French,01oct1972,,0.9965776865160849
1297.0,2018,DE000A0LD2U1,Alstria Office REIT,Alstria Office REIT-AG,1232.0,Olivier Elamine,365.0,1.0,,01jan2018,31dec2018,,,440.0,178.0,83.0,0.0,83.0,440.0,440.0,,15.0,1156.0,100.0,0.0,,1256.0,MDAX,2,0,French,01oct1972,,0.9965776865160849
1297.0,2019,DE000A0LD2U1,Alstria Office REIT,Alstria Office REIT-AG,1232.0,Olivier Elamine,365.0,1.0,,01jan2019,31dec2019,,,440.0,249.0,70.0,0.0,70.0,440.0,440.0,,16.0,1215.0,102.0,0.0,,1317.0,MDAX,2,0,French,01oct1972,,0.9965776865160849
1297.0,2020,DE000A0LD2U1,Alstria Office REIT,Alstria Office REIT-AG,1232.0,Olivier Elamine,365.0,1.0,,01jan2020,31dec2020,,,440.0,308.0,83.0,0.0,83.0,440.0,440.0,,16.0,1287.0,99.0,0.0,,1386.0,MDAX,2,0,French,01oct1972,,0.999315537303217
576.0,2006,DE0007600801,Altana,Altana AG,545.0,Dr. Nikolaus Schweickart,365.0,1.0,,01jan2006,31dec2006,,,480.0,2010.0,0.0,,,0.0,0.0,0.0,20.0,2510.0,2053.0,0.0,0.0,4563.0,DAX,4,0,German,02dec1943,,0.9965776865160849
547.0,2007,DE0007600801,Altana,Altana AG,517.0,Dr. Matthias Wolfgruber,365.0,1.0,,03may2007,31dec2007,,,409.0,1093.0,0.0,,,0.0,0.0,0.0,8.0,1510.0,114.0,0.0,0.0,1624.0,DAX and MDAX,4,0,German,24jan1954,,0.6625598904859685
547.0,2008,DE0007600801,Altana,Altana AG,517.0,Dr. Matthias Wolfgruber,365.0,1.0,,01jan2008,31dec2008,,,450.0,690.0,0.0,,,126.3605,126.3605,0.0,7.0,1273.36,150.0,0.0,0.0,1423.36,MDAX,2,0,German,24jan1954,,0.999315537303217
547.0,2009,DE0007600801,Altana,Altana AG,517.0,Dr. Matthias Wolfgruber,365.0,1.0,,01jan2009,31dec2009,,,450.0,759.0,0.0,,,0.0,0.0,0.0,7.0,1216.0,111.0,0.0,0.0,1327.0,MDAX,2,0,German,24jan1954,,0.9965776865160849
666.0,2006,DE0006275001,Arcandor,Arcandor AG,629.0,Dr. Thomas Middelhoff,365.0,1.0,,01jan2006,31dec2006,,,809.0,765.0,0.0,,,0.0,0.0,0.0,0.0,1574.0,144.0,0.0,0.0,1718.0,MDAX,6,0,German,11may1953,,0.9965776865160849
666.0,2007,DE0006275001,Arcandor,Arcandor AG,629.0,Dr. Thomas Middelhoff,365.0,1.0,,01jan2007,30sep2007,,,727.0,1898.0,0.0,,,71.0,71.0,0.0,0.0,2696.0,56.0,0.0,0.0,2752.0,MDAX,7,0,German,11may1953,,0.9965776865160849
666.0,2008,DE0006275001,Arcandor,Arcandor AG,629.0,Dr. Thomas Middelhoff,365.0,1.0,,01oct2007,30sep2008,,,1221.0,2642.0,0.0,,,5.0,5.0,0.0,0.0,3868.0,371.0,0.0,0.0,4239.0,MDAX,7,0,German,11may1953,,1.2511978097193703
1516.0,2017,LU1673108939,Aroundtown,Aroundtown S.A.,1438.0,Shmuel Mayo,365.0,1.0,,01jan2017,31dec2017,,,612.0,,,,,0.0,0.0,,0.0,612.0,,1.0,,612.0,,4,0,Israely,01jan1969,,0.9965776865160849
1516.0,2018,LU1673108939,Aroundtown,Aroundtown S.A.,1438.0,Shmuel Mayo,365.0,1.0,,01jan2018,31dec2018,,,612.0,,,,,0.0,0.0,,0.0,612.0,,1.0,,612.0,MDAX,3,0,Israely,01jan1969,,0.9965776865160849
1516.0,2019,LU1673108939,Aroundtown,Aroundtown S.A.,1438.0,Shmuel Mayo,365.0,1.0,,01jan2019,31dec2019,,,595.0,,,,,0.0,0.0,,0.0,595.0,,1.0,,595.0,MDAX,3,0,Israely,01jan1969,,0.9965776865160849
88.0,2020,LU1673108939,Aroundtown,Aroundtown S.A.,83.0,Barak Bar-Hen,60.0,1.0,,01nov2020,31dec2020,,,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,,1.0,,96.0,MDAX,5,0,Dutch,14may1977,,0.16427104722792607
88.0,2021,LU1673108939,Aroundtown,Aroundtown S.A.,83.0,Barak Bar-Hen,365.0,1.0,,01jan2021,31dec2021,,,585.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,585.0,,1.0,,585.0,MDAX,4,0,Dutch,14may1977,,0.9965776865160849
537.0,2007,DE0005156004,Arques,Arques Industries AG,507.0,Dr. Martin Vorderwülbecke,365.0,1.0,,01may2007,31dec2007,01jan2007,30apr2007,820.0,0.0,0.0,,,0.0,0.0,0.0,8.0,828.0,,1.0,0.0,828.0,MDAX,5,0,German,02sep1960,,0.6680355920602327
569.0,2008,DE0005156004,Arques,Arques Industries AG,539.0,Dr. Michael Schumann,365.0,1.0,,01feb2008,31dec2008,,,343.0,0.0,0.0,,,803.75,0.0,803.75,5.0,1151.75,,1.0,0.0,1151.75,MDAX,4,0,German,26oct1961,,0.9144421629021219
704.0,2007,DE0006766504,Aurubis,Aurubis AG,666.0,Dr. Werner Marnette,365.0,1.0,,01oct2006,30sep2007,,,390.0,689.0,0.0,,,19.99,0.0,19.99,45.0,1143.99,386.9,0.0,0.0,1530.89,MDAX,5,0,German,27sep1945,,1.2484599589322383
270.0,2008,DE0006766504,Aurubis,Aurubis AG,256.0,Dr. Bernd Drouven,365.0,1.0,1.0,16jan2008,30sep2008,01oct2007,30sep2008,385.0,703.0,0.0,,,39.254,0.0,39.254,22.0,1149.254,,0.0,0.0,984.454,MDAX,6,0,German,19sep1955,,0.9582477754962354
270.0,2009,DE0006766504,Aurubis,Aurubis AG,256.0,Dr. Bernd Drouven,365.0,1.0,,01oct2008,30sep2009,,,417.0,267.9,0.0,,,24.218,0.0,24.218,22.38,731.498,,0.0,0.0,700.198,MDAX,6,0,German,19sep1955,,1.2484599589322383
270.0,2010,DE0006766504,Aurubis,Aurubis AG,256.0,Dr. Bernd Drouven,365.0,1.0,,01oct2009,30sep2010,,,480.0,570.0,380.0,,,0.0,0.0,0.0,22.0,1452.0,651.1,0.0,0.0,2103.1,MDAX,5,0,German,19sep1955,,1.2484599589322383
270.0,2011,DE0006766504,Aurubis,Aurubis AG,256.0,Dr. Bernd Drouven,365.0,1.0,,01oct2010,30sep2011,,,480.0,400.0,600.0,,,0.0,0.0,0.0,22.484,1502.484,733.9,0.0,0.0,2236.384,MDAX,5,0,German,19sep1955,,1.2484599589322383
1341.0,2012,DE0006766504,Aurubis,Aurubis AG,1275.0,Peter Willbrandt,365.0,1.0,,01jan2012,30sep2012,,,408.0,329.2,493.8,,,0.0,0.0,0.0,24.0,1255.0,,1.0,0.0,1255.0,MDAX,5,0,German,16feb1962,,0.999315537303217
1341.0,2013,DE0006766504,Aurubis,Aurubis AG,1275.0,Peter Willbrandt,365.0,1.0,,01oct2012,30sep2013,,,468.0,339.063,580.0,,,,,,70.216,1457.279,248.864,0.0,,1706.143,MDAX,5,0,German,16feb1962,,1.2484599589322383
1341.0,2014,DE0006766504,Aurubis,Aurubis AG,1275.0,Peter Willbrandt,365.0,1.0,,01oct2013,30sep2014,,,540.0,337.5,,310.5,,,,,33.317,910.817,253.879,0.0,,1164.696,MDAX,4,0,German,16feb1962,,1.2484599589322383
270.0,2015,DE0006766504,Aurubis,Aurubis AG,256.0,Dr. Bernd Drouven,333.0,1.0,,01nov2014,30sep2015,,,495.0,412.5,316.8,124.369,316.8,,,,4.112,1228.412,110.0,0.0,,1338.412,MDAX,5,0,German,19sep1955,,1.163586584531143
1047.0,2016,DE0006766504,Aurubis,Aurubis AG,998.0,Jürgen Schachler,91.0,1.0,,01jul2016,30sep2016,,,142.5,118.75,117.563,157.106,117.563,,,,3.465,382.278,260.0,0.0,,642.278,MDAX,4,0,German,01jan1954,,0.5010266940451745
1047.0,2017,DE0006766504,Aurubis,Aurubis AG,998.0,Jürgen Schachler,365.0,1.0,1.0,01oct2016,30sep2017,01jul2017,30sep2017,570.0,475.0,691.125,686.85,691.125,0.0,,,19.586,1755.711,260.0,0.0,,2015.711,MDAX,3,0,German,01jan1954,,1.2484599589322383
1047.0,2018,DE0006766504,Aurubis,Aurubis AG,998.0,Jürgen Schachler,365.0,1.0,,01oct2017,30sep2018,01oct2017,01jan2018,600.0,475.0,559.5,504.75,559.5,0.0,,,22.474,1656.974,260.0,0.0,,1916.974,MDAX,3,0,German,01jan1954,,1.2484599589322383
1477.0,2019,DE0006766504,Aurubis,Aurubis AG,1399.0,Roland Harings,133.0,1.0,,01jul2019,30sep2019,,,222.0,0.0,0.0,113.0,0.0,70.0,70.0,,6.0,298.0,200.0,0.0,,498.0,MDAX,4,0,German,28jun1963,,0.5010266940451745
1477.0,2020,DE0006766504,Aurubis,Aurubis AG,1399.0,Roland Harings,365.0,1.0,,01oct2019,30sep2020,,,600.0,123.315,0.0,312.222,0.0,196.778,196.778,,12.571,932.664,260.0,0.0,,1192.664,MDAX,4,0,German,28jun1963,,1.2511978097193703
1477.0,2021,DE0006766504,Aurubis,Aurubis AG,1399.0,Roland Harings,365.0,1.0,,01oct2020,30sep2021,,,600.0,389.112,0.0,375.832,0.0,235.12,235.12,,13.398,1237.63,260.0,0.0,0.0,1497.63,MDAX,4,0,German,28jun1963,,1.2484599589322383
461.0,2006,DE000BASF111,BASF,BASF SE,436.0,Dr. Jürgen Hambrecht,365.0,1.0,,01jan2006,31dec2006,,,1100.0,2175.0,0.0,,,716.0,0.0,716.0,151.0,4142.0,830.0,0.0,0.0,4972.0,DAX,9,0,German,20aug1946,Chemicals,0.9965776865160849
461.0,2007,DE000BASF111,BASF,BASF SE,436.0,Dr. Jürgen Hambrecht,365.0,1.0,,01jan2007,31dec2007,,,1100.0,2800.0,0.0,,,1172.0,0.0,1172.0,140.0,5212.0,507.0,0.0,0.0,5719.0,DAX,9,0,German,20aug1946,Chemicals,0.9965776865160849
461.0,2008,DE000BASF111,BASF,BASF SE,436.0,Dr. Jürgen Hambrecht,365.0,1.0,,01jan2008,31dec2008,,,1100.0,2220.0,0.0,,,967.0,0.0,967.0,112.0,4399.0,333.0,0.0,0.0,4732.0,DAX,10,0,German,20aug1946,Chemicals,0.999315537303217
461.0,2009,DE000BASF111,BASF,BASF SE,436.0,Dr. Jürgen Hambrecht,365.0,1.0,,01jan2009,31dec2009,,,1100.0,1525.0,0.0,,,647.0,0.0,647.0,105.0,3377.0,58.0,0.0,0.0,3435.0,DAX,8,0,German,20aug1946,Chemicals,0.9965776865160849
461.0,2010,DE000BASF111,BASF,BASF SE,436.0,Dr. Jürgen Hambrecht,365.0,1.0,,01jan2010,31dec2010,,,1100.0,,3240.0,,,768.0,0.0,768.0,129.0,5237.0,9.0,0.0,0.0,5246.0,DAX,8,0,German,20aug1946,Chemicals,0.9965776865160849
494.0,2011,DE000BASF111,BASF,BASF SE,466.0,Dr. Kurt Bock,365.0,1.0,,06may2011,31dec2011,01jan2011,06may2011,1044.0,,2948.0,,,757.0,0.0,757.0,504.0,5253.0,760.0,0.0,0.0,6013.0,DAX,10,0,German,03jul1958,Chemicals,0.6543463381245722
494.0,2012,DE000BASF111,BASF,BASF SE,466.0,Dr. Kurt Bock,365.0,1.0,,01jan2012,31dec2012,,,1200.0,,3174.0,,,770.0,0.0,770.0,142.0,5286.0,818.0,0.0,0.0,6104.0,DAX,9,0,German,03jul1958,Chemicals,0.999315537303217
494.0,2013,DE000BASF111,BASF,BASF SE,466.0,Dr. Kurt Bock,365.0,1.0,,01jan2013,31dec2013,,,1200.0,,2794.0,,,1282.0,,1282.0,124.0,5400.0,943.0,0.0,,6343.0,DAX,8,0,German,03jul1958,Chemicals,0.9965776865160849
