isin|year|company_shortname|company_name|opting_out|index_listing|new_cnameshort|n_executives|days_bt|fy_begin|fy_end|salary_bt|one_year_bonus_bt|multi_year_bonus_bt|multi_year_bonus_grants_bt|multi_year_bonus_payout_bt|total_equity_grants_bt|stock_grants_bt|option_grants_bt|other_annual_bt|total_comp_bt|one_time_payment_bt|pension_bt|total_comp_pens_and_one_time_bt
"DE0005545503"|2017|"1&1 Drillisch"|"1&1 Drillisch AG"|0|""|""|3|820|"01jan2017"|"31dec2017"|1400|1450|0|1662|0|0|0|0|45|2895|1907|2|4804
"DE0005545503"|2018|"1&1 Drillisch"|"1&1 Drillisch AG"|0|"MDAX"|""|2|730|"01jan2018"|"31dec2018"|700|531|300|100|300|0|0|0|25|1556|0|1|1557
"IT0000062072"|2006|"AMB Generali"|"AMB Generali Holding AG"|1|"MDAX"|""|2|730|"01jan2006"|"31dec2006"|1119|1998|0|||0|0|0|13|3130|0|0|3130
"IT0000062072"|2007|"AMB Generali"|"AMB Generali Holding AG"|1|"MDAX"|""|4|943|"01jan2007"|"31dec2007"|1022|1877|0|||0|0|0|117|3016|0||3016
"DE0005085906"|2006|"AWD"|"AWD Holding AG"|0|"MDAX"|""|4|1111|"01jan2006"|"31dec2006"|1602|1331|0|||58|0|58|104|3095|160|0|3255
"DE0005085906"|2007|"AWD"|"AWD Holding AG"|0|"MDAX"|""|5|1017|"01jan2007"|"31dec2007"|1454|830|0|||44|0|44|98|2426|0|0|2426
"DE0005085906"|2008|"AWD"|"AWD Holding AG"|0|"MDAX"|""|8|1604|"01jan2008"|"31dec2008"|2211|1092|110|||0|0|0|294|3707|0|0|3707
"DE0005408116"|2006|"Aareal Bank"|"Aareal Bank AG"|1|"MDAX"|""|5|1825|"01jan2006"|"31dec2006"|1820|2580|0|||2130|2130|0|100.0482|6630.048|0|242.915|6872.963
"DE0005408116"|2007|"Aareal Bank"|"Aareal Bank AG"|0|"MDAX"|""|5|1701|"01jan2007"|"31dec2007"|1745|2145|0|||4835|4835|0|647.7018|9372.702|0|0|9372.702
"DE0005408116"|2008|"Aareal Bank"|"Aareal Bank AG"|0|"MDAX"|""|4|1460|"01jan2008"|"31dec2008"|2442.5|1443.75|0|||1500|1500|0|101.766|5488.016|0|0|5488.016
"DE0005408116"|2009|"Aareal Bank"|"Aareal Bank AG"|0|"MDAX"|""|4|1460|"01jan2009"|"31dec2009"|2000|0|0|||0|0|0|126.654|2126.654|0|929|3055.654
"DE0005408116"|2010|"Aareal Bank"|"Aareal Bank AG"|0|"MDAX"|""|5|1458|"01jan2010"|"31dec2010"|2000|0|0|||0|0|0|139|2139|2546|6312|10997
"DE0005408116"|2011|"Aareal Bank"|"Aareal Bank AG"|0|"MDAX"|""|4|1460|"01jan2011"|"31dec2011"|2750|4534.125|669.937|||2804.062|2804.062|0|147.043|10905.17|0|970|11875.17
"DE0005408116"|2012|"Aareal Bank"|"Aareal Bank AG"|0|"MDAX"|""|4|1460|"01jan2012"|"31dec2012"|3150|880|1320|||2200|2200|0|137.8209|7687.821|0|0|7687.821
"DE0005408116"|2013|"Aareal Bank"|"Aareal Bank AG"|0|"MDAX"|""|5|1458|"01jan2013"|"31dec2013"|3179.167|1249.663|1378.245|||2297.075|919|1378.245|143.8259|8247.976|0|1748|9995.976
"DE0005408116"|2014|"Aareal Bank"|"Aareal Bank AG"|0|"MDAX"|""|4|1460|"01jan2014"|"31dec2014"|3990|988.12|0|1482.18|0|2470.3|2470.3|0|150.115|7598.535|0|1764.796|9363.331
"DE0005408116"|2015|"Aareal Bank"|"Aareal Bank AG"|0|"MDAX"|""|4|1367|"01jan2015"|"31dec2015"|3987.167|958.48|844.229|1499.227|844.229|2498.711|2498.711|0|140.117|8428.704|6853.709|5689.541|20971.95
"DE0005408116"|2016|"Aareal Bank"|"Aareal Bank AG"|0|"MDAX"|""|5|1569|"01jan2016"|"31dec2016"|3973.244|723.544|801.589|1149.18|801.589|1915.3|1915.3|0|155.625|7569.302|0|2403.065|9972.367
"DE0005408116"|2017|"Aareal Bank"|"Aareal Bank AG"|0|"MDAX"|""|5|1825|"01jan2017"|"31dec2017"|4468|1024.069|963.221|1284|963.221|2140|2140|0|179.406|8774.696|0|3031.369|11806.07
"DE0005408116"|2018|"Aareal Bank"|"Aareal Bank AG"|0|"MDAX"|""|6|1916|"01jan2018"|"31dec2018"|4688|1051.158|1191.188|1344.493|1191.188|2240.822|2240.822|0|171.165|9342.333|0|3025.863|12368.2
"DE0005408116"|2019|"Aareal Bank"|"Aareal Bank AG"|0|"MDAX"|""|6|2190|"01jan2019"|"31dec2019"|5786.957|960.859|1412.218|1515.773|1412.218|2526.288|2526.288|0|245.666|10931.99|0|7704.407|18636.39
"DE000A1EWWW0"|2006|"Adidas"|"Adidas AG"|0|"DAX"|""|4|1460|"01jan2006"|"31dec2006"|2673|3837|2000|||0|0|0|303|8813|0|7827|16640
"DE000A1EWWW0"|2007|"Adidas"|"Adidas AG"|0|"DAX"|""|4|1460|"01jan2007"|"31dec2007"|2658|4247|3400|||0|0|0|307|10612|0|425|11037
"DE000A1EWWW0"|2008|"Adidas"|"Adidas AG"|0|"DAX"|""|4|1460|"01jan2008"|"31dec2008"|2858|4202|1200|||0|0|0|156|8416|0|425|8841
"DE000A1EWWW0"|2009|"Adidas"|"Adidas AG"|0|"DAX"|""|4|1460|"01jan2009"|"31dec2009"|2881|3812|3700|||0|0|0|101|10494|0|0|10494
"DE000A1EWWW0"|2010|"Adidas"|"Adidas AG"|0|"DAX"|""|4|1460|"01jan2010"|"31dec2010"|3120|3839|4440|||0|0|0|95|11494|0|0|11494
"DE000A1EWWW0"|2011|"Adidas"|"Adidas AG"|0|"DAX"|""|4|1460|"01jan2011"|"31dec2011"|3181|2613|8641|||0|0|0|94|14529|0|0|14529
"DE000A1EWWW0"|2012|"Adidas"|"Adidas AG"|0|"DAX"|""|4|1460|"01jan2012"|"31dec2012"|3320|2721|4168|||0|0|0|100|10309|0|800|11109
"DE000A1EWWW0"|2013|"Adidas"|"Adidas AG"|0|"DAX"|""|5|1551|"01jan2013"|"31dec2013"|3541|1879|4067|||0|0|0|138|9625|0|941|10566
"DE000A1EWWW0"|2014|"Adidas"|"Adidas AG"|0|"DAX"|""|6|1824|"01jan2014"|"31dec2014"|3803.475|1528.689|8787.925|4740.613|8787.925|0|0|0|113.102|14233.19|104.53|2849.425|17187.14
"DE000A1EWWW0"|2015|"Adidas"|"Adidas AG"|0|"DAX"|""|5|1825|"01jan2015"|"31dec2015"|3984.088|3317.402|0|4570.235|0|0|0|0|112.407|7413.897|0|1756.678|9170.575
"DE000A1EWWW0"|2016|"Adidas"|"Adidas AG"|0|"DAX"|""|6|1885|"01jan2016"|"31dec2016"|4720.307|6480.903|0|5406.132|0|0|0|0|131.509|11332.72|2540.625|2212.215|16085.56
"DE000A1EWWW0"|2017|"Adidas"|"Adidas AG"|0|"DAX"|""|8|2055|"01jan2017"|"31dec2017"|5669.888|7552.994|19794.3|6636.908|19794.3|0|0|0|95.407|33112.59|3331.508|4899.944|41344.05
"DE000A1EWWW0"|2018|"Adidas"|"Adidas AG"|0|"DAX"|""|6|2190|"01jan2018"|"31dec2018"|5981.69|4430.863|0|0|0|6836.2|6836.2|0|119.153|17367.91|0|3194.195|20562.1
"DE000A1EWWW0"|2019|"Adidas"|"Adidas AG"|0|"DAX"|""|7|2182|"01jan2019"|"31dec2019"|5976.133|3574.302|0|0|0|6698.966|6698.966|0|244.203|16493.6|9865.837|3321.349|29680.79
"DE000A1EWWW0"|2020|"Adidas"|"Adidas AG"|0|"DAX"|""|6|1975|"01jan2020"|"31dec2020"|5548.708|0|0|0|0|2482.105|2482.105|0|239.151|8269.964|6341.367|3105.564|17716.89
"DE000A1EWWW0"|2021|"Adidas"|"Adidas AG"|0|"DAX"|""|6|2189|"01jan2021"|"31dec2021"|6303.333|6529.833|0|0|0|14182.5|14182.5|0|294.726|27310.39|688.311|3513.85|31512.55
"DE000A0WMPJ6"|2020|"Aixtron"|"Aixtron SE"|0|"MDAX"|""|3|821|"01jan2020"|"31dec2020"|808.5|972|42|1073|42|0|0|0|103.5|1926|0|0|1926
"DE000A0WMPJ6"|2021|"Aixtron"|"Aixtron SE"|0|"MDAX"|""|4|1063|"01jan2021"|"31dec2021"|990|3479|0|0|0|2357|2357|0|115|6941|0|0|6941
"DE0008404005"|2006|"Allianz"|"Allianz SE"|0|"DAX"|""|11|4012|"01jan2006"|"31dec2006"|8050|16848|3705|||12325|8182|4143|267|41195|0|3546|44741
"DE0008404005"|2007|"Allianz"|"Allianz SE"|0|"DAX"|""|11|4014|"01jan2007"|"31dec2007"|8050|14505|3481|||12328|7820|4508|459|38823|0|3668|42491
"DE0008404005"|2008|"Allianz"|"Allianz SE"|0|"DAX"|""|11|4015|"01jan2008"|"31dec2008"|8300|7185|2373|||7745|4848|2897|673|26276|3595.1|3635|33506.1
"DE0008404005"|2009|"Allianz"|"Allianz SE"|0|"DAX"|""|12|3649|"01jan2009"|"31dec2009"|7620|12358|1653|||8664|4998|3666|570|30865|1025|3704|35594
"DE0008404005"|2010|"Allianz"|"Allianz SE"|0|"DAX"|""|10|3648|"01jan2010"|"31dec2010"|7600|9921|9921|||9921|9921|0|473|37836|0|3800|41636
"DE0008404005"|2011|"Allianz"|"Allianz SE"|0|"DAX"|""|10|3637|"01jan2011"|"31dec2011"|7780|6361|5730|||6361|6361|0|483|26715|1927.5|3903.5|32546
"DE0008404005"|2012|"Allianz"|"Allianz SE"|0|"DAX"|""|12|4014|"01jan2012"|"31dec2012"|8144|10102|10151|||10151|10151|0|531|39079|0|846|39925
"DE0008404005"|2013|"Allianz"|"Allianz SE"|0|"DAX"|""|11|4015|"01jan2013"|"31dec2013"|8430|10961|10961|||10961|10961|0|351|41664|413|4113|46190
"DE0008404005"|2014|"Allianz"|"Allianz SE"|0|"DAX"|""|11|4013|"01jan2014"|"31dec2014"|8780|10607|0|10607|0|10607|10607|0|234|30228|4468.5|4466|39162.5
"DE0008404005"|2015|"Allianz"|"Allianz SE"|0|"DAX"|""|11|3650|"01jan2015"|"31dec2015"|8004|9725|29176|9725|29176|9725|9725|0|185|56815|7584.8|3852|68251.8
"DE0008404005"|2016|"Allianz"|"Allianz SE"|0|"DAX"|""|10|3284|"01jan2016"|"31dec2016"|7125|8911|375|8911|375|8911|8911|0|182|25504|1290|4763|31557
"DE0008404005"|2017|"Allianz"|"Allianz SE"|0|"DAX"|""|9|3282|"01jan2017"|"31dec2017"|7125|8371|0|8371|0|8371|8371|0|205|24072|937.5|4211|29220.5
"DE0008404005"|2018|"Allianz"|"Allianz SE"|0|"DAX"|""|10|3557|"01jan2018"|"31dec2018"|7876|9361|0|9361|0|9361|9361|0|331|26929|156|4038|31123
"DE0008404005"|2019|"Allianz"|"Allianz SE"|0|"DAX"|""|10|3649|"01jan2019"|"31dec2019"|10481|10012|0|0|0|18347|18347|0|267|39107|1625.5|5191|45923.5
"DE0008404005"|2020|"Allianz"|"Allianz SE"|0|"DAX"|""|11|3649|"01jan2020"|"31dec2020"|10481|7339|0|0|0|16228|16228|0|287|34335|4876.5|5547|44758.5
"DE0008404005"|2021|"Allianz"|"Allianz SE"|0|"DAX"|""|11|3646|"01jan2021"|"31dec2021"|10686.25|9460.75|0|0|0|17022.25|17022.25|0|274|37443.25|714.75|5437|43595
"DE000A0LD2U1"|2014|"Alstria Office REIT"|"Alstria Office REIT-AG"|0|""|""|2|730|"01jan2014"|"31dec2014"|800|309|0|0|0|905|905|0|23|2037|0|143|2180
"DE000A0LD2U1"|2015|"Alstria Office REIT"|"Alstria Office REIT-AG"|0|""|""|2|730|"01jan2015"|"31dec2015"|800|322|0|0|0|905|905|0|30|2057|0|142|2199
"DE000A0LD2U1"|2016|"Alstria Office REIT"|"Alstria Office REIT-AG"|0|"MDAX"|""|2|730|"01jan2016"|"31dec2016"|800|378|136|105|136|800|800|0|26|2140|0|142|2282
"DE000A0LD2U1"|2017|"Alstria Office REIT"|"Alstria Office REIT-AG"|0|"MDAX"|""|2|730|"01jan2017"|"31dec2017"|800|327|124|105|124|800|800|0|28|2079|0|142|2221
"DE000A0LD2U1"|2018|"Alstria Office REIT"|"Alstria Office REIT-AG"|0|"MDAX"|""|2|730|"01jan2018"|"31dec2018"|800|324|151|0|151|800|800|0|38|2113|0|179|2292
"DE000A0LD2U1"|2019|"Alstria Office REIT"|"Alstria Office REIT-AG"|0|"MDAX"|""|2|730|"01jan2019"|"31dec2019"|800|453|128|0|128|800|800|0|36|2217|0|186|2403
"DE000A0LD2U1"|2020|"Alstria Office REIT"|"Alstria Office REIT-AG"|0|"MDAX"|""|2|730|"01jan2020"|"31dec2020"|800|560|151|0|151|800|800|0|35|2346|0|181|2527
"DE0007600801"|2006|"Altana"|"Altana AG"|0|"DAX"|""|4|1459|"01jan2006"|"31dec2006"|1500|4512|0|||0|0|0|52|6064|1604|2478|10146
"DE0007600801"|2007|"Altana"|"Altana AG"|0|"DAX and MDAX"|""|4|851|"01jan2007"|"31dec2007"|869|2288|0|||0|0|0|34|3191|0|126|3317
"DE0007600801"|2008|"Altana"|"Altana AG"|0|"MDAX"|""|2|730|"01jan2008"|"31dec2008"|726|997|0|||189.6425|189.6425|0|35|1947.642|0|168|2115.643
"DE0007600801"|2009|"Altana"|"Altana AG"|0|"MDAX"|""|2|730|"01jan2009"|"31dec2009"|726|1096|0|||0|0|0|34|1856|0|123|1979
"DE0006275001"|2006|"Arcandor"|"Arcandor AG"|0|"MDAX"|""|6|1976|"01jan2006"|"31dec2006"|3868|4215|0|||0|0|0|0|8083|0|667|8750
"DE0006275001"|2007|"Arcandor"|"Arcandor AG"|0|"MDAX"|""|7|2096|"01jan2007"|"30sep2007"|3965|6439|0|||316|316|0|0|10720|0|276|10996
"DE0006275001"|2008|"Arcandor"|"Arcandor AG"|0|"MDAX"|""|7|2285|"01oct2007"|"30sep2008"|6022|12661|0|||18|18|0|0|18701|1500|1168|21369
"LU1673108939"|2017|"Aroundtown"|"Aroundtown S.A."|0|""|""|4|1458|"01jan2017"|"31dec2017"|1217|0|0|0|0|557|557|0|0|1774|0|0|1774
"LU1673108939"|2018|"Aroundtown"|"Aroundtown S.A."|0|"MDAX"|""|3|917|"01jan2018"|"31dec2018"|895|0|0|0|0|811|811|0|0|1706|0|0|1706
"LU1673108939"|2019|"Aroundtown"|"Aroundtown S.A."|0|"MDAX"|""|3|1094|"01jan2019"|"31dec2019"|1261|0|0|0|0|1221|1221|0|0|2482|0|0|2482
"LU1673108939"|2020|"Aroundtown"|"Aroundtown S.A."|0|"MDAX"|""|5|942|"01jan2020"|"31dec2020"|1108|0|0|0|0|414|414|0|0|1522|0|0|1522
"LU1673108939"|2021|"Aroundtown"|"Aroundtown S.A."|0|"MDAX"|""|4|1460|"01jan2021"|"31dec2021"|1772|0|0|0|0|1953|1953|0|0|3725|0|0|3725
"DE0005156004"|2007|"Arques"|"Arques Industries AG"|0|"MDAX"|""|5|1491|"01jan2007"|"31dec2007"|1417|2278|0|||2844.4|2844.4|0|22|6561.4|0|0|6561.4
"DE0005156004"|2008|"Arques"|"Arques Industries AG"|0|"MDAX"|""|4|1125|"01jan2008"|"31dec2008"|754|255|0|||2025|0|2025|25|3059|0|0|3059
"DE0006766504"|2006|"Aurubis"|"Aurubis AG"|1|"MDAX"|""|4|1367|"01oct2005"|"30sep2006"|1275.831|1412.125|0|||357.757|0|0|0|3045.713|0|0|3045.713
"DE0006766504"|2007|"Aurubis"|"Aurubis AG"|0|"MDAX"|""|5|1642|"01oct2006"|"30sep2007"|1396|2298|0|||78.628|0|78.628|153|3925.628|0|1526.5|5452.128
"DE0006766504"|2008|"Aurubis"|"Aurubis AG"|0|"MDAX"|""|6|1663|"01oct2007"|"30sep2008"|1479|2544|0|||116.191|0|116.191|134|4273.191|2445.4|1204.4|7922.991
"DE0006766504"|2009|"Aurubis"|"Aurubis AG"|0|"MDAX"|""|6|1915|"01oct2008"|"30sep2009"|1726|1080.925|0|||127.871|0|127.871|155.581|3090.377|100|-587.7|2602.677
"DE0006766504"|2010|"Aurubis"|"Aurubis AG"|0|"MDAX"|""|5|1825|"01oct2009"|"30sep2010"|1824|2118|1412|||0|0|0|102|5456|0|2633.4|8089.4
"DE0006766504"|2011|"Aurubis"|"Aurubis AG"|0|"MDAX"|""|5|1825|"01oct2010"|"30sep2011"|1824|1443.2|2164.8|||0|0|0|99.781|5531.781|0|2876.4|8408.181
"DE0006766504"|2012|"Aurubis"|"Aurubis AG"|0|"MDAX"|""|5|1551|"01oct2011"|"30sep2012"|1536|1245.2|1867.8|||0|0|0|92|4741|0|0|4741
"DE0006766504"|2013|"Aurubis"|"Aurubis AG"|0|"MDAX"|""|5|1489|"01oct2012"|"30sep2013"|1504|1094.479|1813.667|||0|0|0|137.975|4550.121|0|959.261|5509.382
"DE0006766504"|2014|"Aurubis"|"Aurubis AG"|0|"MDAX"|""|4|1460|"01oct2013"|"30sep2014"|1674|1046.25|0|931.5|0|0|0|0|83.354|2803.604|0|940.434|3744.038
"DE0006766504"|2015|"Aurubis"|"Aurubis AG"|0|"MDAX"|""|5|1516|"01oct2014"|"30sep2015"|1804.5|1349.064|1077.638|440.945|1077.638|0|0|0|70.238|4301.44|0|873.573|5175.013
"DE0006766504"|2016|"Aurubis"|"Aurubis AG"|0|"MDAX"|""|4|851|"01oct2015"|"30sep2016"|988|740.209|783.751|1047.375|783.751|0|0|0|41.763|2553.723|0|771.506|3325.229
"DE0006766504"|2017|"Aurubis"|"Aurubis AG"|0|"MDAX"|""|3|1002|"01oct2016"|"30sep2017"|1268.25|961.281|1497.438|1488.175|1497.438|0|0|0|54.033|3781.002|0|808.104|4589.106
"DE0006766504"|2018|"Aurubis"|"Aurubis AG"|0|"MDAX"|""|3|940|"01oct2017"|"30sep2018"|1265|964.919|870.333|1025.887|870.333|99.797|99.797|0|48.879|3248.928|0|570|3818.928
"DE0006766504"|2019|"Aurubis"|"Aurubis AG"|0|"MDAX"|""|4|1134|"01oct2018"|"30sep2019"|1432|702|560|901|560|303|303|0|70|3067|0|560|3627
"DE0006766504"|2020|"Aurubis"|"Aurubis AG"|0|"MDAX"|""|4|1141|"01oct2019"|"30sep2020"|1453.333|491.428|0|751.575|0|451.606|451.606|0|62.789|2459.156|0|730.301|3189.457
"DE0006766504"|2021|"Aurubis"|"Aurubis AG"|0|"MDAX"|""|4|1459|"01oct2020"|"30sep2021"|1860|945.549|0|1142.53|0|714.766|714.766|0|93.767|3614.082|0|800|4414.082
"DE0005501357"|2006|"Axel Springer"|"Axel Springer AG"|1|""|""|4|1460|"01jan2006"|"31dec2006"|6864|3973|0|||9501|0|0|0|20338|0|333|20671
"DE0005501357"|2007|"Axel Springer"|"Axel Springer AG"|1|""|""|4|1460|"01jan2007"|"31dec2007"|8900|8900|0|||5600|0|5600|0|23400|0||23400
"DE0005501357"|2008|"Axel Springer"|"Axel Springer AG"|1|""|""|4|1460|"01jan2008"|"31dec2008"|8200|4900|0|||406|0|0|0|13506|0|854|14360
"DE0005501357"|2009|"Axel Springer"|"Axel Springer AG"|1|""|""|5|1459|"01jan2009"|"31dec2009"|8474|8800|0|||4743|0|0|426|22443|2572|736|25751
"DE0005501357"|2010|"Axel Springer"|"Axel Springer AG"|1|"MDAX"|""|4|1460|"01jan2010"|"31dec2010"|8700|9200|0|||0|0|0|0|17900|0|1183|19083
"DE0005501357"|2011|"Axel Springer"|"Axel Springer AG"|1|"MDAX"|""|4|1459|"01jan2011"|"31dec2011"|8700|8300|0|||0|0|0|0|17000|0|800|17800
"DE0005501357"|2012|"Axel Springer"|"Axel Springer AG"|1|"MDAX"|""|5|1825|"01jan2012"|"31dec2012"|9200|8300|0|||2400|0|2400|0|19900|0|0|19900
"DE0005501357"|2013|"Axel Springer"|"Axel Springer SE"|1|"MDAX"|""|5|1825|"01jan2013"|"31dec2013"|9400|10700|0|||0|0|0|0|20100|0|500|20600
"DE0005501357"|2014|"Axel Springer"|"Axel Springer SE"|1|"MDAX"|""|6|1683|"01jan2014"|"31dec2014"|8900|8900|0|0|0|5600|0|5600|0|23400|0|500|23900
"DE0005501357"|2015|"Axel Springer"|"Axel Springer SE"|1|"MDAX"|""|4|1460|"01jan2015"|"31dec2015"|8700|10200|0|0|0|5600|0|5600|0|24500|0|800|25300
"DE0005501357"|2016|"Axel Springer"|"Axel Springer SE"|1|"MDAX"|""|4|1460|"01jan2016"|"31dec2016"|9100|10100|0|0|0|32100|32100|0|0|51300|0|2300|53600
"DE0005501357"|2017|"Axel Springer"|"Axel Springer SE"|1|"MDAX"|""|4|1460|"01jan2017"|"31dec2017"|9500|10200|0|0|0|0|0|0|0|19700|12000|1600|33300
"DE0005501357"|2018|"Axel Springer"|"Axel Springer SE"|1|"MDAX"|""|5|1765|"01jan2018"|"31dec2018"|10100|11300|0|0|0|1000|0|1000|0|22400|0|1400|23800
"DE000BASF111"|2006|"BASF"|"BASF SE"|0|"DAX"|""|9|3284|"01jan2006"|"31dec2006"|5667|11237|0|||3428|0|3428|2285|22617|0|4677|27294
"DE000BASF111"|2007|"BASF"|"BASF SE"|0|"DAX"|""|9|3131|"01jan2007"|"31dec2007"|5441|14134|0|||6053|0|6053|2390|28018|0|4535|32553
"DE000BASF111"|2008|"BASF"|"BASF SE"|0|"DAX"|""|10|2984|"01jan2008"|"31dec2008"|5219|10528|0|||3729|0|3729|2877|22353|0|4286|26639
"DE000BASF111"|2009|"BASF"|"BASF SE"|0|"DAX"|""|8|2920|"01jan2009"|"31dec2009"|5138|6866|0|||2829|0|2829|2763|17596|0|1635|19231
"DE000BASF111"|2010|"BASF"|"BASF SE"|0|"DAX"|""|8|2920|"01jan2010"|"31dec2010"|5123|0|14580|||3456|0|3456|2549|25708|0|2864|28572
"DE000BASF111"|2011|"BASF"|"BASF SE"|0|"DAX"|""|10|2918|"01jan2011"|"31dec2011"|5662|0|16309|||6910|0|6910|2384|31265|0|3858|35123
"DE000BASF111"|2012|"BASF"|"BASF SE"|0|"DAX"|""|9|2920|"01jan2012"|"31dec2012"|5749|0|14812|||3980|0|3980|2650|27191|0|3918|31109
"DE000BASF111"|2013|"BASF"|"BASF SE"|0|"DAX"|""|8|2920|"01jan2013"|"31dec2013"|5553|0|13034|||5458|0|5458|2442|26487|0|4732|31219
"DE000BASF111"|2014|"BASF"|"BASF SE"|0|"DAX"|""|9|2950|"01jan2014"|"31dec2014"|6084|0|12614|12237|12614|6057|0|6057|2768|27523|0|4174|31697
"DE000BASF111"|2015|"BASF"|"BASF SE"|0|"DAX"|""|9|3039|"01jan2015"|"31dec2015"|6177|0|9886|12562|9886|4298|0|4298|2310|22671|0|3781|26452
"DE000BASF111"|2016|"BASF"|"BASF SE"|0|"DAX"|""|8|2920|"01jan2016"|"31dec2016"|6048|0|9618|12129|9618|4032|0|4032|1708|21406|0|3302|24708
"DE000BASF111"|2017|"BASF"|"BASF SE"|0|"DAX"|""|10|2918|"01jan2017"|"31dec2017"|7903|0|16941|14936|16941|3350|0|3350|2478|30672|0|7456|38128
"DE000BASF111"|2018|"BASF"|"BASF SE"|0|"DAX"|""|8|2678|"01jan2018"|"31dec2018"|6995|6138|6138|6946|6138|5631|0|5631|2229|27131|0|6273|33404
"DE000BASF111"|2019|"BASF"|"BASF SE"|0|"DAX"|""|7|2554|"01jan2019"|"31dec2019"|6664|4038|0|6664|0|3235|0|3235|2634|16571|0|3730|20301
"DE000BASF111"|2020|"BASF"|"BASF SE"|0|"DAX"|""|6|2190|"01jan2020"|"31dec2020"|5571|2089|0|0|0|12332|10262|2070|2068|22060|0|3165|25225
"DE000BASF111"|2021|"BASF"|"BASF SE"|0|"DAX"|""|7|2308|"01jan2021"|"31dec2021"|6130|15088|0|0|0|10728.67|0|10728.67|1264|33210.67|3662|3623|40495.67
"DE0005190003"|2006|"BMW"|"BMW AG"|0|"DAX"|""|8|2186|"01jan2006"|"31dec2006"|2216.667|12166.88|0|||0|0|0|115.276|14498.83|0|639.2|15138.03
"DE0005190003"|2007|"BMW"|"BMW AG"|0|"DAX"|""|8|2372|"01jan2007"|"31dec2007"|2430|12518.1|0|||0|0|0|236.23|15184.33|0|675.7|15860.03
"DE0005190003"|2008|"BMW"|"BMW AG"|0|"DAX"|""|10|2893|"01jan2008"|"31dec2008"|2801.775|7814.57|0|||0|0|0|304.134|10920.48|0|819.2|11739.68
"DE0005190003"|2009|"BMW"|"BMW AG"|0|"DAX"|""|7|2555|"01jan2009"|"31dec2009"|3390|6971.875|0|||0|0|0|354.622|10716.5|0|700.8|11417.3
"DE0005190003"|2010|"BMW"|"BMW AG"|0|"DAX"|""|7|2555|"01jan2010"|"31dec2010"|3510|14524.94|0|||0|0|0|137.412|18172.35|0|900.237|19072.59
"DE0005190003"|2011|"BMW"|"BMW AG"|0|"DAX"|""|7|2555|"01jan2011"|"31dec2011"|4476.398|21910.01|0|||668.855|668.855|0|193.83|27249.09|0|1059.126|28308.22
"DE0005190003"|2012|"BMW"|"BMW AG"|0|"DAX"|""|8|2738|"01jan2012"|"31dec2012"|7275|23187.6|0|||655.255|655.255|0|257.935|31375.79|0|1233.039|32608.83
"DE0005190003"|2013|"BMW"|"BMW AG"|0|"DAX"|""|9|2919|"01jan2013"|"31dec2013"|7537.5|25894.5|0|||719.863|719.863|0|344.101|34495.96|0|0|34495.96
"DE0005190003"|2014|"BMW"|"BMW AG"|0|"DAX"|""|9|2919|"01jan2014"|"31dec2014"|7490.726|27031.16|0|0|0|690.152|690.152|0|225.136|35437.18|1100|2101.306|38638.48
"DE0005190003"|2015|"BMW"|"BMW AG"|0|"DAX"|""|9|2919|"01jan2015"|"31dec2015"|7333.87|27105.32|0|0|0|715.278|715.278|0|318.44|35472.91|0|2655.392|38128.3
"DE0005190003"|2016|"BMW"|"BMW AG"|0|"DAX"|""|9|2919|"01jan2016"|"31dec2016"|7425|28992.62|0|0|0|821.99|821.99|0|385.391|37625|750|2809.005|41184.01
"DE0005190003"|2017|"BMW"|"BMW AG"|0|"DAX"|""|8|2918|"01jan2017"|"31dec2017"|7200|31729.05|0|0|0|891.973|891.99|0|441.704|40262.73|0|3136.302|43399.03
"DE0005190003"|2018|"BMW"|"BMW AG"|0|"DAX"|""|9|2849|"01jan2018"|"31dec2018"|7801.613|10350.94|0|0|0|5440.788|5440.788|0|421.209|24014.55|0|2401.082|26415.63
"DE0005190003"|2019|"BMW"|"BMW AG"|0|"DAX"|""|10|2808|"01jan2019"|"31dec2019"|7659.14|1981.909|10589.56|13460.65|10589.56|4340.176|4340.176|0|496.271|25067.06|2300|2876.206|30243.26
"DE0005190003"|2020|"BMW"|"BMW AG"|0|"DAX"|""|8|2554|"01jan2020"|"31dec2020"|6825|949.05|6903.747|11837.5|6903.747|3715.809|3715.809|0|439.7|18833.31|600|2615.352|22048.66
"DE0005190003"|2021|"BMW"|"BMW AG"|0|"DAX"|""|7|2554|"01jan2021"|"31dec2021"|7687.5|11797.5|0|0|0|12757.88|12757.88|0|309.632|32552.51|1100|3112.63|36765.14
"DE0005168108"|2006|"Bauer"|"Bauer AG"|1|""|""|4|1275|"01jan2006"|"31dec2006"|887|670|0|||0|0|0|0|1557|0|93|1650
"DE0005168108"|2007|"Bauer"|"Bauer AG"|1|""|""|4|1460|"01jan2007"|"31dec2007"|972|456|0|||0|0|0|0|1428|0|81|1509
"DE0005168108"|2008|"Bauer"|"Bauer AG"|1|"MDAX"|""|4|1460|"01jan2008"|"31dec2008"|1039|630|0|||0|0|0|0|1669|0|160|1829
"DE0005168108"|2009|"Bauer"|"Bauer AG"|1|"MDAX"|""|4|1460|"01jan2009"|"31dec2009"|1094|730|0|||0|0|0|0|1824|0|83|1907
