isin|year|company_shortname|company_name|opting_out|index_listing|new_cnameshort|n_executives|days_bt|fy_begin|fy_end|salary_bt|one_year_bonus_bt|multi_year_bonus_bt|multi_year_bonus_grants_bt|multi_year_bonus_payout_bt|total_equity_grants_bt|stock_grants_bt|option_grants_bt|other_annual_bt|total_comp_bt|one_time_payment_bt|pension_bt|total_comp_pens_and_one_time_bt|sector|comp_per_exec
DE0005408116|2019|Aareal Bank|Aareal Bank AG|0|MDAX||6|2190|01jan2019|31dec2019|5786.957|960.859|1412.218|1515.773|1412.218|2526.288|2526.288|0.0|245.666|10931.99|0.0|7704.407|18636.39|Financials|1821.9983333333332
DE000A1EWWW0|2006|Adidas|Adidas AG|0|DAX||4|1460|01jan2006|31dec2006|2673.0|3837.0|2000.0|||0.0|0.0|0.0|303.0|8813.0|0.0|7827.0|16640.0|Consumer Discretionary|2203.25
DE000A1EWWW0|2007|Adidas|Adidas AG|0|DAX||4|1460|01jan2007|31dec2007|2658.0|4247.0|3400.0|||0.0|0.0|0.0|307.0|10612.0|0.0|425.0|11037.0|Consumer Discretionary|2653.0
DE000A1EWWW0|2008|Adidas|Adidas AG|0|DAX||4|1460|01jan2008|31dec2008|2858.0|4202.0|1200.0|||0.0|0.0|0.0|156.0|8416.0|0.0|425.0|8841.0|Consumer Discretionary|2104.0
DE000A1EWWW0|2009|Adidas|Adidas AG|0|DAX||4|1460|01jan2009|31dec2009|2881.0|3812.0|3700.0|||0.0|0.0|0.0|101.0|10494.0|0.0|0.0|10494.0|Consumer Discretionary|2623.5
DE000A1EWWW0|2010|Adidas|Adidas AG|0|DAX||4|1460|01jan2010|31dec2010|3120.0|3839.0|4440.0|||0.0|0.0|0.0|95.0|11494.0|0.0|0.0|11494.0|Consumer Discretionary|2873.5
DE000A1EWWW0|2011|Adidas|Adidas AG|0|DAX||4|1460|01jan2011|31dec2011|3181.0|2613.0|8641.0|||0.0|0.0|0.0|94.0|14529.0|0.0|0.0|14529.0|Consumer Discretionary|3632.25
DE000A1EWWW0|2012|Adidas|Adidas AG|0|DAX||4|1460|01jan2012|31dec2012|3320.0|2721.0|4168.0|||0.0|0.0|0.0|100.0|10309.0|0.0|800.0|11109.0|Consumer Discretionary|2577.25
DE000A1EWWW0|2013|Adidas|Adidas AG|0|DAX||5|1551|01jan2013|31dec2013|3541.0|1879.0|4067.0|||0.0|0.0|0.0|138.0|9625.0|0.0|941.0|10566.0|Consumer Discretionary|1925.0
DE000A1EWWW0|2014|Adidas|Adidas AG|0|DAX||6|1824|01jan2014|31dec2014|3803.475|1528.689|8787.925|4740.613|8787.925|0.0|0.0|0.0|113.102|14233.19|104.53|2849.425|17187.14|Consumer Discretionary|2372.1983333333333
DE000A1EWWW0|2015|Adidas|Adidas AG|0|DAX||5|1825|01jan2015|31dec2015|3984.088|3317.402|0.0|4570.235|0.0|0.0|0.0|0.0|112.407|7413.897|0.0|1756.678|9170.575|Consumer Discretionary|1482.7794
DE000A1EWWW0|2016|Adidas|Adidas AG|0|DAX||6|1885|01jan2016|31dec2016|4720.307|6480.903|0.0|5406.132|0.0|0.0|0.0|0.0|131.509|11332.72|2540.625|2212.215|16085.56|Consumer Discretionary|1888.7866666666666
DE000A1EWWW0|2017|Adidas|Adidas AG|0|DAX||8|2055|01jan2017|31dec2017|5669.888|7552.994|19794.3|6636.908|19794.3|0.0|0.0|0.0|95.407|33112.59|3331.508|4899.944|41344.05|Consumer Discretionary|4139.07375
DE000A1EWWW0|2018|Adidas|Adidas AG|0|DAX||6|2190|01jan2018|31dec2018|5981.69|4430.863|0.0|0.0|0.0|6836.2|6836.2|0.0|119.153|17367.91|0.0|3194.195|20562.1|Consumer Discretionary|2894.6516666666666
DE000A1EWWW0|2019|Adidas|Adidas AG|0|DAX||7|2182|01jan2019|31dec2019|5976.133|3574.302|0.0|0.0|0.0|6698.966|6698.966|0.0|244.203|16493.6|9865.837|3321.349|29680.79|Consumer Discretionary|2356.2285714285713
DE000A1EWWW0|2020|Adidas|Adidas AG|0|DAX||6|1975|01jan2020|31dec2020|5548.708|0.0|0.0|0.0|0.0|2482.105|2482.105|0.0|239.151|8269.964|6341.367|3105.564|17716.89|Consumer Discretionary|1378.3273333333334
DE000A1EWWW0|2021|Adidas|Adidas AG|0|DAX||6|2189|01jan2021|31dec2021|6303.333|6529.833|0.0|0.0|0.0|14182.5|14182.5|0.0|294.726|27310.39|688.311|3513.85|31512.55|Consumer Discretionary|4551.731666666667
DE000A0WMPJ6|2020|Aixtron|Aixtron SE|0|MDAX||3|821|01jan2020|31dec2020|808.5|972.0|42.0|1073.0|42.0|0.0|0.0|0.0|103.5|1926.0|0.0|0.0|1926.0|Information Technology|642.0
DE000A0WMPJ6|2021|Aixtron|Aixtron SE|0|MDAX||4|1063|01jan2021|31dec2021|990.0|3479.0|0.0|0.0|0.0|2357.0|2357.0|0.0|115.0|6941.0|0.0|0.0|6941.0|Information Technology|1735.25
DE0008404005|2006|Allianz|Allianz SE|0|DAX||11|4012|01jan2006|31dec2006|8050.0|16848.0|3705.0|||12325.0|8182.0|4143.0|267.0|41195.0|0.0|3546.0|44741.0|Financials|3745.0
DE0008404005|2007|Allianz|Allianz SE|0|DAX||11|4014|01jan2007|31dec2007|8050.0|14505.0|3481.0|||12328.0|7820.0|4508.0|459.0|38823.0|0.0|3668.0|42491.0|Financials|3529.3636363636365
DE0008404005|2008|Allianz|Allianz SE|0|DAX||11|4015|01jan2008|31dec2008|8300.0|7185.0|2373.0|||7745.0|4848.0|2897.0|673.0|26276.0|3595.1|3635.0|33506.1|Financials|2388.7272727272725
DE0008404005|2009|Allianz|Allianz SE|0|DAX||12|3649|01jan2009|31dec2009|7620.0|12358.0|1653.0|||8664.0|4998.0|3666.0|570.0|30865.0|1025.0|3704.0|35594.0|Financials|2572.0833333333335
DE0008404005|2010|Allianz|Allianz SE|0|DAX||10|3648|01jan2010|31dec2010|7600.0|9921.0|9921.0|||9921.0|9921.0|0.0|473.0|37836.0|0.0|3800.0|41636.0|Financials|3783.6
DE0008404005|2011|Allianz|Allianz SE|0|DAX||10|3637|01jan2011|31dec2011|7780.0|6361.0|5730.0|||6361.0|6361.0|0.0|483.0|26715.0|1927.5|3903.5|32546.0|Financials|2671.5
DE0008404005|2012|Allianz|Allianz SE|0|DAX||12|4014|01jan2012|31dec2012|8144.0|10102.0|10151.0|||10151.0|10151.0|0.0|531.0|39079.0|0.0|846.0|39925.0|Financials|3256.5833333333335
DE0008404005|2013|Allianz|Allianz SE|0|DAX||11|4015|01jan2013|31dec2013|8430.0|10961.0|10961.0|||10961.0|10961.0|0.0|351.0|41664.0|413.0|4113.0|46190.0|Financials|3787.6363636363635
DE0008404005|2014|Allianz|Allianz SE|0|DAX||11|4013|01jan2014|31dec2014|8780.0|10607.0|0.0|10607.0|0.0|10607.0|10607.0|0.0|234.0|30228.0|4468.5|4466.0|39162.5|Financials|2748.0
DE0008404005|2015|Allianz|Allianz SE|0|DAX||11|3650|01jan2015|31dec2015|8004.0|9725.0|29176.0|9725.0|29176.0|9725.0|9725.0|0.0|185.0|56815.0|7584.8|3852.0|68251.8|Financials|5165.0
DE0008404005|2016|Allianz|Allianz SE|0|DAX||10|3284|01jan2016|31dec2016|7125.0|8911.0|375.0|8911.0|375.0|8911.0|8911.0|0.0|182.0|25504.0|1290.0|4763.0|31557.0|Financials|2550.4
DE0008404005|2017|Allianz|Allianz SE|0|DAX||9|3282|01jan2017|31dec2017|7125.0|8371.0|0.0|8371.0|0.0|8371.0|8371.0|0.0|205.0|24072.0|937.5|4211.0|29220.5|Financials|2674.6666666666665
DE0008404005|2018|Allianz|Allianz SE|0|DAX||10|3557|01jan2018|31dec2018|7876.0|9361.0|0.0|9361.0|0.0|9361.0|9361.0|0.0|331.0|26929.0|156.0|4038.0|31123.0|Financials|2692.9
DE0008404005|2019|Allianz|Allianz SE|0|DAX||10|3649|01jan2019|31dec2019|10481.0|10012.0|0.0|0.0|0.0|18347.0|18347.0|0.0|267.0|39107.0|1625.5|5191.0|45923.5|Financials|3910.7
DE0008404005|2020|Allianz|Allianz SE|0|DAX||11|3649|01jan2020|31dec2020|10481.0|7339.0|0.0|0.0|0.0|16228.0|16228.0|0.0|287.0|34335.0|4876.5|5547.0|44758.5|Financials|3121.3636363636365
DE0008404005|2021|Allianz|Allianz SE|0|DAX||11|3646|01jan2021|31dec2021|10686.25|9460.75|0.0|0.0|0.0|17022.25|17022.25|0.0|274.0|37443.25|714.75|5437.0|43595.0|Financials|3403.931818181818
DE000A0LD2U1|2014|Alstria Office REIT|Alstria Office REIT-AG|0|||2|730|01jan2014|31dec2014|800.0|309.0|0.0|0.0|0.0|905.0|905.0|0.0|23.0|2037.0|0.0|143.0|2180.0|Real Estate|1018.5
DE000A0LD2U1|2015|Alstria Office REIT|Alstria Office REIT-AG|0|||2|730|01jan2015|31dec2015|800.0|322.0|0.0|0.0|0.0|905.0|905.0|0.0|30.0|2057.0|0.0|142.0|2199.0|Real Estate|1028.5
DE000A0LD2U1|2016|Alstria Office REIT|Alstria Office REIT-AG|0|MDAX||2|730|01jan2016|31dec2016|800.0|378.0|136.0|105.0|136.0|800.0|800.0|0.0|26.0|2140.0|0.0|142.0|2282.0|Real Estate|1070.0
DE000A0LD2U1|2017|Alstria Office REIT|Alstria Office REIT-AG|0|MDAX||2|730|01jan2017|31dec2017|800.0|327.0|124.0|105.0|124.0|800.0|800.0|0.0|28.0|2079.0|0.0|142.0|2221.0|Real Estate|1039.5
DE000A0LD2U1|2018|Alstria Office REIT|Alstria Office REIT-AG|0|MDAX||2|730|01jan2018|31dec2018|800.0|324.0|151.0|0.0|151.0|800.0|800.0|0.0|38.0|2113.0|0.0|179.0|2292.0|Real Estate|1056.5
DE000A0LD2U1|2019|Alstria Office REIT|Alstria Office REIT-AG|0|MDAX||2|730|01jan2019|31dec2019|800.0|453.0|128.0|0.0|128.0|800.0|800.0|0.0|36.0|2217.0|0.0|186.0|2403.0|Real Estate|1108.5
DE000A0LD2U1|2020|Alstria Office REIT|Alstria Office REIT-AG|0|MDAX||2|730|01jan2020|31dec2020|800.0|560.0|151.0|0.0|151.0|800.0|800.0|0.0|35.0|2346.0|0.0|181.0|2527.0|Real Estate|1173.0
DE0007600801|2006|Altana|Altana AG|0|DAX||4|1459|01jan2006|31dec2006|1500.0|4512.0|0.0|||0.0|0.0|0.0|52.0|6064.0|1604.0|2478.0|10146.0|Materials|1516.0
DE0007600801|2007|Altana|Altana AG|0|DAX and MDAX||4|851|01jan2007|31dec2007|869.0|2288.0|0.0|||0.0|0.0|0.0|34.0|3191.0|0.0|126.0|3317.0|Materials|797.75
DE0007600801|2008|Altana|Altana AG|0|MDAX||2|730|01jan2008|31dec2008|726.0|997.0|0.0|||189.6425|189.6425|0.0|35.0|1947.642|0.0|168.0|2115.643|Materials|973.821
DE0007600801|2009|Altana|Altana AG|0|MDAX||2|730|01jan2009|31dec2009|726.0|1096.0|0.0|||0.0|0.0|0.0|34.0|1856.0|0.0|123.0|1979.0|Materials|928.0
DE0006275001|2006|Arcandor|Arcandor AG|0|MDAX||6|1976|01jan2006|31dec2006|3868.0|4215.0|0.0|||0.0|0.0|0.0|0.0|8083.0|0.0|667.0|8750.0|Consumer Discretionary|1347.1666666666667
DE0006275001|2007|Arcandor|Arcandor AG|0|MDAX||7|2096|01jan2007|30sep2007|3965.0|6439.0|0.0|||316.0|316.0|0.0|0.0|10720.0|0.0|276.0|10996.0|Consumer Discretionary|1531.4285714285713
DE0006275001|2008|Arcandor|Arcandor AG|0|MDAX||7|2285|01oct2007|30sep2008|6022.0|12661.0|0.0|||18.0|18.0|0.0|0.0|18701.0|1500.0|1168.0|21369.0|Consumer Discretionary|2671.5714285714284
LU1673108939|2017|Aroundtown|Aroundtown S.A.|0|||4|1458|01jan2017|31dec2017|1217.0|0.0|0.0|0.0|0.0|557.0|557.0|0.0|0.0|1774.0|0.0|0.0|1774.0|Real Estate|443.5
LU1673108939|2018|Aroundtown|Aroundtown S.A.|0|MDAX||3|917|01jan2018|31dec2018|895.0|0.0|0.0|0.0|0.0|811.0|811.0|0.0|0.0|1706.0|0.0|0.0|1706.0|Real Estate|568.6666666666666
LU1673108939|2019|Aroundtown|Aroundtown S.A.|0|MDAX||3|1094|01jan2019|31dec2019|1261.0|0.0|0.0|0.0|0.0|1221.0|1221.0|0.0|0.0|2482.0|0.0|0.0|2482.0|Real Estate|827.3333333333334
LU1673108939|2020|Aroundtown|Aroundtown S.A.|0|MDAX||5|942|01jan2020|31dec2020|1108.0|0.0|0.0|0.0|0.0|414.0|414.0|0.0|0.0|1522.0|0.0|0.0|1522.0|Real Estate|304.4
LU1673108939|2021|Aroundtown|Aroundtown S.A.|0|MDAX||4|1460|01jan2021|31dec2021|1772.0|0.0|0.0|0.0|0.0|1953.0|1953.0|0.0|0.0|3725.0|0.0|0.0|3725.0|Real Estate|931.25
DE0005156004|2007|Arques|Arques Industries AG|0|MDAX||5|1491|01jan2007|31dec2007|1417.0|2278.0|0.0|||2844.4|2844.4|0.0|22.0|6561.4|0.0|0.0|6561.4|Materials|1312.28
DE0005156004|2008|Arques|Arques Industries AG|0|MDAX||4|1125|01jan2008|31dec2008|754.0|255.0|0.0|||2025.0|0.0|2025.0|25.0|3059.0|0.0|0.0|3059.0|Materials|764.75
DE0006766504|2006|Aurubis|Aurubis AG|1|MDAX||4|1367|01oct2005|30sep2006|1275.831|1412.125|0.0|||357.757|0.0|0.0|0.0|3045.713|0.0|0.0|3045.713|Materials|761.42825
DE0006766504|2007|Aurubis|Aurubis AG|0|MDAX||5|1642|01oct2006|30sep2007|1396.0|2298.0|0.0|||78.628|0.0|78.628|153.0|3925.628|0.0|1526.5|5452.128|Materials|785.1256000000001
DE0006766504|2008|Aurubis|Aurubis AG|0|MDAX||6|1663|01oct2007|30sep2008|1479.0|2544.0|0.0|||116.191|0.0|116.191|134.0|4273.191|2445.4|1204.4|7922.991|Materials|712.1985
DE0006766504|2009|Aurubis|Aurubis AG|0|MDAX||6|1915|01oct2008|30sep2009|1726.0|1080.925|0.0|||127.871|0.0|127.871|155.581|3090.377|100.0|-587.7|2602.677|Materials|515.0628333333333
DE0006766504|2010|Aurubis|Aurubis AG|0|MDAX||5|1825|01oct2009|30sep2010|1824.0|2118.0|1412.0|||0.0|0.0|0.0|102.0|5456.0|0.0|2633.4|8089.4|Materials|1091.2
DE0006766504|2011|Aurubis|Aurubis AG|0|MDAX||5|1825|01oct2010|30sep2011|1824.0|1443.2|2164.8|||0.0|0.0|0.0|99.781|5531.781|0.0|2876.4|8408.181|Materials|1106.3562
DE0006766504|2012|Aurubis|Aurubis AG|0|MDAX||5|1551|01oct2011|30sep2012|1536.0|1245.2|1867.8|||0.0|0.0|0.0|92.0|4741.0|0.0|0.0|4741.0|Materials|948.2
DE0006766504|2013|Aurubis|Aurubis AG|0|MDAX||5|1489|01oct2012|30sep2013|1504.0|1094.479|1813.667|||0.0|0.0|0.0|137.975|4550.121|0.0|959.261|5509.382|Materials|910.0242000000001
DE0006766504|2014|Aurubis|Aurubis AG|0|MDAX||4|1460|01oct2013|30sep2014|1674.0|1046.25|0.0|931.5|0.0|0.0|0.0|0.0|83.354|2803.604|0.0|940.434|3744.038|Materials|700.901
DE0006766504|2015|Aurubis|Aurubis AG|0|MDAX||5|1516|01oct2014|30sep2015|1804.5|1349.064|1077.638|440.945|1077.638|0.0|0.0|0.0|70.238|4301.44|0.0|873.573|5175.013|Materials|860.2879999999999
DE0006766504|2016|Aurubis|Aurubis AG|0|MDAX||4|851|01oct2015|30sep2016|988.0|740.209|783.751|1047.375|783.751|0.0|0.0|0.0|41.763|2553.723|0.0|771.506|3325.229|Materials|638.43075
DE0006766504|2017|Aurubis|Aurubis AG|0|MDAX||3|1002|01oct2016|30sep2017|1268.25|961.281|1497.438|1488.175|1497.438|0.0|0.0|0.0|54.033|3781.002|0.0|808.104|4589.106|Materials|1260.334
DE0006766504|2018|Aurubis|Aurubis AG|0|MDAX||3|940|01oct2017|30sep2018|1265.0|964.919|870.333|1025.887|870.333|99.797|99.797|0.0|48.879|3248.928|0.0|570.0|3818.928|Materials|1082.9759999999999
DE0006766504|2019|Aurubis|Aurubis AG|0|MDAX||4|1134|01oct2018|30sep2019|1432.0|702.0|560.0|901.0|560.0|303.0|303.0|0.0|70.0|3067.0|0.0|560.0|3627.0|Materials|766.75
DE0006766504|2020|Aurubis|Aurubis AG|0|MDAX||4|1141|01oct2019|30sep2020|1453.333|491.428|0.0|751.575|0.0|451.606|451.606|0.0|62.789|2459.156|0.0|730.301|3189.457|Materials|614.789
DE0006766504|2021|Aurubis|Aurubis AG|0|MDAX||4|1459|01oct2020|30sep2021|1860.0|945.549|0.0|1142.53|0.0|714.766|714.766|0.0|93.767|3614.082|0.0|800.0|4414.082|Materials|903.5205
DE0005501357|2006|Axel Springer|Axel Springer AG|1|||4|1460|01jan2006|31dec2006|6864.0|3973.0|0.0|||9501.0|0.0|0.0|0.0|20338.0|0.0|333.0|20671.0|Communication Services|5084.5
DE0005501357|2007|Axel Springer|Axel Springer AG|1|||4|1460|01jan2007|31dec2007|8900.0|8900.0|0.0|||5600.0|0.0|5600.0|0.0|23400.0|0.0||23400.0|Communication Services|5850.0
DE0005501357|2008|Axel Springer|Axel Springer AG|1|||4|1460|01jan2008|31dec2008|8200.0|4900.0|0.0|||406.0|0.0|0.0|0.0|13506.0|0.0|854.0|14360.0|Communication Services|3376.5
DE0005501357|2009|Axel Springer|Axel Springer AG|1|||5|1459|01jan2009|31dec2009|8474.0|8800.0|0.0|||4743.0|0.0|0.0|426.0|22443.0|2572.0|736.0|25751.0|Communication Services|4488.6
DE0005501357|2010|Axel Springer|Axel Springer AG|1|MDAX||4|1460|01jan2010|31dec2010|8700.0|9200.0|0.0|||0.0|0.0|0.0|0.0|17900.0|0.0|1183.0|19083.0|Communication Services|4475.0
DE0005501357|2011|Axel Springer|Axel Springer AG|1|MDAX||4|1459|01jan2011|31dec2011|8700.0|8300.0|0.0|||0.0|0.0|0.0|0.0|17000.0|0.0|800.0|17800.0|Communication Services|4250.0
DE0005501357|2012|Axel Springer|Axel Springer AG|1|MDAX||5|1825|01jan2012|31dec2012|9200.0|8300.0|0.0|||2400.0|0.0|2400.0|0.0|19900.0|0.0|0.0|19900.0|Communication Services|3980.0
DE0005501357|2013|Axel Springer|Axel Springer SE|1|MDAX||5|1825|01jan2013|31dec2013|9400.0|10700.0|0.0|||0.0|0.0|0.0|0.0|20100.0|0.0|500.0|20600.0|Communication Services|4020.0
DE0005501357|2014|Axel Springer|Axel Springer SE|1|MDAX||6|1683|01jan2014|31dec2014|8900.0|8900.0|0.0|0.0|0.0|5600.0|0.0|5600.0|0.0|23400.0|0.0|500.0|23900.0|Communication Services|3900.0
DE0005501357|2015|Axel Springer|Axel Springer SE|1|MDAX||4|1460|01jan2015|31dec2015|8700.0|10200.0|0.0|0.0|0.0|5600.0|0.0|5600.0|0.0|24500.0|0.0|800.0|25300.0|Communication Services|6125.0
DE0005501357|2016|Axel Springer|Axel Springer SE|1|MDAX||4|1460|01jan2016|31dec2016|9100.0|10100.0|0.0|0.0|0.0|32100.0|32100.0|0.0|0.0|51300.0|0.0|2300.0|53600.0|Communication Services|12825.0
DE0005501357|2017|Axel Springer|Axel Springer SE|1|MDAX||4|1460|01jan2017|31dec2017|9500.0|10200.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|19700.0|12000.0|1600.0|33300.0|Communication Services|4925.0
DE0005501357|2018|Axel Springer|Axel Springer SE|1|MDAX||5|1765|01jan2018|31dec2018|10100.0|11300.0|0.0|0.0|0.0|1000.0|0.0|1000.0|0.0|22400.0|0.0|1400.0|23800.0|Communication Services|4480.0
DE000BASF111|2006|BASF|BASF SE|0|DAX||9|3284|01jan2006|31dec2006|5667.0|11237.0|0.0|||3428.0|0.0|3428.0|2285.0|22617.0|0.0|4677.0|27294.0|Materials|2513.0
DE000BASF111|2007|BASF|BASF SE|0|DAX||9|3131|01jan2007|31dec2007|5441.0|14134.0|0.0|||6053.0|0.0|6053.0|2390.0|28018.0|0.0|4535.0|32553.0|Materials|3113.1111111111113
DE000BASF111|2008|BASF|BASF SE|0|DAX||10|2984|01jan2008|31dec2008|5219.0|10528.0|0.0|||3729.0|0.0|3729.0|2877.0|22353.0|0.0|4286.0|26639.0|Materials|2235.3
DE000BASF111|2009|BASF|BASF SE|0|DAX||8|2920|01jan2009|31dec2009|5138.0|6866.0|0.0|||2829.0|0.0|2829.0|2763.0|17596.0|0.0|1635.0|19231.0|Materials|2199.5
DE000BASF111|2010|BASF|BASF SE|0|DAX||8|2920|01jan2010|31dec2010|5123.0|0.0|14580.0|||3456.0|0.0|3456.0|2549.0|25708.0|0.0|2864.0|28572.0|Materials|3213.5
DE000BASF111|2011|BASF|BASF SE|0|DAX||10|2918|01jan2011|31dec2011|5662.0|0.0|16309.0|||6910.0|0.0|6910.0|2384.0|31265.0|0.0|3858.0|35123.0|Materials|3126.5
DE000BASF111|2012|BASF|BASF SE|0|DAX||9|2920|01jan2012|31dec2012|5749.0|0.0|14812.0|||3980.0|0.0|3980.0|2650.0|27191.0|0.0|3918.0|31109.0|Materials|3021.222222222222
DE000BASF111|2013|BASF|BASF SE|0|DAX||8|2920|01jan2013|31dec2013|5553.0|0.0|13034.0|||5458.0|0.0|5458.0|2442.0|26487.0|0.0|4732.0|31219.0|Materials|3310.875
DE000BASF111|2014|BASF|BASF SE|0|DAX||9|2950|01jan2014|31dec2014|6084.0|0.0|12614.0|12237.0|12614.0|6057.0|0.0|6057.0|2768.0|27523.0|0.0|4174.0|31697.0|Materials|3058.1111111111113
DE000BASF111|2015|BASF|BASF SE|0|DAX||9|3039|01jan2015|31dec2015|6177.0|0.0|9886.0|12562.0|9886.0|4298.0|0.0|4298.0|2310.0|22671.0|0.0|3781.0|26452.0|Materials|2519.0
DE000BASF111|2016|BASF|BASF SE|0|DAX||8|2920|01jan2016|31dec2016|6048.0|0.0|9618.0|12129.0|9618.0|4032.0|0.0|4032.0|1708.0|21406.0|0.0|3302.0|24708.0|Materials|2675.75
DE000BASF111|2017|BASF|BASF SE|0|DAX||10|2918|01jan2017|31dec2017|7903.0|0.0|16941.0|14936.0|16941.0|3350.0|0.0|3350.0|2478.0|30672.0|0.0|7456.0|38128.0|Materials|3067.2
DE000BASF111|2018|BASF|BASF SE|0|DAX||8|2678|01jan2018|31dec2018|6995.0|6138.0|6138.0|6946.0|6138.0|5631.0|0.0|5631.0|2229.0|27131.0|0.0|6273.0|33404.0|Materials|3391.375
